#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;
buddhist_DESC;Buddhism was founded by the Buddha, Siddhartha Gautama, in Northeast India in the 5th century BC. The religion flourished in India for more than 1500 years, building huge libraries and monastery complexes, until Muslim invasions and the growing power of the Brahmin caste drove Buddhism out of the subcontinent. In the game, Buddhists get a significant bonus to Learning, meaning that they will research technologies faster. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Caste Traits do not matter\n§Y*§! Buddhists get a hefty Learning bonus\n§Y*§! Can declare Subjugation Wars against all Indian religions\n§Y*§! Can declare limited Holy Wars against non-Indian religions\n§Y*§! Hard to convert Jain and Hindu counties\n§Y*§! Can designate any valid offspring as the heir;Le bouddhisme a été fondé par le Bouddha, Siddhartha Gautama, dans le nord de l'Inde au Ve siècle avant Jésus Christ. Cette religion s'est développée en Inde pendant plus de 1500 ans édifiant de gigantesques bibliothèques et de complexes monatères, jusqu'à ce que les invasions musulmanes et la montée en puissance des Brahmanes ne chasse les bouddhistes du sous-continent. Dans le jeu, les bouddistes ont un avantage significatif dans la recherche, ce qui leur permet d'obtenir des technologies plus rapidement. Autres aspects : \n§Y*§! Il n'y a pas de chef religieux \n§Y*§! Les traits de caste n'ont aucun impact \n§Y*§! Les bouddhistes ont un bonus d'apprentissage \n§Y*§! Possibilité de guerre de conquête contre les autres adpetes de religions indiennes \n§Y*§! Guerres saintes limitées contre les religions non-indiennes  \n§Y*§! Difficiculté à convertir les provinces jaïniste et hindoue  \n§Y*§! Possibilité de désigner un héritier parmis ses descendants.;Der Buddhismus wurde von Buddha Siddhartha Gautama im nordöstlichen Indien im 5. Jahrhundert v. Chr. begründet. Die Religion gedieh in Indien mehr als 1500 Jahre lang, wobei  große Bibliotheken und Klosterkomplexe erbaut wurden, bis die Buddhisten durch m;; El Budismo fue fundado por el Buda, Siddhartha Gautama, en el noreste de la India en el siglo quinto antes de Cristo. La religión floreció en la India hace más de 1500 años, construyendo enormes bibliotecas y complejos monásticos, hasta las invasiones Musulmanas y el creciente poder de la casta de los Brahmanes que llevaron al Budismo fuera del subcontinente. En el juego, los Budistas consiguen una bonificación significativa por aprendizaje, lo que significa que van a investigar las tecnologías más rápido. Definición de las características del juego: No hay jefe religioso.  Las características de Casta no importan. Los Budistas reciben un considerable bono de aprendizaje. Se pueden declarar guerras de subyugación contra todas las religiones Indias.  Se pueden declarar Guerras Santas limitadas contra las religiones que no son Indias. Es duro convertir condados jainistas e hindúes. Se puede designar cualquier descendiente válido como heredero;;;;;;;;;x;;
jain_DESC;Jainism is a religion of incredible antiquity, stemming from the ascetic Sramana tradition of India, in opposition to the priestly Brahmins and the caste system. The guiding principle of Jainism is Ahimsa - non-violence - which is more radically interpreted than in any other religion. In the game, Jains have a hard time waging offensive wars, but their remarkable tolerance means Jain rulers are well liked by all. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Caste Traits do not matter\n§Y*§! Cannot declare Holy Wars\n§Y*§! Can declare Subjugation Wars against all Indian religions\n§Y*§! Much lower chance of provincial revolts\n§Y*§! Large bonuses to all vassal opinions\n§Y*§! Rulers can hold larger Demesnes\n§Y*§! Can designate any valid offspring as the heir;Le jaïnisme est une religion fort ancienne, tirant ses origines de l'ascétisme de la tradition Shramana, en Inde, contrairement à la tradition cléricale des Brahmanes. Le principe fondateur du jaïnisme est l'Ahimsa, la non-violence, dont l'interprétation est beaucoup plus radicale que dans la plupart des autres religions. Dans le jeu, les jaïns peuvent difficilement mener des guerres d'aggression, mais leur grande tolérance fait des jaïns des seigneure appréciés de tous. Autres aspects :  \n§Y*§! Il n'y a pas de chef religieux \n§Y*§! Les traits de caste n'ont aucun impact \n§Y*§! Pas de guerres saintes \n§Y*§! Possibilité de déclarer des guerre de conquête contre les autres religions indiennes \n§Y*§! Beaucoup moins de risque de révolte \n§Y*§! Meilleure opinion des vassaux \n§Y*§! Les seigneurs peuvent avoir un vaste domaine \n§Y*§! Possibilité de désigner un héritier parmi ses descendants.;Jainismus ist eine Religion mit unglaublich alten Ursprüngen und entstammt der asketischen Sramana-Tradition aus Indien, im Gegensatz zu den Brahmanen und dem Kastensystem. Der leitende Prinzip des Jainismus ist Ahimsa, die Gewaltlosigkeit, welches radika;; El jainismo es una religión increíblemente antigua, derivada de la tradición ascética Sramana de la India, en oposición a los sacerdotes Brahmanes  y el sistema de castas. La pauta principal del Jainismo es Ahimsa - la no violencia - que se interpreta más radicalmente que en cualquier otra religión. En el juego, los Jainistas tienen dificultades para librar guerras ofensivas, pero su notable tolerancia significa que los gobernantes Jainistas son muy apreciados por todos. Definición de las características del juego: No hay jefe religioso.  Las características de Casta no importan. No se pueden declarar guerras santas. Se pueden declarar guerras de subyugación contra todas las religiones Indias.  Probabilidad mucho menor de rebeliónes provinciales. Grandes bonificaciones por todas las opiniones de los vasallos. Los gobernantes pueden tener mayor heredad. Se puede designar cualquier descendiente válida como heredero;;;;;;;;;x;;
MORAL_AUTHORITY_DESC;The moral authority of a religion affects the conversion chances of characters and provinces and the susceptibility to heresies. A low authority value can prevent the chief pontiff from performing special actions like excommunication. It may also cause instability with various negative events in your realm as the religious institutions lose their grip on the populace.;L'autorité morale d'une religion influence sur la facilité à convertir une province ou un personnage, ainsi que sur le foisonnement des hérésies. Un souverain pontife sans grande autorité ne pourra utiliser des actions particulières comme l'excommunication. La faiblesse des institutions religieuses peut provoquer de l'instabilité chez la populace qui s'émancipent de leur joug.;Die moralische Autorität einer Religion beeinflusst die Konvertierungschancen von Charakteren und Provinzen und die Anfälligkeit für Häresie. Ein niedriger Autoritätswert kann bewirken, dass der Oberpriester besondere Handlungen, wie zum Beispiel Exkommun;;La autoridad moral de una religión afecta a las posibilidades de conversión de personajes y provincias y la susceptibilidad a las herejías. Un valor bajo de autoridad puede evitar que el jefe pontífice realice acciones especiales como la excomunión. También puede causar inestabilidad con varios acontecimientos negativos en tu reino como que las instituciones religiosas pierdan el control de la población.;;;;;;;;;x;;
MODIFIER_CHURCH_OPINION;Temple Vassal Opinion;Opinion des vassaux religieux;Meinung der Tempelvassallen;;Opinión de vasallo del Templo;;;;;;;;;x;;
CANNOT_AFFORD_THE_PIETY;§RWe do not have enough $PIETYNAME$!§W\n;§RNous n’avons pas assez de $PIETYNAME$!§W\n;§RWir haben nicht genügend $PIETYNAME$!§W\n;;§R No tenemos suficiente $PIETYNAME$!§W\n;;;;;;;;;x;;
HAS_AUTOCEPHALY;Has Autocephaly;Est autocéphale;Hat Autokephalie;;Tiene Autocefalía;;;;;;;;;x;;
HAS_NOT_AUTOCEPHALY;Does NOT have Autocephaly;N'est pas autocéphale;Hat NICHT Autokephalie;;No tiene Autocefalía;;;;;;;;;x;;
christian;Christian;Chrétien;Christlich;;Cristiano;;;;;;;;;x;;
catholic;Catholic;Catholique;Katholisch;;Católico;;;;;;;;;x;;
orthodox;Orthodox;Orthodoxe;Orthodox;;Ortodoxo;;;;;;;;;x;;
muslim;Muslim;Musulman;Moslem;;Musulmán;;;;;;;;;x;;
sunni;Sunni;Sunnite;Sunni;;Suní;;;;;;;;;x;;
shiite;Shia;Shiite;Schia;;Chía;;;;;;;;;x;;
pagan_group;Pagan;Païen;Heiden;;Paganos;;;;;;;;;x;;
pagan;Pagan;Païen;Heiden;;Pagano;;;;;;;;;x;;
cathar;Cathar;Cathare;Katharer;;Cátaro;;;;;;;;;x;;
fraticelli;Fraticelli;Fraticelli;Fratizellen;;Fraticelli;;;;;;;;;x;;
lollard;Lollard;Lollard;Lollarden;;Lolardo;;;;;;;;;x;;
waldensian;Waldensian;Vaudois;Waldenser;;Valdense;;;;;;;;;x;;
bogomilist;Bogomilist;Bogomile;Bogomilen;;Bogomilo;;;;;;;;;x;;
iconoclast;Iconoclast;Iconoclaste;Bilderstürmer;;Iconoclasta;;;;;;;;;x;;
monophysite;Monophysite;Monophysite;Monophysit;;Monofisita;;;;;;;;;x;;
nestorian;Nestorian;Nestorien;Nestorianer;;Nestoriano;;;;;;;;;x;;
zikri;Zikri;Zikri;Zikri;;Zikri;;;;;;;;;x;;
yazidi;Yazidi;Yazidi;Yazidi;;Yazidí;;;;;;;;;x;;
ibadi;Ibadi;Ibadi;Ibadi;;Ibadí;;;;;;;;;x;;
bektashi;Bektashi;Bektashi;Bektashi;;Bektashi;;;;;;;;;x;;
druze;Druze;Druze;Druse;;Druso;;;;;;;;;x;;
hurufi;Hurufi;Hurufi;Hurufi;;Hurufi;;;;;;;;;x;;
tengri_pagan;Tengri;Tengri;Tengri;;Tengrista;;;;;;;;;x;;
baltic_pagan;Romuva;Romuva;Romuva;;Romuvita;;;;;;;;;x;;
finnish_pagan;Suomenusko;Suomenusko;Suomenusko;;Suomenusko;;;;;;;;;x;;
zoroastrian;Zoroastrian;Zoroastrien;Zoroastrier;;Zoroastriano;;;;;;;;;x;;
GOD_GOD;God;Dieu;Gott;;Dios;;;;;;;;;x;;
GOD_THE_LORD;the Lord;le Seigneur;der Herr;;El Señor;;;;;;;;;x;;
GOD_JESUS;Jesus;Jésus;Jesus;;Jesús;;;;;;;;;x;;
GOD_THE_BLESSED_VIRGIN;the Blessed Virgin;la Vierge Marie;die gesegnete Jungfrau;;La Santa Virgen;;;;;;;;;x;;
GOD_ALLAH;Allah;Allah;Allah;;Alá;;;;;;;;;x;;
GOD_THE_GREATEST;the Greatest;le Plus grand;der Größte;;El Altísimo;;;;;;;;;x;;
GOD_THE_SPIRITS;the Spirits;les Esprits;die Geister;;Los Espíritus;;;;;;;;;x;;
GOD_THE_ANCESTORS;the Ancestors;les Ancêtres;die Ahnen;;Los Ancestros;;;;;;;;;x;;
GOD_THOR;Thor;Thor;Thor;;Thor;;;;;;;;;x;;
GOD_THE_THUNDERER;the Thunderer;le Tonnant;der Donnerer;;Dios del Trueno;;;;;;;;;x;;
GOD_THE_ALLFATHER;the Allfather;le Tout Puissant;der Allvater;;El Todopoderoso;;;;;;;;;x;;
GOD_THE_ODIN;Odin;Odin;Odin;;Odín;;;;;;;;;x;;
GOD_TENGRI;Tengri;Tengri;Tengri;;Tengri;;;;;;;;;x;;
GOD_ERLIK_KHAN;Erlik Khan;Erlik Khan;Erlik Khan;;Erlik Khan;;;;;;;;;x;;
GOD_TUNG-AK;Tung-ak;Tung-ak;Tung-ak;;Tung-ak;;;;;;;;;x;;
GOD_GABIJA;Gabija;Gabija;Gabija;;Gabija;;;;;;;;;x;;
GOD_PERKUNAS;Perkunas;Perkunas;Perkunas;;Perkunas;;;;;;;;;x;;
GOD_THE_GREAT_BEAR;the Great Bear;le Grand Ours;der Große Bär;;el Gran Oso;;;;;;;;;x;;
GOD_UKKO;Ukko;Ukko;Ukko;;Ukko;;;;;;;;;x;;
GOD_PERKELE;Perkele;Perkele;Perkele;;Perkele;;;;;;;;;x;;
GOD_JUMI;Jumi;Jumi;Jumi;;Jumi;;;;;;;;;x;;
GOD_AHURA_MAZDA;Ahura Mazda;Ahura Mazda;Ahura Mazda;;Ahura Mazda;;;;;;;;;x;;
GOD_MANAH;Manah;Manah;Manah;;Manat;;;;;;;;;x;;
THE_BIBLE;The Bible;La Bible;Die Bibel;;La Biblia;;;;;;;;;x;;
THE_KORAN;The Koran;Le Coran;Der Koran;;El Corán;;;;;;;;;x;;
THE_LEGENDS;The Legends;Les Légendes;Die Legenden;;Las Leyendas;;;;;;;;;x;;
THE_SAGAS;The Sagas;Les Sagas;Die Sagen;;Las Sagas;;;;;;;;;x;;
THE_GATHAS;The Gathas;Les Gathas;The Gathas;;Las Gathas;;;;;;;;;x;;
HERESY;Heresy;Hérésie;Ketzerei;;Herejía;;;;;;;;;x;;
POPE;Pope;Pape;Papst;;Papa;;;;;;;;;x;;
POPE_FOA;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x;;
HIGH_CHIEF;High Chief;Grand Chef;Oberhäuptling;;Alto mandatario;;;;;;;;;x;;
HIGH_CHIEF_FOA;High Chief;Grand Chef;Oberhäuptling;;Alto mandatario;;;;;;;;;x;;
TRIBE_OF;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x;;
ECUMENICAL_PATRIARCH;Ecumenical Patriarch;Patriarche œcuménique;Ökumenischer Patriarch;;Patriarca ecuménico;;;;;;;;;x;;
ECUMENICAL_PATRIARCH_FOA;Your Holiness;Votre Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x;;
CALIPH;Caliph;Calife;Kalif;;Califa;;;;;;;;;x;;
CALIPH_FOA;Your Imperial Majesty;Commandeur de croyants;Eure Kaiserliche Majestät;;Su Real Majestad;;;;;;;;;x;;
GRANDMASTER;Grandmaster;Grand-Maître;Großmeister;;Gran maestro;;;;;;;;;x;;
GRANDMASTER_FOA;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x;;
HOCHMEISTER;Hochmeister;Grand-Maître;Hochmeister;;Hochmeister;;;;;;;;;x;;
HOCHMEISTER_FOA;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x;;
CAPTAIN;Captain;Capitaine;Hauptmann;;Capitán;;;;;;;;;x;;
CAPTAIN_FOA;Captain;Capitaine;Hauptmann;;Capitán;;;;;;;;;x;;
CONDOTTIERO;Condottiere;Condottiere;Condottiere;;Condotiero;;;;;;;;;x;;
CONDOTTIERO_FOA;Condottiere;Condottiere;Condottiere;;Condotiero;;;;;;;;;x;;
CRUSADE;Crusade;Croisade;Kreuzzug;;Cruzada;;;;;;;;;x;;
JIHAD;Jihad;Djihad;Dschihad;;Jihad;;;;;;;;;x;;
HOLY_WAR;Holy War;Guerre Sainte;Heiliger Krieg;;Guerra Santa;;;;;;;;;x;;
miaphysite;Miaphysite;Miaphysite;Miaphysit;;Miafisita;;;;;;;;;x;;
monothelite;Monothelite;Monothélite;Monothelit;;Monotelista;;;;;;;;;x;;
d_miaphysite;The Miaphysite Papacy;La Prédication de Saint-Marc;Das miaphysitische Papsttum;;El Papado Miafisita;;;;;;;;;x;;
d_miaphysite_adj;Coptic Papal;Copte;koptisch Päpstlich;;Copta;;;;;;;;;x;;
COPTIC_POPE;Coptic Pope;Pape;Koptischer Papst;;Papa Copto;;;;;;;;;x;;
INTERACTION_CANNOT_REVOKE_LAST_TEMPLE_OFF_REL_HEAD;Cannot revoke the last Temple Holding from your religious head.;Vous ne pouvez pas révoquer le dernier fief religieux d'un dirigeant de religion;Kann eurem Kirchenoberhaupt nicht das letzte kirchliche Besitztum entziehen;;No puedes revocar el último emplazamiento religioso a tu Líder religioso.;;;;;;;;;x;;
d_monophysite;The Monophysite Papacy;Catholicossat apostolique;Das monophysitische Papsttum;;El Papado Monofisita;;;;;;;;;x;;
d_monophysite_adj;Monophysite Papal;monophysite;monophysitisch Päpstlich;;Monofisita;;;;;;;;;x;;
MONOPHYSITE_POPE;Monophysite Pope;Catholicos;monophysitischer Papst;;Papa Monofisita;;;;;;;;;x;;
d_nestorian;The Patriarchate of the East;Le Patriarcat d'Orient;Das Patriarchat des Ostens;;El Patriarcado Oriental;;;;;;;;;x;;
d_nestorian_adj;Eastern Patriarchal;du Patriarcat d'Orient;östlich Patriarchal;;Patriarcal Oriental;;;;;;;;;x;;
PATRIARCH_IN_THE_EAST;Patriarch of the East;Patriarche d'Orient;Patriarch des Ostens;;Patriarca Oriental;;;;;;;;;x;;
d_monothelite;The Monothelite Patriarchate;Le Patriarcat Monothélite;Das monotheletismische Patriarchat;;El Patriarcado Monotelita;;;;;;;;;x;;
d_monothelite_adj;Monothelite Patriarchal;du Patriarcat Monothélite;monotheletismisch Patriarchal;;Monotelita;;;;;;;;;x;;
MONOTHELITE_PATRIARCH;Monothelite Patriarch;Patriarche;monotheletismische Patriarch;;Patriarca Monotelita;;;;;;;;;x;;
d_west_african_pagan_reformed;The West African Church;Le clergé Vodinani;;;;;;;;;;;;;;
d_west_african_pagan_reformed_adj;West African;vodinani;;;;;;;;;;;;;;
VODUN;High Vodun;Grand Vodun;;;;;;;;;;;;;;
VODUNA;High Voduna;Grande Vodine;;;;;;;;;;;;;;
IMAM;Imam;Imam;Imam;;Imán;;;;;;;;;x;;
IMAM_FOA;Your Highness;Votre Altesse;Eure Hoheit;;Su Alteza;;;;;;;;;x;;
GRANDHEADMASTER;Grand Headmaster;Grand maître;Eminenz;;Gran Director;;;;;;;;;x;;
GRANDHEADMASTER_FOA;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x;;
CHURCH_NAME;The $RELIGION$ Faith;La foi $RELIGION$;Der $RELIGION$-Glauben;;La Fe $RELIGION$;;;;;;;;;x;;
INTERACTION_TITLE_NOT_CONTESTED;Title cannot be the target or justification for any ongoing war;Ce titre ne peut être pris pour cible ou faire l'objet ou la justification d'un guerre en cours;Titel kann nicht das Ziel oder die Rechtfertigung für einen laufenden Krieg sein;;Este título no puede ser el objetivo ni la justificación de ninguna guerra activa;;;;;;;;;x;;
FYLKIR;Fylkir;Fylkir;Fylkir;;Fylkir;;;;;;;;;x;;
FYLKJA;Fylkja;Fylkja;Fylkja;;Fylkja;;;;;;;;;x;;
FYLKIR_FOA;Your Holiness;Sa Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x;;
HEAD_PRIEST;High Priest;Grand Prêtre;Hohepriester;;Sumo Sacerdote;;;;;;;;;x;;
HEAD_PRIESTESS;High Priestess;Grande Prêtresse;Hohepriesterin;;Suma Sacerdotisa;;;;;;;;;x;;
HEAD_PRIEST_FOA;Your Holiness;Sa Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x;;
d_zoroastrian;Le clergé zoroastre;L'Église zoroastrienne;Zoroastrische Kirche;;La Iglesia Zoroastriana;;;;;;;;;x;;
d_zoroastrian_adj;zoroastre;zoroastrien;zoroastrisch;;Zoroastriano;;;;;;;;;x;;
HEAD_MOABADAN_MOABAD;Mowbedan;Moabadan-Moabad;Moabadan-Moabad;;Moabadan-Moabad;;;;;;;;;x;;
slavic_pagan;Slavic;Slave;slawisch;;Eslavo;;;;;;;;;x;;
norse_pagan_reformed;Norse;Nordique;nordisch;;Nórdico;;;;;;;;;x;;
tengri_pagan_reformed;Tengri;Tengri;tengrisch;;Tengri;;;;;;;;;x;;
baltic_pagan_reformed;Romuva;Romuva;romuvanisch;;Romuvano;;;;;;;;;x;;
finnish_pagan_reformed;Suomenusko;Suomenusko;Suomenuskowisch;;Suomenusco;;;;;;;;;x;;
aztec_reformed;Aztec;Aztèque;aztekisch;;Azteca;;;;;;;;;x;;
west_african_pagan;West African;Ouest-africain;west-afrikanisch;;Africano Occidental;;;;;;;;;x;;
west_african_pagan_reformed;West African;Vodinani;reformiert west-afrikanisch;;Africano Occidental Reformado;;;;;;;;;x;;
catholic_DESC;Catholicism is one of the oldest branches of Christianity and the one that has had the biggest impact on the history of Europe. The formal head of the religion is the Bishop of Rome - the Pope. Defining features in-game:\n§Y*§! There is always a Pope, even if Rome falls\n§Y*§! The Pope can grant divorces\n§Y*§! The Pope can grant the Invasion Casus Belli\n§Y*§! The Pope can Excommunicate Catholic characters\n§Y*§! Catholic rulers can set up Antipopes\n§Y*§! Catholic Bishops may pay tax to the Pope rather than their secular liege;Le catholicisme est l'une des plus anciennes branches du christianisme et l'une des plus influentes sur l'histoire de l'Europe. Le chef officiel de cette religion est l'évêque de Rome : le pape. Dans le jeu :\n§Y*§! Il y a toujours un pape, même si l'Empire romain tombe\n§Y*§! Le pape peut permettre le divorce\n§Y*§! Le pape peut approuver un casus belli d'invasion\n§Y*§! Le pape peut excommunier des personnages catholiques\n§Y*§! Les dirigeants catholiques peuvent nommer des antipapes\n§Y*§! Les évêques catholiques peuvent payer une taxe au pape plutôt qu'à leur seigneur laïc;Der Katholizismus ist einer der ältesten Zweige des Christentums und gleichzeitig der mit dem größten Einfluss auf die Geschichte Europas. Das offizielle Oberhaupt ist der Bischof von Rom - der Papst. Bestimmende Merkmale im Spiel:\n§Y*§! Es gibt immer einen Papst, selbst wenn Rom fällt\n§Y*§! Der Papst kann Scheidungen genehmigen\n§Y*§! Der Papst kann den Invasions-Kriegsgrund gewähren\n§Y*§! Der Papst kann katholische Charaktere exkommunizieren\n§Y*§! Katholische Herrscher können Gegenpäpste aufstellen\n§Y*§! Katholische Bischöfe können Steuern an den Papst,statt an den Lehnsherrn, entrichten.;;El Catolicismo es una de las ramas más antiguas de la Cristiandad y el que ha tenido mayor impacto en la historia de Europa. El jefe oficial de la religión es el Obispo de Roma: el Papa. Definiendo características del juego:\n§Y*§! Siempre hay un Papa, incluso si Roma cae\n§Y*§!  El Papa puede conceder divorcios\n§Y*§!  El Papa puede conceder la Casus Belli Invasión\n§Y*§! El Papa puede Excomulgar a personajes Católicos\n§Y*§! Gobernantes Católicos pueden poner Antipapas\n§Y*§! Los Obispos Católicos deben pagar impuestos al Papa antes que a su señor secular;;;;;;;;;x;;
waldensian_DESC;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments. This heresy has no formal head and no special game mechanics.;Les hérétiques vaudois, d'abord issus d'un mouvement de réforme au sein de l'Église catholique, sont anti-cléricaux et prônent un retour au vœu de pauvreté. Ils sont contre la peine capitale et croient que les laïcs aussi peuvent administrer des sacrements. Cette hérésie n'a pas de chef officiel ni de règle spéciale en jeu.;Ursprünglich eine Reformbewegung der Katholischen Kirche, sind die Waldenser antiklerikal eingestellt und bewerben die Rückkehr zur Armut. Sie stehen außerdem gegen die Todesstrafe ein und glauben, dass auch Laien die Sakramente vergeben können. Diese Häresie hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;Originalmente un movimiento de reforma dentro de la iglesia Católica, los herejes Valdenses son anticlericales y abogan por una vuelta a los votos de pobreza. Se oponen a la pena capital y creen que los laicos también pueden aplicar los sacramentos. Esta herejía no tiene jefe oficial ni mecánica especial de juego.;;;;;;;;;x;;
lollard_DESC;Lollard heretics are opposed to perceived corruption within the Catholic Church. Like many Catholic heresies, they loathe the wealth and ostentation of the clergy and advocate a return to a more original form of Christianity. This heresy has no formal head and no special game mechanics.;Les hérétiques lollards s'opposent à la perception de corruption au sein de l'Église catholique. Comme plusieurs autres hérésies catholiques, ils exècrent l'ostentation et les richesses du clergé et prônent un retour à une forme plus originelle du christianisme. Cette hérésie n'a pas de chef officiel ni de règle spéciale en jeu.;Lollardische Häretiker stehen der vermeintlichen Korruption der Katholischen Kirche gegenüber. Ähnlich anderer katholischer Häresien lehnen sie den Reichtum und die Pracht der Priester ab und befürworten eine Rückkehr zum ursprünglichen Christentum. Diese Häresie hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;Los herejes Lolardos se oponen a la corrupción que se percibe dentro de la Iglesia Católica. Al igual que muchas herejías Católicas, detestan la riqueza y la ostentación del clero y abogan por un retorno a una forma más primitiva del Cristianismo. Esta herejía no tiene jefe oficial ni mecánica especial de juego.;;;;;;;;;x;;
