#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV61;Lincoln;Lincoln;Lincoln;4;Lincoln;61;;;;;;;;x
PROV62;Leicester;Leicester;Leicester;4;Leicester;62;;;;;;;;x
PROV63;Derby;Derby;Derby;4;Derby;63;;;;;;;;x
PROV64;Gwynedd;Gwynedd;Gwynedd;4;Gwynedd;64;;;;;;;;x
PROV65;Powys;Powys;Powys;4;Powys;65;;;;;;;;x
PROV66;Shrewsbury;Shrewsbury;Shrewsbury;4;Shrewsbury;66;;;;;;;;x
PROV67;Warwick;Warwick;Warwick;4;Warwick;67;;;;;;;;x
PROV68;Northampton;Northampton;Northampton;4;Northampton;68;;;;;;;;x
PROV69;Bedford;Bedford;Bedford;4;Bedford;69;;;;;;;;x
PROV70;Norfolk;Norfolk;Norfolk;4;Norfolk;70;;;;;;;;x
PROV71;Suffolk;Suffolk;Suffolk;4;Suffolk;71;;;;;;;;x
PROV72;Essex;Essex;Essex;4;Essex;72;;;;;;;;x
PROV73;Kent;Kent;Kent;4;Kent;73;;;;;;;;x
PROV74;Guines;Guînes;Guines;4;Güines;74;;;;;;;;x
PROV75;Boulogne;Boulogne;Boulogne;4;Boloña;75;;;;;;;;x
PROV76;Yperen;Ypres;Ypern;4;Yperen;76;;;;;;;;x
PROV77;Artois;Artois;Artois;4;Artois;77;;;;;;;;x
PROV78;Brugge;Bruges;Brugge;4;Brujas;78;;;;;;;;x
PROV79;Zeeland;Zélande;Zeeland;4;Zeeland;79;;;;;;;;x
PROV80;Holland;Hollande;Holland;4;Holanda;80;;;;;;;;x
PROV81;Westfriesland;Frise Occidentale;Westfriesland;4;Westfriesland;81;;;;;;;;x
PROV82;Sticht;Sticht;Sticht;4;Sticht;82;;;;;;;;x
PROV83;Gelre;Gueldre;Gelre;4;Gelre;83;;;;;;;;x
PROV84;Friesland;Frise;Friesland;4;Friesland;84;;;;;;;;x
PROV85;Ostfriesland;Frise orientale;Ostfriesland;4;Ostfriesland;85;;;;;;;;x
PROV86;Oldenburg;Oldenbourg;Oldenburg;4;Oldemburgo;86;;;;;;;;x
PROV87;Osnabrück;Osnabrück;Osnabrück;4;Osnabrück;87;;;;;;;;x
PROV88;Münster;Münster;Münster;4;Münster;88;;;;;;;;x
PROV89;Kleve;Clèves;Kleve;4;Cléveris;89;;;;;;;;x
PROV90;Jülich;Juliers;Jülich;4;Jülich;90;;;;;;;;x
PROV91;Loon;Looz;Loon;4;Loon;91;;;;;;;;x
PROV92;Breda;Bréda;Breda;4;Breda;92;;;;;;;;x
PROV93;Gent;Gand;Gent;4;Gante;93;;;;;;;;x
PROV94;Hainaut;Hainaut;Hainaut;4;Henao;94;;;;;;;;x
PROV95;Amiens;Amiens;Amiens;4;Amiens;95;;;;;;;;x
PROV96;Eu;Eu;Eu;4;Eu;96;;;;;;;;x
PROV97;Rouen;Rouen;Rouen;4;Ruán;97;;;;;;;;x
PROV98;Vexin;Vexin;Vexin;4;Vexin;98;;;;;;;;x
PROV99;Évreux;Évreux;Évreux;4;Évreux;99;;;;;;;;x
PROV100;Mortain;Mortain;Mortain;4;Mortain;100;;;;;;;;x
PROV101;Rennes;Rennes;Rennes;4;Rennes;101;;;;;;;;x
PROV102;Penthievre;Penthièvre;Penthievre;4;Penthievre;102;;;;;;;;x
PROV103;Léon;Léon;Léon;4;Léon;103;;;;;;;;x
PROV104;Cornouaille;Cornouaille;Cornouaille;4;Cornualles;104;;;;;;;;x
PROV105;Vannes;Vannes;Vannes;4;Vannes;105;;;;;;;;x
PROV106;Nantes;Nantes;Nantes;4;Nantes;106;;;;;;;;x
PROV107;Anjou;Anjou;Anjou;4;Anjou;107;;;;;;;;x
PROV108;Maine;Maine;Maine;4;Maine;108;;;;;;;;x
PROV109;Vendôme;Vendôme;Vendôme;4;Vendôme;109;;;;;;;;x
PROV110;Blois;Blois;Blois;4;Blois;110;;;;;;;;x
PROV111;Chartres;Chartres;Chartres;4;Chartres;111;;;;;;;;x
PROV112;Paris;Paris;Paris;4;París;112;;;;;;;;x
PROV113;Vermandois;Vermandois;Vermandois;4;Vermandois;113;;;;;;;;x
PROV114;Reims;Champagne;Reims;4;Reims;114;;;;;;;;x
PROV115;Luxembourg;Luxembourg;Luxembourg;4;Luxemburgo;115;;;;;;;;x
PROV116;Liege;Liège;Lüttich;4;Lieja;116;;;;;;;;x
PROV117;Brabant;Brabant;Brabant;4;Brabante;117;;;;;;;;x
PROV118;Trier;Trèves;Trier;4;Tréveris;118;;;;;;;;x
PROV119;Köln;Cologne;Köln;4;Colonia;119;;;;;;;;x
PROV120;Göttingen;Göttingen;Göttingen;4;Göttingen;120;;;;;;;;x
PROV121;Nassau;Nassau;Nassau;4;Nasáu;121;;;;;;;;x
PROV122;Leiningen;Leiningen;Leiningen;4;Leiningen;122;;;;;;;;x
PROV123;Mainz;Mayence;Mainz;4;Maguncia;123;;;;;;;;x
PROV124;Pfalz;Palatinat;Pfalz;4;El Palatinado;124;;;;;;;;x
PROV125;Baden;Baden;Baden;4;Baden;125;;;;;;;;x
PROV126;Nordgau;Nordgau;Nordgau;4;Nordgau;126;;;;;;;;x
PROV127;Lorraine;Lorraine;Lorraine;4;Lorena;127;;;;;;;;x
PROV128;Metz;Metz;Metz;4;Metz;128;;;;;;;;x
PROV129;Verdun;Verdun;Verdun;4;Verdún;129;;;;;;;;x
PROV130;Troyes;Troyes;Troyes;4;Troyes;130;;;;;;;;x
PROV131;Sens;Sens;Sens;4;Sens;131;;;;;;;;x
PROV132;Auxerre;Auxerre;Auxerre;4;Auxerre;132;;;;;;;;x
PROV133;Saintois;Saintois;Saintois;4;Saintois;133;;;;;;;;x
PROV134;Sundgau;Sundgau;Sundgau;4;Sundgau;134;;;;;;;;x
PROV135;Bourgogne;Bourgogne;Bourgogne;4;Borgoña;135;;;;;;;;x
PROV136;Dijon;Dijon;Dijon;4;Dijon;136;;;;;;;;x
PROV137;Nevers;Nevers;Nevers;4;Nevers;137;;;;;;;;x
PROV138;Orléans;Orléans;Orléans;4;Orléans;138;;;;;;;;x
PROV139;Bourges;Berry;Bourges;4;Bourges;139;;;;;;;;x
PROV140;Tours;Touraine;Tours;4;Tours;140;;;;;;;;x
PROV141;Poitiers;Poitou;Poitiers;4;Poitiers;141;;;;;;;;x
PROV142;Thouars;Thouars;Thouars;4;Thouars;142;;;;;;;;x
PROV143;Saintonge;Saintonge;Saintonge;4;Saintonge;143;;;;;;;;x
PROV144;Lusignan;Lusignan;Lusignan;4;Lusignan;144;;;;;;;;x
PROV145;La Marche;La Marche;La Marche;4;La Marche;145;;;;;;;;x
PROV146;Bourbon;Bourbon;Bourbon;4;Bourbon;146;;;;;;;;x
PROV147;Limousin;Limousin;Limousin;4;Lemosín;147;;;;;;;;x
PROV148;Angoulême;Angoulême;Angoulême;4;Angulema;148;;;;;;;;x
PROV149;Bordeaux;Guyenne;Bordeaux;4;Burdeos;149;;;;;;;;x
PROV150;Marsan;Albret;Marsan;4;Marsan;150;;;;;;;;x
PROV151;Dax;Lahourd;Dax;4;Dax;151;;;;;;;;x
PROV152;Navarra;Navarre;Navarra;4;Navarra;152;;;;;;;;x
PROV153;Viscaya;Biscaye;Viscaya;4;Vizcaya;153;;;;;;;;x
PROV154;Asturias de Santillana;Asturies;Asturias de Santillana;4;Asturias de Santillana;154;;;;;;;;x
PROV155;Asturias de Oviedo;Oviedo;Asturias de Oviedo;4;Asturias de Oviedo;155;;;;;;;;x
PROV156;Coruña;La Corogne;Coruña;4;La Coruña;156;;;;;;;;x
PROV157;Santiago;Compostelle;Santiago;4;Santiago;157;;;;;;;;x
PROV158;Porto;Porto;Porto;4;Oporto;158;;;;;;;;x
PROV159;Coimbra;Coïmbra;Coimbra;4;Coimbra;159;;;;;;;;x
PROV160;Lisboa;Lisbonne;Lisboa;4;Lisboa;160;;;;;;;;x
PROV161;Alcácer do Sal;Alcácer do Sal;Alcácer do Sal;4;Alcácer do Sal;161;;;;;;;;x
PROV162;Silves;Silves;Silves;4;Silves;162;;;;;;;;x
PROV163;Faro;Faro;Faro;4;Faro;163;;;;;;;;x
PROV164;Niebla;Niebla;Niebla;4;Niebla;164;;;;;;;;x
PROV165;Cadiz;Cadix;Cadiz;4;Cádiz;165;;;;;;;;x
PROV166;Algeciras;Algésiras;Algeciras;4;Algeciras;166;;;;;;;;x
PROV167;Malaga;Málaga;Malaga;4;Málaga;167;;;;;;;;x
PROV168;Almeria;Alméria;Almeria;4;Almería;168;;;;;;;;x
PROV169;Murcia;Murcie;Murcia;4;Murcia;169;;;;;;;;x
PROV170;Denia;Dénia;Denia;4;Denia;170;;;;;;;;x
PROV171;Valencia;Valence;Valencia;4;Valencia;171;;;;;;;;x
PROV172;Castellon;Castellon;Castellon;4;Castellón;172;;;;;;;;x
PROV173;Tarragona;Tarragone;Tarragona;4;Tarragona;173;;;;;;;;x
PROV174;Albarracin;Albarracin;Albarracin;4;Albarracín;174;;;;;;;;x
PROV175;Calatayud;Calatayud;Calatayud;4;Calatayud;175;;;;;;;;x
PROV176;Molina;Molina;Molina;4;Molina;176;;;;;;;;x
PROV177;Cuenca;Cuenca;Cuenca;4;Cuenca;177;;;;;;;;x
PROV178;La Mancha;La Mancha;La Mancha;4;La Mancha;178;;;;;;;;x
PROV179;Almansa;Almansa;Almansa;4;Almansa;179;;;;;;;;x
PROV180;Granada;Grenade;Granada;4;Granada;180;;;;;;;;x
PROV181;Cordoba;Cordoue;Cordoba;4;Córdoba;181;;;;;;;;x
PROV182;Seville;Séville;Sevilla;4;Sevilla;182;;;;;;;;x
PROV183;Aracena;Aracena;Aracena;4;Aracena;183;;;;;;;;x
PROV184;Badajoz;Badajoz;Badajoz;4;Badajoz;184;;;;;;;;x
PROV185;Mértola;Mértola;Mértola;4;Mértola;185;;;;;;;;x
PROV186;Évora;Évora;Évora;4;Évora;186;;;;;;;;x
PROV187;Castelo Branco;Castelo Branco;Castelo Branco;4;Castelo Branco;187;;;;;;;;x
PROV188;Bragança;Bragance;Bragança;4;Braganza;188;;;;;;;;x
PROV189;Astorga;Astorga;Astorga;4;Astorga;189;;;;;;;;x
PROV190;León;León;Leon;4;León;190;;;;;;;;x
PROV191;Zamora;Zamora;Zamora;4;Zamora;191;;;;;;;;x
PROV192;Salamanca;Salamanque;Salamanca;4;Salamanca;192;;;;;;;;x
PROV193;Alcantara;Alcantara;Alcantara;4;Alcántara;193;;;;;;;;x
PROV194;Plasencia;Plasence;Plasencia;4;Plasencia;194;;;;;;;;x
PROV195;Caceres;Cacéres;Caceres;4;Cáceres;195;;;;;;;;x
PROV196;Calatrava;Calatrava;Calatrava;4;Calatrava;196;;;;;;;;x
PROV197;Toledo;Tolède;Toledo;4;Toledo;197;;;;;;;;x
PROV198;Valladolid;Valladolid;Valladolid;4;Valladolid;198;;;;;;;;x
PROV199;Burgos;Burgos;Burgos;4;Burgos;199;;;;;;;;x
PROV200;Soria;Soria;Soria;4;Soria;200;;;;;;;;x
PROV201;Nájera;Nájera;Nájera;4;Nájera;201;;;;;;;;x
PROV202;Zaragoza;Saragosse;Saragossa;4;Zaragoza;202;;;;;;;;x
PROV203;Lleida;Lérida;Lleida;4;Lérida;203;;;;;;;;x
PROV204;Barcelona;Barcelone;Barcelona;4;Barcelona;204;;;;;;;;x
PROV205;Empuries;Empuries;Empuries;4;Empúries;205;;;;;;;;x
PROV206;Urgell;Urgell;Urgell;4;Urgel;206;;;;;;;;x
PROV207;Alto Aragón;Haut-Aragón;Alto Aragón;4;Alto Aragón;207;;;;;;;;x
PROV208;Béarn;Béarn;Béarn;4;Bearn;208;;;;;;;;x
PROV209;Armagnac;Armagnac;Armagnac;4;Armagnac;209;;;;;;;;x
PROV210;Foix;Foix;Foix;4;Foix;210;;;;;;;;x
PROV211;Rosello;Roussillon;Rosello;4;Rosellò;211;;;;;;;;x
PROV212;Narbonne;Narbonne;Narbonne;4;Narbona;212;;;;;;;;x
PROV213;Carcassonne;Carcassonne;Carcassonne;4;Carcasona;213;;;;;;;;x
PROV214;Toulouse;Toulouse;Toulouse;4;Toulouse;214;;;;;;;;x
PROV215;Agen;Agen;Agen;4;Agen;215;;;;;;;;x
PROV216;Périgord;Périgord;Périgord;4;Périgord;216;;;;;;;;x
PROV217;Auvergne;Auvergne;Auvergne;4;Auvernia;217;;;;;;;;x
PROV218;Rouergue;Rouergue;Rouergue;4;Rouergue;218;;;;;;;;x
PROV219;Gévaudan;Gévaudan;Gévaudan;4;Gévaudan;219;;;;;;;;x
PROV220;Melgueil;Nîmes;Melgueil;4;Melgueil;220;;;;;;;;x
PROV221;Provence;Provence;Provence;4;Provenza;221;;;;;;;;x
PROV222;Venaissin;Venaissin;Venaissin;4;Venaissin;222;;;;;;;;x
PROV223;Vivarais;Vivarais;Vivarais;4;Vivarais;223;;;;;;;;x
PROV224;Forez;Forez;Forez;4;Forez;224;;;;;;;;x
PROV225;Mâcon;Mâcon;Mâcon;4;Mâcon;225;;;;;;;;x
PROV226;Charolais;Charolais;Charolais;4;Charolais;226;;;;;;;;x
PROV227;Lyon;Lyon;Lyon;4;Lyon;227;;;;;;;;x
PROV228;Vienne;Vienne;Vienne;4;Viena;228;;;;;;;;x
PROV229;Forcalquier;Forcalquier;Forcalquier;4;Forcalquier;229;;;;;;;;x
PROV230;Nice;Nice;Nice;4;Niza;230;;;;;;;;x
PROV231;Saluzzo;Saluces;Saluzzo;4;Saluzzo;231;;;;;;;;x
PROV232;Monferrato;Montferrat;Monferrato;4;Monferrato;232;;;;;;;;x
PROV233;Genoa;Gènes;Genua;4;Génova;233;;;;;;;;x
PROV234;Pavia;Pavie;Pavia;4;Pavia;234;;;;;;;;x
PROV235;Lombardy;Lombardie;Lombardei;4;Lombardía;235;;;;;;;;x
PROV236;Piemonte;Piemont;Piemont;4;Piemonte;236;;;;;;;;x
PROV237;Savoy;Savoie;Savoyen;4;Saboya;237;;;;;;;;x
PROV238;Valais;Valais;Valais;4;Valais;238;;;;;;;;x
PROV239;Genève;Genève;Genf;4;Ginebra;239;;;;;;;;x
PROV240;Chalons;Châlons;Chalons;4;Chalons;240;;;;;;;;x
PROV241;Neuchatel;Neuchâtel;Neuchatel;4;Neuchatel;241;;;;;;;;x
PROV242;Aargau;Argovie;Aargau;4;Aargau;242;;;;;;;;x
PROV243;Orvieto;Orvieto;Orvieto;4;Orvieto;243;;;;;;;;x
PROV244;Bern;Berne;Bern;4;Berna;244;;;;;;;;x
PROV245;Schwyz;Schwyz;Schwyz;4;Schwyz;245;;;;;;;;x
PROV246;Grisons;Rhétie;Grisons;4;Grisons;246;;;;;;;;x
PROV247;Chur;Coire;Chur;4;Coira;247;;;;;;;;x
PROV248;St. Gallen;Saint Gall;St. Gallen;4;San Galo;248;;;;;;;;x
PROV249;Schwaben;Souabe;Schwaben;4;Schwaben;249;;;;;;;;x
PROV250;Breisgau;Brisgau;Breisgau;4;Friburgo de Brisgovia;250;;;;;;;;x
PROV251;Fürstenberg;Fürstenberg;Fürstenberg;4;Fürstenberg;251;;;;;;;;x
PROV252;Ulm;Ulm;Ulm;4;Ulm;252;;;;;;;;x
PROV253;Württemberg;Wurtemberg;Württemberg;4;Württemberg;253;;;;;;;;x
PROV254;Würzburg;Wurtzbourg;Würzburg;4;Würzburgo;254;;;;;;;;x
PROV255;Thüringen;Thuringe;Thüringen;4;Thüringen;255;;;;;;;;x
PROV256;Weimar;Weimar;Weimar;4;Weimar;256;;;;;;;;x
PROV257;Braunschweig;Brunswick;Braunschweig;4;Brunswick;257;;;;;;;;x
PROV258;Lüneburg;Lunebourg;Lüneburg;4;Luneburgo;258;;;;;;;;x
PROV259;Celle;Celle;Celle;4;Celle;259;;;;;;;;x
PROV260;Mecklenburg;Mecklenbourg;Mecklenburg;4;Mecklemburgo;260;;;;;;;;x
PROV261;Hamburg;Hambourg;Hamburg;4;Hamburgo;261;;;;;;;;x
PROV262;Lübeck;Lübeck;Lübeck;4;Lubeca;262;;;;;;;;x
PROV263;Holstein;Holstein;Holstein;4;Holstein;263;;;;;;;;x
PROV264;Slesvig;Schleswig;Schleswig;4;Slesvig;264;;;;;;;;x
PROV265;Fyn;Fionie;Fyn;4;Fionia;265;;;;;;;;x
PROV266;Sjælland;Seeland;Sjælland;4;Selandia;266;;;;;;;;x
PROV267;Jylland;Jutland;Jylland;4;Jylland;267;;;;;;;;x
PROV268;Agder;Agder;Agder;4;Agder;268;;;;;;;;x
PROV269;Rogaland;Rogaland;Rogaland;4;Rogaland;269;;;;;;;;x
PROV270;Telemark;Telemark;Telemark;4;Telemark;270;;;;;;;;x
PROV271;Vestfold;Vestfold;Vestfold;4;Vestfold;271;;;;;;;;x
PROV272;Akershus;Akershus;Akershus;4;Akershus;272;;;;;;;;x
PROV273;Oppland;Oppland;Oppland;4;Oppland;273;;;;;;;;x
PROV274;Bergenshus;Bergenhus;Bergenshus;4;Bergenshus;274;;;;;;;;x
PROV275;Trøndelag;Trøndelag;Trøndelag;4;Trøndelag;275;;;;;;;;x
PROV276;Hedmark;Hedmark;Hedmark;4;Hedmark;276;;;;;;;;x
PROV277;Naumadal;Namdale;Naumadal;4;Naumadal;277;;;;;;;;x
PROV278;Hålogaland;Hålogaland;Hålogaland;4;Hålogaland;278;;;;;;;;x
PROV279;Lappland;Laponie;Lappland;4;Laponia;279;;;;;;;;x
PROV280;Västerbotten;Västerbotten;Västerbotten;4;Vestrobothnia;280;;;;;;;;x
PROV281;Ångermanland;Ångermanland;Ångermanland;4;Angermannia;281;;;;;;;;x
PROV282;Jämtland;Jämtland;Jämtland;4;Jemtia;282;;;;;;;;x
PROV283;Medelpad;Medelpad;Medelpad;4;Medelpad;283;;;;;;;;x
PROV284;Herjedalen;Härjedalen;Herjedalen;4;Herjedalen;284;;;;;;;;x
PROV285;Hälsingland;Hälsingland;Hälsingland;4;Helsingia;285;;;;;;;;x
PROV286;Gästrikland;Gästrikland;Gästrikland;4;Gästrikland;286;;;;;;;;x
PROV287;Järnbäraland;Järnbäraland;Järnbäraland;4;Järnbäraland;287;;;;;;;;x
PROV288;Värmland;Värmland;Värmland;4;Värmland;288;;;;;;;;x
PROV289;Västmanland;Västmanland;Västmanland;4;Vestmania;289;;;;;;;;x
PROV290;Uppland;Uppland;Uppland;4;Uplandia;290;;;;;;;;x
PROV291;Åland;Åland;Åland;4;Alandia;291;;;;;;;;x
PROV292;Södermanland;Södermanland;Södermanland;4;Södermanland;292;;;;;;;;x
PROV293;Östergötland;Östergötland;Östergötland;4;Östergötland;293;;;;;;;;x
PROV294;Närke;Närke;Närke;4;Närke;294;;;;;;;;x
PROV295;Dal;Dal;Dal;4;Dal;295;;;;;;;;x
PROV296;Viken;Viken;Viken;4;Viken;296;;;;;;;;x
PROV297;Västergötland;Västergötland;Västergötland;4;Westtrogothia;297;;;;;;;;x
PROV298;Värend;Värend;Värend;4;Värend;298;;;;;;;;x
PROV299;Farrah;Farah;Farrah;4;Farrah;299;;;;;;;;x
PROV300;Öland;Öland;Öland;4;Öland;300;;;;;;;;x
PROV301;Gotland;Gotland;Gotland;4;Gotland;301;;;;;;;;x
PROV302;Halland;Halland;Halland;4;Halland;302;;;;;;;;x
PROV303;Skåne;Scanie;Skåne;4;Escania;303;;;;;;;;x
PROV304;Rügen;Rügen;Rügen;4;Rügen;304;;;;;;;;x
PROV305;Bornholm;Bornholm;Bornholm;4;Bornholm;305;;;;;;;;x
PROV306;Rostock;Rostock;Rostock;4;Rostock;306;;;;;;;;x
PROV307;Werle;Werle;Werle;4;Werle;307;;;;;;;;x
PROV308;Wolgast;Wolgast;Wolgast;4;Wolgast;308;;;;;;;;x
PROV309;Altmark;Altmark;Altmark;4;Altmark;309;;;;;;;;x
PROV310;Anhalt;Anhalt;Anhalt;4;Anhalt;310;;;;;;;;x
PROV311;Plauen;Plauen;Plauen;4;Plauen;311;;;;;;;;x
PROV312;Meissen;Meissen;Meißen;4;Meissen;312;;;;;;;;x
PROV313;Bamberg;Bamberg;Bamberg;4;Bamberg;313;;;;;;;;x
PROV314;Nürnberg;Nuremberg;Nürnberg;4;Nuremberg;314;;;;;;;;x
PROV315;Kempten;Kempten;Kempten;4;Kempten;315;;;;;;;;x
PROV316;Tirol;Tyrol;Tirol;4;Tirol;316;;;;;;;;x
PROV317;Trent;Trente;Trent;4;Trento;317;;;;;;;;x
PROV318;Brescia;Brescia;Brescia;4;Brescia;318;;;;;;;;x
PROV319;Verona;Vérone;Verona;4;Verona;319;;;;;;;;x
PROV320;Cremona;Crémone;Cremona;4;Cremona;320;;;;;;;;x
PROV321;Parma;Parme;Parma;4;Parma;321;;;;;;;;x
PROV322;Modena;Modène;Modena;4;Módena;322;;;;;;;;x
PROV323;Lucca;Lucques;Lucca;4;Lucca;323;;;;;;;;x
PROV324;Corsica;Corse;Korsika;4;Corsica;324;;;;;;;;x
PROV325;Arborea;Arborea;Arborea;4;Arbórea;325;;;;;;;;x
PROV326;Cagliari;Cagliari;Cagliari;4;Cagliari;326;;;;;;;;x
PROV327;Pisa;Pise;Pisa;4;Pisa;327;;;;;;;;x
PROV328;Firenze;Florence;Florenz;4;Florencia;328;;;;;;;;x
PROV329;Urbino;Urbino;Urbino;4;Urbino;329;;;;;;;;x
PROV330;Siena;Sienne;Siena;4;Siena;330;;;;;;;;x
PROV331;Piombino;Piombino;Piombino;4;Piombino;331;;;;;;;;x
PROV332;Orbetello;Orbetello;Orbetello;4;Orbetello;332;;;;;;;;x
PROV333;Rome;Rome;Rom;4;Roma;333;;;;;;;;x
PROV334;Napoli;Naples;Neapel;4;Nápoles;334;;;;;;;;x
PROV335;Benevento;Bénévent;Benevento;4;Benevento;335;;;;;;;;x
PROV336;Salerno;Salerne;Salerno;4;Salerno;336;;;;;;;;x
PROV337;Catanzaro;Catanzaro;Catanzaro;4;Catanzaro;337;;;;;;;;x
PROV338;Reggio;Reggio;Reggio;4;Reggio;338;;;;;;;;x
PROV339;Messina;Messine;Messina;4;Mesina;339;;;;;;;;x
PROV340;Palermo;Palerme;Palermo;4;Palermo;340;;;;;;;;x
PROV341;Trapani;Trapani;Trapani;4;Trapani;341;;;;;;;;x
PROV343;Siracusa;Syracuse;Siracusa;4;Siracusa;343;;;;;;;;x
PROV344;Taranto;Tarente;Tarent;4;Tarento;344;;;;;;;;x
PROV345;Lecce;Lecce;Lecce;4;Lecce;345;;;;;;;;x
PROV346;Bari;Bari;Bari;4;Bari;346;;;;;;;;x
PROV347;Apulia;Apulie;Apulien;4;Apulia;347;;;;;;;;x
PROV348;Foggia;Foggia;Foggia;4;Foggia;348;;;;;;;;x
PROV349;Spoleto;Spolète;Spoleto;4;Spoleto;349;;;;;;;;x
PROV350;Ancona;Ancône;Ancona;4;Ancona;350;;;;;;;;x
PROV351;Ravenna;Ravenne;Ravenna;4;Rávena;351;;;;;;;;x
PROV352;Bologna;Bologne;Bologna;4;Bolonia;352;;;;;;;;x
