#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
#b_agricento;Agricento;Agrigente;Agricento;;Agricento;;;;;;;;;x;
#b_amalfi;Amalfi;Amalfi;Amalfi;;Amalfi;;;;;;;;;x;
#b_augsburg;Augsberg;Augsberg;Augsburg;;Augsberg;;;;;;;;;x;
#b_cueta;Cueta;Ceuta;Cueta;;Cuetano;;;;;;;;;x;
#b_gamakh;gamakh;Gamakh;Gamakh;;gamakh;;;;;;;;;x;
#b_harib;harib;Harib;Harib;;harib;;;;;;;;;x;
#b_hyrynsalmi;Hyrynsalmi;Hyrynsalmi;Hyrynsalmi;;Hyrynsalmi;;;;;;;;;x;
#b_jormua;Jormua;Jormua;Jormua;;Jormua;;;;;;;;;x;
#b_kairy;kairy;Kairy;kairy;;kairy;;;;;;;;;x;
#b_kajaani;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x;
#b_katzenstein;Katzenstein;Katzenstein;Katzenstein;;Katzenstein;;;;;;;;;x;
#b_kaufbeuren;kaufbeuren;Kaufbeuren;Kaufbeuren;;kaufbeuren;;;;;;;;;x;
#b_kuhmo;Kuhmo;Kuhmo;Kuhmo;;Kuhmo;;;;;;;;;x;
#b_ltava;ltava;Ltava;ltawa;;ltava;;;;;;;;;x;
#b_lvov;Lvov;Lvov;Lwow;;Lvov;;;;;;;;;x;
#b_mecklemburg;Mecklemburg;Mecklembourg;Mecklenburg;;Mecklemburgo;;;;;;;;;x;
#b_oujda;oujda;Oujda;Oujda;;Uchda;;;;;;;;;x;
#b_paltamo;Paltamo;Paltamo;Paltamo;;Paltamo;;;;;;;;;x;
#b_parthenay;parhenay;Parthenay;Parhenay;;parhenay;;;;;;;;;x;
#b_puolanka;Puolanka;Puolanka;Puolanka;;Puolanka;;;;;;;;;x;
#b_ranua;Ranua;Ranua;Ranua;;Ranua;;;;;;;;;x;
#b_suomussalmi;Suomussalmi;Suomussalmi;Suomussalmi;;Suomussalmi;;;;;;;;;x;
#b_szczyrzycz;Szczyrzycz;Szczyrzyc;Szczyrzyc;;Szczyrzycz;;;;;;;;;x;
#c_agrigento_adj;Agrigentian;Agrigentine;Agrigentischer;;Agrigentino;;;;;;;;;x;
#c_aukshayts_adj;Aukshaytsian;Aukshaytsiane;Aukshaytsischer;;Aukshaytsianés;;;;;;;;;x;
#c_avhaz_adj;Avhazian;Avhazienne;Avhazian;;Avhazianés;;;;;;;;;x;
#c_carcassonne_adj;Carcassonnianj;Carcassonnaise;Carcassonner;;Carcasonense;;;;;;;;;x;
#c_euphrates_adj;Euphratian;Euphratienne;Euphratischer;;Eufrateño;;;;;;;;;x;
#c_grassland_cheremisa_adj;Grassland Cheremisian;Cheremis Des Prairies;Cheremisa-Grasland;;Cheremisianés;;;;;;;;;x;
#c_ifni_adj;Ifnian;Ifnienne;Ifnischer;;Ifneño;;;;;;;;;x;
#c_jacwiez_adj;Jacwiezian;Jacwiezienne;Jacwiezischer;;Jacwiezianés;;;;;;;;;x;
#c_kajaneborg_adj;Kajaneborgian;Kajaneborgienne;Kajaneborgischer;;Kajaneborgianense;;;;;;;;;x;
#c_mecklemburg_adj;Mecklemburgian;Mecklembourgeoise;Mecklenburgischer;;Mecklemburgués;;;;;;;;;x;
#c_mesopotamia_adj;Mesopotamian;Mésopotamienne;Mesopotamischer;;Mesopotámico;;;;;;;;;x;
#c_mountain_cheremisa_adj;Mountain Cheremisian;Cheremis Des Montagnes;Cheremisa-Gebirge;;Montaña Cheremia;;;;;;;;;x;
#c_orava_adj;Oravian;Oravienne;Oraver;;Oravanés;;;;;;;;;x;
#c_saris_adj;Sarisian;Sarisienne;Sarisischer;;Sarisiano;;;;;;;;;x;
#c_sudovia_adj;Sudovian;Sudovienne;Sudovian;;Sudovianés;;;;;;;;;x;
#c_syria_adj;Syrian;Syrienne;Syrischer;;Sirio;;;;;;;;;x;
#c_tadmor_adj;Tadmorian;Tadmoriane;Tadmorischer;;Tadmoriano;;;;;;;;;x;
#c_tharasset_adj;Tharassetian;Tharassetienne;Tharasseter;;Tharassetano;;;;;;;;;x;
#d_amman;Damman;Damman;Damman;;Damaní;;;;;;;;;x;
#d_amman_adj;Dammani;Dammani;Dammaner;;Damaní;;;;;;;;;x;
#d_aquitaine_adj;Aquitainian;Aquitaine;Aquitainer;;Aquitainiano;;;;;;;;;x;
#d_austria;Austria;Autriche;Österreich;;Austria;;;;;;;;;x;
#d_austria_adj;Austrian;Autrichienne;Österreichischer;;Austriaca;;;;;;;;;x;
#d_mazandaran_adj;Tabaristani;Tabaristanaise;Tabaristanischer;;Tabaristaní;;;;;;;;;x;
#d_mecklemburg;Mecklemburg;Mecklembourg;Mecklenburg;;Mecklemburgo;;;;;;;;;x;
#d_mecklemburg_adj;Mecklemburgian;Mecklembourgeoise;Mecklenburgischer;;Mecklemburgués;;;;;;;;;x;
#d_novgorod-seversk;Novgorod-Seversk;Novgorod-Seversky;Nowgorod-Sewersk;;Novgorod-Seversk;;;;;;;;;x;
#d_novgorod-seversk_adj;Novgorod-Severskian;Novgorod-Severskienne;Nowgorod-Sewerskischer;;Novgorodserverskianés;;;;;;;;;x;
#d_pommerania;Pommerania;Poméranie;Pommern;;Pomerania;;;;;;;;;x;
#d_pommerania_adj;Pommeranian;Poméranienne;Pommerscher;;Pomerano;;;;;;;;;x;
b_agareb;Agareb;Agareb;Agareb;;Agareb;;;;;;;;;x;
b_agde;Agde;Agde;Agde;;Agde;;;;;;;;;x;
b_agelen;Agelen;Agelen;Agelen;;Agelen;;;;;;;;;x;
b_agelinde;Agelinde;Agelinde;Agelinde;;Agelinde;;;;;;;;;x;
b_agen;Agen;Agen;Agen;;Agen;;;;;;;;;x;
b_aghaboe;Aghaboe;Aghaboe;Aghaboe;;Aghaboe;;;;;;;;;x;
b_aghata;Aghata;;;;;;;;;;;;;x;
b_aghir;Aghir;Aghir;Aghir;;Aghir;;;;;;;;;x;
b_aghtamar;Agh'tamar;Aghtamar;Agh'tamar;;Agh'tamar;;;;;;;;;x;
b_agiasos;Agiasos;Agiasos;Agiasos;;Agiasos;;;;;;;;;x;
b_agiosnikolaos;Agios Nikolaos;Agios Nikolaos;Agios Nikolaos;;Agios Nikolaos;;;;;;;;;x;
b_agmahl;Agmahl;;;;;;;;;;;;;x;
b_agnanta;Agnanta;Agnanta;Agnanta;;Agnanta;;;;;;;;;x;
b_agouidir;Agouidir;Agouidir;Agouidir;;Agouidir;;;;;;;;;x;
b_agra;Agra;;;;;;;;;;;;;x;
b_agramunt;Agramunt;Agramunt;Agramunt;;Agramunt;;;;;;;;;x;
b_agricento;Girgenti;Girgenti;Girgenti;;Agrigento;;;;;;;;;x;
b_agridi;Agridi;Agridi;Agridi;;Agridi;;;;;;;;;x;
b_agroha;Agroha;;;;;;;;;;;;;x;
b_agropoli;Agropoli;Agropoli;Agropoli;;Agropoli;;;;;;;;;x;
b_agruda;Agruda;Agruda;Agruda;;Agruda;;;;;;;;;x;
b_aguedal;Aguedal;Aguedal;Aguedal;;Aguedal;;;;;;;;;x;
b_aguilardecampo;Aguilar de Campo;Aguilar de Campo;Aguilar de Campo;;Aguilar de Campoo;;;;;;;;;x;
b_agurto;Agurto;Agurto;Agurto;;Agurto;;;;;;;;;x;
b_ahar;Ahar;Ahar;Ahar;;Ahar;;;;;;;;;x;
b_aharji;Aharji;;;;;;;;;;;;;x;
b_ahemakha;Shemakha;Shemakha;Shemakha;;Shemakha;;;;;;;;;x;
b_ahfir;Ahfir;Ahfir;Ahfir;;Ahfir;;;;;;;;;x;
b_ahichatra;Ahichatra;;;;;;;;;;;;;x;
b_ahichhatrapur;Ahichhatrapur;;;;;;;;;;;;;x;
b_ahlen;Ahlen;Ahlen;Ahlen;;Ahlen;;;;;;;;;x;
b_ahmadabad;Ahmadabad;Ahmedabad;Ahmadabad;;Ahmadabad;;;;;;;;;x;
b_ahmednagar;Ahmednagar;;;;;;;;;;;;;x;
b_ahobalam;Ahobalam;;;;;;;;;;;;;x;
b_ahrensberg;Ahrensberg;Ahrensberg;Ahrensberg;;Ahrensberg;;;;;;;;;x;
b_ahvaz;Ahvaz;Ahvaz;Ahvaz;;Ahvaz;;;;;;;;;x;
b_aibak;Aibak;;;;;;;;;;;;;x;
b_aigle;Aigle;Aigle;Aigle;;Aigle;;;;;;;;;x;
b_aiguesmortes;Aigues-Mortes;Aigues-Mortes;Aigues-Mortes;;Aigues-Mortes;;;;;;;;;x;
b_aihole;Aihole;;;;;;;;;;;;;x;
b_aileach;Aileach;Aileach;Aileach;;Aileach;;;;;;;;;x;
b_ainaltamur;Ain Al-Tamur;Ain Al-Tamur;Ain Al-Tamur;;Ain Al-Tamur;;;;;;;;;x;
b_ainbenamar;Ain Ben Amar;Aïn Ben Amar;Ain Ben Amar;;Ain Ben Amar;;;;;;;;;x;
b_ainbenimathar;Ain Beni Mathar;Aïn Beni Mathar;Ain Beni Mathar;;Ain Beni Mathar;;;;;;;;;x;
b_aindefla;Aïn Defla;Aïn Defla;Aïn Defla;;Aïn Defla;;;;;;;;;x;
b_ainechchair;Ain ech Chair;Ain Ech Chair;Ain ech Chair;;Ain ech Chair;;;;;;;;;x;
b_ainelberd;Ain-el-Berd;Aïn El Berd;Ain-el-Berd;;Ain-el-Berd;;;;;;;;;x;
b_ainos;Ainos;Aïnos;Ainos;;Ainos;;;;;;;;;x;
b_ainrich;Aïn Rich;Aïn Rich;Aïn Rich;;Aïn Rich;;;;;;;;;x;
b_aintab;Aintab;Aintab;Aintab;;Aintab;;;;;;;;;x;
b_aintemouchent;Ain Témoucent;Aïn Temouchent;Ain Témoucent;;Ain Temouchent;;;;;;;;;x;
b_aintorki;Aïn Torki;Aïn Torki;Aïn Torki;;Aïn Torki;;;;;;;;;x;
b_ainzia;Ain Zia;Ain Zia;Ain Zia;;Ain Zia;;;;;;;;;x;
b_ainzmila;Aïn Zmila;Aïn Zmila;Aïn Zmila;;Aïn Zmila;;;;;;;;;x;
b_aire;Aire;Aire;Aire;;Aire;;;;;;;;;x;
b_aitelaouni;Ait el Aouni;Ait El Aouni;Ait el Aouni;;Ait el Aouni;;;;;;;;;x;
b_aivarmalai;Aivarmalai;;;;;;;;;;;;;x;
b_aix;Aix;Aix;Aix;;Aix;;;;;;;;;x;
b_ajaccio;Ajaccio;Ajaccio;Ajaccio;;Ajaccio;;;;;;;;;x;
b_ajaigarh;Ajaigarh;;;;;;;;;;;;;x;
b_ajayameru;Ajayameru;;;;;;;;;;;;;x;
b_ajdabiya;Ajdabiya;Ajdabiya;Adschdabija;;Ajdabiya;;;;;;;;;x;
b_ajim;Ajim;Ajim;Ajim;;Ajim;;;;;;;;;x;
b_ajodhan;Ajodhan;;;;;;;;;;;;;x;
b_akaoudj;Akaoudj;Akaoudj;Akaoudj;;Akaoudj;;;;;;;;;x;
b_akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;x;
b_akbulak;Akbulak;Akbulak;Akbulak;;Akbulak;;;;;;;;;x;
b_akdepe;Akdepe;Akdepe;Akdepe;;Akdepe;;;;;;;;;x;
b_akdzulpas;Ak-Dzulpas;Ak-Dzulpas;Ak-Dsulpas;;Ak-Dzulpas;;;;;;;;;x;
b_akermoud;Akermoud;Akermoud;Akermoud;;Akermoud;;;;;;;;;x;
b_akershus;Akershus;Akershus;Akershus;;Akershus;;;;;;;;;x;
b_akespe;Akespe;Akespe;Akespe;;Akespe;;;;;;;;;x;
b_akhaltsikhe;Akhaltsikhe;Akhaltsikhé;Achalsiche;;Akhaltsikhe;;;;;;;;;x;
b_akhfennir;Akhfennir;Akhfennir;Akhfennir;;Akhfennir;;;;;;;;;x;
b_akhlamad;Akhlamad;Akhlamad;Achlamad;;Akhlamad;;;;;;;;;x;
b_akhlat;Akhlat;Akhlat;Akhlat;;Akhlat;;;;;;;;;x;
b_akhtarsk;Akhtarsk;Akhtarsk;Achtarsk;;Akhtarsk;;;;;;;;;x;
b_akhtuba;Akhtuba;Akhtouba;Achtuba;;Akhtuba;;;;;;;;;x;
b_akhur;Akhur;Akhur;Achur;;Akhur;;;;;;;;;x;
b_akkar;Akkar;Akkar;Akkar;;Akkar;;;;;;;;;x;
b_akkerman;Akkerman;Akkerman;Akkerman;;Akkerman;;;;;;;;;x;
b_akkube;Akkube;Akkube;Akkube;;Akkube;;;;;;;;;x;
b_akkuduk;Ak-Kuduk;Ak-Koudouk;Ak-Kuduk;;Ak-Kuduk;;;;;;;;;x;
