#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#AI_WE_ARE_LOSING;'I'm losing, but won't give up yet...';Je suis en train de perdre, mais je n'ai pas encore abandonné…;Ich unterliege, doch aufgeben werde ich noch nicht…;;Estoy perdiendo, pero no voy a rendirme aún…;;;;;;;;;x
#DECLARE_WAR_INTERACTION_0;Breaking the Truce would cost us §R$PRESTIGE$§! Prestige and lower all [Recipient.Religion.GetGroupName] rulers' opinion of us by §R$OPINION$§!;Rompre la trêve nous coûtera §R$PRESTIGE$§! de prestige et diminuera l’opinion que les souverains [Recipient.Religion.GetGroupName] ont de nous de §R$OPINION$§!;Ein Bruch des Waffenstillstands würde uns §R$PRESTIGE$§! kosten und die Meinung aller [Recipient.Religion.GetGroupName]-Herrscher über uns um §R$OPINION$§! verschlechtern;;Romper la tregua te costará §R$PRESTIGE$§! de Prestigio, y la opinión de todos los soberanos del [Recipient.Religion.GetGroupName] bajará en §R$OPINION$§!.;;;;;;;;;x
AI_WE_ARE_WINNING_BIG;I've already won, give up now and I'll spare your life';J’ai déjà gagné. Si vous vous rendez maintenant, vous aurez la vie sauve.;Ich habe bereits gewonnen. Ergebt Euch sofort, und ich werde Euer Leben verschonen;;Ya he vencido, ríndete y te perdonaré la vida;;;;;;;;;x
AI_WE_ARE_WINNING_SMALL;Things are certainly going my way';Les choses vont dans mon sens.;Es läuft definitiv gut für mich;;Las cosas van como deseo;;;;;;;;;x
AI_WE_HAVE_TOTAL_VICTORY;'I have won a complete victory';J'ai remporté une victoire totale;Ich habe einen Sieg auf ganzer Linie errungen;;He obtenido una victoria rotunda;;;;;;;;;x
AI_WE_HAVE_WON;'I have won the war!';J'ai gagné la guerre !;Ich habe den Krieg gewonnen!;;¡He ganado la guerra!;;;;;;;;;x
AI_WE_WONT_GIVEUP_YET;'I still have untouched armies and holdings';J'ai toujours des armées et places fortes intactes;Ich habe immer noch unberührte Armeen und Liegenschaften;;Todavía me quedan ejércitos y posesiones intactos;;;;;;;;;x
AIREASON_ALL_HELP_IS_APPRECIATED;All help is appreciated;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
ALLIED_WAR_ENDS_LOG;The §Y$WAR$§! has ended: $OUTCOME$;La guerre §Y$WAR$§! a pris fin : $OUTCOME$;Der §Y$WAR$§! Ist vorüber: $OUTCOME$;;La §Y$WAR$§! ha terminado: $OUTCOME$;;;;;;;;;x
ALLIED_WAR_ENDS_OUTCOME_LOSER;§Y$WHO$§! lost!;§Y$WHO$§! a perdu !;§Y$WHO$§! verlor!;;¡§Y$WHO$§! perdió!;;;;;;;;;x
ALLIED_WAR_ENDS_OUTCOME_WHITE;White Peace!;Paix blanche !;Weißer Frieden!;;¡Paz blanca!;;;;;;;;;x
ALLIED_WAR_ENDS_OUTCOME_WINNER;§Y$WHO$§! won!;§Y$WHO$§! a gagné !;§Y$WHO$§! gewann!;;¡§Y$WHO$§! ganó!;;;;;;;;;x
ALLIED_WAR_ENDS_SETUP;A War you were called into ends;Une guerre vous impliquant a pris fin;Ein Krieg, in den Ihr gerufen wurdet, ist vorbei;;Fin de la guerra a la que te han convocado;;;;;;;;;x
bad_succ_law_change;Outraged by Succession Law Change;Scandale face à la nouvelle loi de succession;Schockiert durch Nachfolgerechtsänderung;;Indignado por el cambio en la ley de sucesión;;;;;;;;;x
bid_for_independence_desc;§Y$CLAIMANT$§! can attempt to declare independence from §Y$TARGET$§!;Le(la) §Y$CLAIMANT$§! peut tenter de déclarer son indépendance de : §Y$TARGET$§!;§Y$CLAIMANT$§! kann versuchen, von §Y$TARGET$§! die Unabhängigkeit zu erlangen;;§Y$CLAIMANT$§! puede intentar declarar la independencia de §Y$TARGET$§!;;;;;;;;;x
broke_alliance;Dishonored Alliance;Alliance déshonorée;Entehrtes Bündnis;;Alianza deshonrada;;;;;;;;;x
broke_truce;Broke a Truce;Trêve rompue;Brach einen Waffenstillstand;;Tregua rota;;;;;;;;;x
CB_NAME_CLAIM;Claim [Title.GetBaseName];Revendiquer [Title.GetName];[Title.GetBaseName] beanspruchen;;Reclama [Title.GetBaseName];;;;;;;;;x
CB_NAME_CLAIM_ALL;Press all Claims;Appuyer toute les revendications;Alle Ansprüche vorantreiben;;Instar todas las reclamaciones;;;;;;;;;x
CB_NAME_COASTAL_COUNTY_REPUBLIC;Seize [Title.GetBaseName];S’emparer de [Title.GetName];Erobert [Title.GetBaseName];;Arrasar [Title.GetBaseName];;;;;;;;;x
CB_NAME_COASTAL_REPUBLIC;Seize the City of [Title.GetBaseName];S'emparer de la cité de [Title.GetBaseName];Erobert die Stadt von [Title.GetBaseName];;Arrasar la ciudad de [Title.GetBaseName];;;;;;;;;x
CB_NAME_COUNTY_CONQUEST;Conquest of [Title.GetBaseName];Conquête du titre de [Title.GetBaseName];Die Eroberung von [Title.GetBaseName];;Conquista del [Title.GetBaseName];;;;;;;;;x
CB_NAME_CRUSADE;$HOLY_WAR$ for [Title.GetBaseName];$HOLY_WAR$ pour [Title.GetName];$HOLY_WAR$ um [Title.GetBaseName];;$HOLY_WAR$ por [Title.GetBaseName];;;;;;;;;x
CB_NAME_DEJUREBARONYCLAIM;County Claim on [Title.GetBaseName];Revendication comtale sur [Title.GetName];Gräflicher Anspruch auf [Title.GetBaseName];;Reclamación Condal sobre [Title.GetBaseName];;;;;;;;;x
CB_NAME_DEJURECLAIM;De Jure Claim on [Title.GetBaseName];Revendication de Jure du [Title.GetName];De jure Anspruch auf [Title.GetBaseName];;Reclamar el [Title.GetBaseName] de facto;;;;;;;;;x
CB_NAME_DEPOSE_ANTIPOPE;Depose Antipope;Déposer un antipape.;Déposer un antipape.;;Deponer Antipapa;;;;;;;;;x
CB_NAME_DEPOSE_LIEGE;Depose liege;Renverser le seigneur;Den Lehnsherren absetzen;;Destituir al señor feudal;;;;;;;;;x
CB_NAME_DUCHY_ADVENTURE;Adventurer Conquest of [Title.GetBaseName];Conquête de [Title.GetBaseName] par des aventuriers ;Abenteurer-Eroberung von [Title.GetBaseName];;Conquista Aventurera de [Title.GetBaseName];;;;;;;;;x
CB_NAME_EMBARGO;Embargo;Embargo;Embargo;;Embargo;;;;;;;;;x
CB_NAME_EXCOMMUNICATED_RULER;Excommunicated ruler;Suzerain excommunié;Exkommunizierter Herrscher;;Gobernante excomulgado;;;;;;;;;x
CB_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;Elective Monarchy Succession Law;Imposer la monarchie élective;Imposer l'Élection pour la succession;FAUX;Ley de sucesión por monarquía electiva;;;;;;;;;x
CB_NAME_GAVELKIND_SUCCESSION_LAW;Gavelkind Succession Law;Imposer la Loi salique;Imposer le Partage salique pour la succession;FAUX;Ley de sucesión por herencia a partes iguales;;;;;;;;;x
CB_NAME_HERETIC_UPRISING;[Actor.Religion.GetName] Uprising;Soulèvement [Actor.Religion.GetName];[Actor.Religion.GetName] Aufstand;;Alzamiento de [Actor.Religion.GetName];;;;;;;;;x
CB_NAME_IMPERIAL;Imperial Reconquest of [Title.GetBaseName];Reconquête Impériale de [Title.GetBaseName];Kaiserliche Rückeroberung von [Title.GetBaseName];;Reconquista imperial del [Title.GetBaseName];;;;;;;;;x
CB_NAME_INDEPENDENCE;Independence;Indépendance;Unabhängigkeit;;Independencia;;;;;;;;;x
CB_NAME_INSTALL_ANTIKING;Install Antiking;Installer un antiroi;Installer un roi pro-papal;;Instalar Antirrey;;;;;;;;;x
CB_NAME_INVASION;Invasion of [Title.GetBaseName];Invasion de [Title.GetBaseName];Invasion von [Title.GetBaseName];;Invasión de [Title.GetBaseName];;;;;;;;;x
CB_NAME_LIBERATION_REVOLT;Liberation of [Title.GetBaseName];Libération de [Title.GetBaseName];Befreiung von [Title.GetBaseName];;Liberación de [Title.GetBaseName];;;;;;;;;x
CB_NAME_LOWER_CROWN_AUTHORITY_LAW;Lower Crown Authority;Affaiblir l’autorité de la Couronne;Kronenautorität reduzieren;;Reducir autoridad de la Corona;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
CB_NAME_OVERTHROWRULER_NC;Overthrow Ruler;Renverser le Suzerain;Stürzt den Herrscher;;Derrocar al soberano;;;;;;;;;x
CB_NAME_PAGAN_SUBJUGATION;Subjugation of [Title.GetBaseName];Assujettissement de [Title.GetBaseName];Unterwerfung von [Title.GetBaseName];;Subyugación de [Title.GetBaseName];;;;;;;;;x
CB_NAME_PEASANT_CONQUEST;Peasant Revolt for [Title.GetBaseName];Une révolte de paysans à [Title.GetBaseName];Bauernaufstand für [Title.GetBaseName];;Sublevación de Campesinos para [Title.GetBaseName];;;;;;;;;x
CB_NAME_PRIMOGENITURE_SUCCESSION_LAW;Primogeniture Succession Law;Imposer la Primogéniture pour la succession;Imposer la Primogéniture pour la succession;FAUX;Ley de sucesión por primogenitura;;;;;;;;;x
CB_NAME_RELIGIOUS;Holy War for [Title.GetBaseName];Guerre Sainte en [Title.GetName];Guerre Sainte en [Title.GetName];FAUX;Guerra Santa por [Title.GetBaseName];;;;;;;;;x
CB_NAME_SEIZE_TRADE_POST;Seize [Title.GetBaseName] Trade Post;Saisir le comptoir commercial de [Title.GetBaseName];Beschlagnahmt den [Title.GetBaseName]-Handelsposten;;Apoderarse del Puesto Comercial de [Title.GetBaseName];;;;;;;;;x
CB_NAME_SENIORITY_SUCCESSION_LAW;Seniority Succession Law;Imposer le Séniorat pour la succession;Imposer le Séniorat pour la succession;FAUX;Ley de sucesión por antigüedad;;;;;;;;;x
CB_NAME_SHIA_CALIPHATE_RISING;Shi'a Caliphate Rising in [Title.GetBaseName];Essor du Califat Shi’a à [Title.GetBaseName];Aufstieg des Shi'a-Kalifats in [Title.GetBaseName];;Califato Chií subiendo en [Title.GetBaseName];;;;;;;;;x
CB_NAME_SUCCESSION;Dispute Succession;Querelle de succession;Nachfolge anfechten;;Conflicto en la sucesión;;;;;;;;;x
CB_NAME_VIKING_INVASION;Prepared Invasion of [Title.GetBaseName];Se prépare à envahir [Title.GetBaseName];Vorbereitete Invasion von [Title.GetBaseName] ;;Invasión Preparada de [Title.GetBaseName];;;;;;;;;x
change_feudal_elective_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to feudal elective!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi basée sur la succession élective au(à la) §Y$TITLE$§!;§Y$CLAIMANT$§! kann einen Krieg erklären, um das Nachfolgerecht für den Titel §Y$TITLE$§! auf Feudalwahl zu ändern.;;¡§Y$CLAIMANT$§! puede declarar la guerra para basar la ley de sucesión del §Y$TITLE$§! en el feudalismo electivo!;;;;;;;;;x
change_gavelkind_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to gavelkind!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur le Partage Salique au(à la) §Y$TITLE$§!;§Y$CLAIMANT$§! kann einen Krieg erklären, um das Nachfolgerecht für den Titel §Y$TITLE$§! auf Gavelkind zu ändern.;;¡§Y$CLAIMANT$§! puede declarar la guerra para basar la ley de sucesión del §Y$TITLE$§! en la herencia a partes iguales!;;;;;;;;;x
change_primogeniture_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to primogeniture!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur la primogéniture du §Y$TITLE$§!;§Y$CLAIMANT$§! kann einen Krieg erklären, um das Nachfolgerecht für den Titel §Y$TITLE$§! auf Ältestenrecht zu ändern.;;¡§Y$CLAIMANT$§! puede declarar la guerra para basar la ley de sucesión del §Y$TITLE$§! en la primogenitura!;;;;;;;;;x
change_seniority_succession_law_desc;§Y$CLAIMANT$§! can declare war to change the succession law in the §Y$TITLE$§! to seniority!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour imposer une loi de succession basée sur le séniorat au(à la) §Y$TITLE$§!;§Y$CLAIMANT$§! kann einen Krieg erklären, um das Nachfolgerecht für den Titel §Y$TITLE$§! auf Alter zu ändern.;;¡§Y$CLAIMANT$§! puede declarar la guerra para basar la ley de sucesión del §Y$TITLE$§! en la antigüedad!;;;;;;;;;x
claim_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis-à-vis de §Y$TITLE$§!;§Y$CLAIMANT$§! kann diesen Kriegsgrund benutzen, um den Anspruch auf den Titel §Y$TITLE$§! voranzutreiben;;Este Casus Belli puede ser usado por §Y$CLAIMANT$§! para instar la reclamación de §Y$TITLE$§!;;;;;;;;;x
claim_on_liege_desc;This Casus Belli can be used by §Y$CLAIMANT$§! to press the claim on the §Y$TITLE$§!;Ce casus belli peut être utilisé par le(la) §Y$CLAIMANT$§! pour appuyer sa revendication vis-à-vis de §Y$TITLE$§!;§Y$CLAIMANT$§! kann diesen Kriegsgrund benutzen, um den Anspruch auf den Titel §Y$TITLE$§! voranzutreiben;;Este Casus Belli puede ser usado por §Y$CLAIMANT$§! para instar la reclamación de §Y$TITLE$§!;;;;;;;;;x
CLAIMANT_ADVENTURE;[Root.GetTitledFirstName]'s Host;Ost de [Root.GetTitledFirstName];[Root.GetTitledFirstName]s Gastgeber;;Huésped de [Root.GetTitledFirstName];;;;;;;;;x
claimant_vs_holder;Title Claimant;Prétendant au titre;Titelforderer;;Pretendiente del título;;;;;;;;;x
crusade_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;Le(la) §Y$CLAIMANT$§! peut utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de Jure.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, dem ungläubigen Ziel, §Y$TARGET$§!, sämtliche Titel unter dem de jure-Titel §Y$TITLE$§! abzunehmen.;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure.;;;;;;;;;x
DECADENCE_REVOLT;[Root.PrimaryTitle.GetAdjective] Decadence Revolt;Révolte de décadence [Root.PrimaryTitle.GetAdjective];[Root.PrimaryTitle.GetAdjective] Niedergangs-Revolte;;Revuelta Decadente [Root.PrimaryTitle.GetAdjective];;;;;;;;;x
DECLARE_WAR_INTERACTION_1;You have subjects in §Y[Recipient.GetFirstName]'s§! court. [Recipient.GetSubjectPronounCap] might execute them!;Vous disposez de sujets à la Cour de §Y[Recipient.GetFirstName]§!. [Recipient.GetSubjectPronounCap] pourrait bien les exécuter !;Ihr habt Untertanen am Hof von §Y[Recipient.GetFirstName]§!. [Recipient.GetSubjectPronounCap] könnte sie hinrichten lassen!;;Tienes súbditos en la corte de §Y[Recipient.GetFirstName]. ¡[Recipient.GetSubjectPronounCap] podría ejecutarlos!;;;;;;;;;x
DECLARE_WAR_INTERACTION_2;Attacking an ally would cost us §R$PRESTIGE$§! prestige;Attaquer un allié nous coûterait §R$PRESTIGE$§! de prestige.;Ein Angriff auf einen Verbündeten würde uns §R$PRESTIGE$§! Prestige kosten;;Atacar a un aliado nos costaría §R$PRESTIGE$§! de Prestigio.;;;;;;;;;x
DECLARE_WAR_INTERACTION_5;§RWhile attacking a fellow [Recipient.Religion.GetName] [Recipient.Religion.GetGroupName], we will lose §Y$PIETY$§R Piety per month!§!;§REn attaquant un fidèle [Recipient.Religion.GetName] [Recipient.Religion.GetGroupName], nous perdrons §Y$PIETY$§R points de piété par mois !§!;§Rwährend des Angriffs eines Kameraden [Recipient.Religion.GetName] [Recipient.Religion.GetGroupName], werden wir §Y$PIETY$§R Frömmigkeit pro Monat verlieren!§!;;§RMientras ataquemos a un hermano [Recipient.Religion.GetName] [Recipient.Religion.GetGroupName], perderemos §Y$PIETY$§R de Piedad por mes§!;;;;;;;;;x
DECLARE_WAR_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W has declared $WAR$ on §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W a déclaré la $WAR$ à §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W hat §Y[Recipient.GetBestName]§W den $WAR$ erklärt;;§Y[Actor.GetBestName]§W ha declarado $WAR$ a §Y[Recipient.GetBestName]§W.;;;;;;;;;x
DECLARE_WAR_INTERACTION_ACCEPT_SETUP;Declaration of War;Déclaration de guerre;Kriegserklärung;;Guerra declarada;;;;;;;;;x
DECLARE_WAR_INTERACTION_DESC;Declare War on a character.;Déclarez la guerre à un personnage.;Einem Charakter den Krieg erklären.;;Declara la guerra a un  personaje.;;;;;;;;;x
DECLARE_WAR_INTERACTION_LONG_DESC;War is where men prove their mettle! Just make sure you are ready...;La guerre permet aux hommes de montrer qu’ils sont courageux ! Encore faut-il y être préparé...;Im Krieg stellen Männer ihren Mut unter Beweis! Sorgt nur dafür, dass Ihr vorbereitet seid ...;;¡La guerra es donde los hombres prueban su valía! Procura estar preparado...;;;;;;;;;x
DECLARE_WAR_INTERACTION_TITLE;Declare War;Déclarer la guerre;Krieg erklären;;Declarar guerra;;;;;;;;;x
declared_war;Declared War;Déclaration de guerre;Erklärte Krieg;;Guerra declarada;;;;;;;;;x
dejure_barony_claim_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;§Y$TITLE$§! Ist ein de jure-Vasall von §Y$CLAIMANT$§! - Grund genug für einen Krieg.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;;;;;;;;;x
dejure_county_claim_desc;The §Y$TITLE$§! is, de jure, a vassal of §Y$CLAIMANT$'s§!, which is cause enough for war.;Le §Y$TITLE$§! est, de Jure, un vassal de §Y$CLAIMANT$§!, ce qui constitue un motif de guerre suffisant.;§Y$TITLE$§! Ist ein de jure-Vasall von §Y$CLAIMANT$§! - Grund genug für einen Krieg.;;El §Y$TITLE$§! es, de iure, vasallo de §Y$CLAIMANT$§!, lo cual es motivo suficiente de guerra.;;;;;;;;;x
depose_antipope_desc;This Casus Belli can be used to depose an antipope in another realm.;Ce casus belli peut être utilisé pour déposer l’antipape d’un autre domaine.;Ce casus belli peut être utilisé pour déposer l’antipape d’un autre territoire.;;Este casus belli puede usarse para deponer a un Antipapa en otro reino.;;;;;;;;;x
depose_liege_desc;§Y$CLAIMANT$§! can attempt to depose §Y$TARGET$§! and install §Y$CLAIMANT$§!'s favorite heir;§Y$CLAIMANT$§! peut tenter de renverser §Y$TARGET$§! et de désigner son héritier préféré;§Y$CLAIMANT$§! kann versuchen, §Y$TARGET$§! abzusetzen, und den bevorzugten Erben von §Y$CLAIMANT$§! einzusetzen;;§Y$CLAIMANT$§! puede intentar destituir a §Y$TARGET$§! y proclamar al heredero favorito de §Y$CLAIMANT$§!;;;;;;;;;x
dow_on_son_in_law;Declared War on Son-in-Law;Déclaration de guerre au gendre;Erklärte Krieg gegen Schwiegersohn;;Guerra declarada a yerno;;;;;;;;;x
duchy_adventure_desc;Ambitious characters of noble descent can go off and attempt to seize duchies in foreign lands with a band of adventurers.;D’ambitieux personnages d’origine noble peuvent partir vers des terres étrangères accompagnés d’une bande d’aventuriers dans le but de conquérir des duchés.;Ambitionierte Charaktere von nobler Abstammung können versuchen, Grafschaften in fremden Ländern mit einer Gruppe von Abenteurern einzunehmen.;;Personajes ambiciosos de ascendencia noble pueden salir y tratar de apoderarse de ducados en tierras extranjeras con una banda de aventureros.;;;;;;;;;x
ENEMY_CALLS_IN_ALLY_LOG;§Y$ENEMY$§! has called §Y$WHO$§! into the §Y$WAR$§!;§Y$ENEMY$§! a sollicité §Y$WHO$§! pour participer à §Y$WAR$§!;§Y$ENEMY$§! hat §Y$WHO$§! in den §Y$WAR$§! gerufen;;§Y$ENEMY$§! ha convocado a §Y$WHO$§! a §Y$WAR$§!.;;;;;;;;;x
ENEMY_CALLS_IN_ALLY_SETUP;An Enemy calls an Ally into a War;Un ennemi sollicite un allié pour une guerre;Ein Feind ruft einen Verbündeten in einen Krieg;;Un enemigo llama a un aliado a la guerra;;;;;;;;;x
excommunicated_ruler_desc;§Y$TARGET$§! has been excommunicated, a just cause for war if ever there was one!;§Y$TARGET$§! a été excommunié(e), un motif de guerre légitime s’il en est !;§Y$TARGET$§! wurde exkommuniziert - einen besseren Kriegsgrund hat es noch nie gegeben!;;¡§Y$TARGET$§! ha sido excomulgado, una causa justa para la guerra si alguna vez hubo una!;;;;;;;;;x
faction_antiking_desc;Members seek to restore Papal authority in [This.GetName] by installing §Y[From.GetBestName]§! on the throne, deposing any antipope and passing the Papal Investiture law.;Ses membres aspirent à restaurer l'autorité pontificale en [This.GetName] en favorisant l'accession de §Y[From.GetBestName]§! sur le trône, ce qui renversera également l'antipape et instaurera l'investiture pontificiale des évêques.;Ses membres aspirent à restaurer l'autorité pontificale en [This.GetName] en favorisant l'accession de §Y[From.GetBestName]§! sur le trône, ce qui renversera également l'antipape et instaurera l'investiture pontificiale des évêques.;;Sus miembros desean restaurar la autoridad pontificia en [This.GetName] instalando a §Y[From.GetBestName]§! en el trono, deponiendo al Antipapa y pasando la ley de Investidura Pontifica.;;;;;;;;;x
faction_antiking_short;Antiking [From.GetFirstName];Antiroi papal [From.GetFirstName];Prétendant papal [From.GetFirstName];;Antirrey [From.GetFirstName];;;;;;;;;x
faction_antiking_title;Antiking [From.GetFirstName] for [This.GetName];Antiroi [From.GetFirstName] pour mettre fin à au schisme de [This.GetName];Gegenkönig [From.GetFirstName] für [This.GetName];;Antirrey [From.GetFirstName] en [This.GetName];;;;;;;;;x
faction_antiking_ultimatum;Demand the Throne;Demander le trône.;Den Thron fordern;;Demand the Throne;;;;;;;;;x
faction_antiking_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the throne, the overthrow of antipopes and the institution of Papal Investiture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présenter un ultimatum à §Y[Root.Liege.GetBestName]§!, demandant le trône, renversant les antipapes et instituant l’investiture pontificale des évêques. Si [Root.Liege.GetSubjectPronoun] refuse de s’y soumettre, votre faction se soulèvera.;Ein Ultimatum an §Y[Root.Liege.GetBestName]§! geben, in dem wir den Thron, die Absetzung des Gegenpapstes und die Einführung der päpstliche Investitur verlangen. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Presentar un ultimatum a §Y[Root.Liege.GetBestName]§!, demandándole el trono, la deposición del Antipapa y la institución de la Investidura Pontificia. Si rechaza aceptar estos términos, tu facción se levantará contra [Root.Liege.GetSubjectPronoun];;;;;;;;;x
faction_claimant_desc;Members seek to install §Y[New.GetTitledName]§! on the throne of [This.GetName]§!. When sufficiently powerful, §Y[From.GetTitledName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à installer §Y[New.GetTitledName]§! sur le trône de [This.GetName]§!. Une fois son soutien assuré, §Y[From.GetTitledName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder versuchen, §Y[New.GetTitledName]§! auf dem Thron von [This.GetName]§! einzusetzen. Sobald §Y[From.GetTitledName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden instalar a §Y[New.GetTitledName]§! en el trono de [This.GetName]§!. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x
faction_claimant_short;Install Claimant;Installer le prétendant;Anspruchsteller Einsetzen;;Instalar al demandante;;;;;;;;;x
faction_claimant_title;[New.GetTitledFirstName] for [This.GetName];[New.GetTitledFirstName] pour [This.GetName];[New.GetTitledFirstName] für [This.GetName];;[New.GetTitledFirstName] para [This.GetName];;;;;;;;;x
faction_claimant_ultimatum;Demand Installation of Claimant;Demande d'intronisation du prétendant;Einsetzung eines Anspruchstellers fordern;;Reclamar la instalación del demandante;;;;;;;;;x
