#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WELCOME_TEXT;In the game, you can play as any medieval ruler at any point in time, from a lowly count to a great emperor. When your character dies, you will need an heir to take over, and so on, down the ages. Unlike most other games, the starting situation is historical - and thus completely unbalanced. Check the estimated difficulty of a ruler before you start playing!;En jeu, il vous est possible de jouer une myriade de dirigeants médiévaux à partir de n'importe quel point de l'Histoire, des comtes les plus modestes aux empereurs les plus puissants. À la mort de votre personnage, vous aurez besoin d'un héritier pour lui succéder, et ainsi de suite, durant le reste du Moyen-Âge. Contrairement à la plupart des jeux de ce type, votre situation en début de partie cherche à être historique - et donc pas nécessairement jouable ! Portez une attention particulière est l'estimé de la difficulté avant de vous lancer.;Im Spiel könnt Ihr jeden mittelalterlichen Herrscher zu jedem beliebigen Zeitpunkt auswählen, vom einfachen Grafen bis zum großen Kaiser. Jedes Mal, wenn Eure Spielfigur stirbt, benötigt Ihr einen Erben, der Euer Erbe weiterführt, und so schreitet Ihr fort durch die Zeitalter. Anders als bei anderen Spielen ist die Ausgangssituation historisch und damit absolut unausgewogen. Beachtet vor dem Start eines neuen Spiels die Einschätzung des Schwierigkeitsgrad des Herrschers, den Ihr auswählen möchtet!;;En el juego, puedes jugar como gobernante medieval de cualquier época, ya sea como modesto conde o como gran emperador. Cuando muera tu personaje, precisarás un heredero que tome el poder, y así sucesivamente a lo largo del tiempo. A diferencia de la mayoría de juegos, la situación inicial es histórica, por lo tanto totalmente desequilibrada. ¡Comprueba la estimación de dificultad de un gobernante antes de empezar a jugar!;;;;;;;;;x
tribal_duke;High Chief;Grand Chef;Großhäuptling;;Grand Chef;;;;;;;;;x
tribal_duke_female;High Chieftess;Grande Cheftaine;Großhäuptling;;Grand cheftaine;;;;;;;;;x
tribal_duchy_of;High Chiefdom of;Tribu de;Großhäuptlingstum von;;Grande chefferie de;;;;;;;;;x
tribal_duchy_of_norse;Jarldom of;Chefferie de;Jarltum von;;ComtÈ de;;;;;;;;;x
tribal_count_west_african;Farin;Farin;Farin;;Farin;;;;;;;;;x
tribal_count_female_west_african;Farina;Farina;Farina;;Farina;;;;;;;;;x
tribal_county_of_west_african;Sheikhdom of;Kafo de;Scheichtum von;;Cheikat de;;;;;;;;;x
tribal_county_west_african;Sheikhdom;Kafo;Scheichtum;;Cheikat;;;;;;;;;x
tribal_duke_west_african;Farbas;Farbas;Farbas;;Farbas;;;;;;;;;x
tribal_duke_female_west_african;Farba;Farba;Farba;;Farba;;;;;;;;;x
tribal_duchy_of_west_african;Emirate of;Dyamani de;Emirat von;;…mirat de;;;;;;;;;x
tribal_duchy_west_african;Emirate;Dyamani;Emirat;;…mirat;;;;;;;;;x
tribal_king_west_african;Mansa;Mansa;Mansa;;Mansa;;;;;;;;;x
tribal_king_female_west_african;Sultana;Mansana;Sultanin;;Sultane;;;;;;;;;x
tribal_kingdom_of_west_african;Sultanate of;Manden de;Sultanat von;;Sultanat de;;;;;;;;;x
tribal_kingdom_west_african;Sultanate;Manden;Sultanat;;Sultanat;;;;;;;;;x
tribal_baron_mongol;Taishi;Taishi;Taishi;;Taishi;;;;;;;;;x
tribal_barony_of_mongol;Taishi of;Taishi de;Taishi von;;Taishi de;;;;;;;;;x
k_seljuk_turks;Seljuk Empire;Seldjoukides;Seldschukenreich;;El Imperio de Seljuk;;;;;;;;;x
action_settle_tribe;Settle Tribe;Fixer notre peuple;Stamm ansiedeln;;Establezca el Tribu;;;;;;;;;x
action_settle_tribe_desc;Assign your [GetTreasurerName] to settle members of your tribe in the county, increasing the chance that its culture will change to §Y[Culture.GetName]§!.;Confier à votre [GetTreasurerName] la tâche de favoriser l'implantation de tribus dans cette contrée, ce qui augmente les chances qu'elle adopte la culture §Y[Culture.GetName]§!.;Beauftragt Euren [GetTreasurerName], Angehörige Eures Stammes in der Grafschaft anzusiedeln, damit die Chance einer Kulturänderung zu §Y[Culture.GetName]§! ansteigt.;;Nombrar a tu [GetTreasurerName] para que establezca miembros de tu clan en el país, de modo que aumenten las oportunidades de que su cultura cambie a §Y[Culture.GetName]§!.;;;;;;;;;x
action_organize_raid_desc;Have your [GetMarshalName] gather men for a great raid, for plunder and glory!;Demandez à votre [GetMarshalName] d'organiser une grande attaque, pillage et gloire au menu !;Beauftragt Euren [GetMarshalName], Männer für einen großen Raubzug zu sammeln. Für Beute und Ruhm!;;Tu [GetMarshalName] recluta a hombres para un gran asalto, ¡por el botín y la gloria!;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NORMAL;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [From.GetPossPronounCap] [GetFromReverseRelation], [Root.GetFirstName], succeeded to the throne of the [From.PrimaryTitle.GetTier] with a grand ceremony in [Root.Capital.Capital.GetName].;[From.GetTitledName] [From.GetDeathReason] le [GetDateText]. [From.GetPossPronounCap] [GetFromReverseRelation], [Root.GetFirstName], lui succède à la tête du [From.PrimaryTitle.GetTier] au terme d'une grande cérémonie à [Root.Capital.Capital.GetName].;[From.GetTitledName] [From.GetDeathReason] am [GetDateText]. [From.GetPossPronounCap] [GetFromReverseRelation] [Root.GetFirstName] trat die Nachfolge auf dem Thron nach feierlicher Zeremonie in [Root.Capital.Capital.GetName] an.;;[From.GetTitledName] [From.GetDeathReason] el [GetDateText]. [From.GetPossPronounCap] [GetFromReverseRelation], [Root.GetFirstName], heredó el trono del [From.PrimaryTitle.GetTier] con una gran ceremonia en [Root.Capital.Capital.GetName].;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;On [GetDateText], [From.GetTitledName] [From.GetDeathReason]. [From.GetSubjectPronounCap] was succeeded by [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;Le [GetDateText], [From.GetTitledName] [From.GetDeathReason]. [From.GetSubjectPronounCap] a comme successeur [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de confession [Root.Religion.GetGroupName] [Root.Religion.GetName].;Am [GetDateText], [From.GetTitledName] [From.GetDeathReason]. Nachfolger wird [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;El [GetDateText], [From.GetTitledName] [From.GetDeathReason]. [From.GetSubjectPronounCap] fue heredado por [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [From.GetPossPronounCap] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName] succeeded to the throne of the [From.PrimaryTitle.GetTier] as [Root.GetTitledFirstName].;[From.GetTitledName] [From.GetDeathReason] le [GetDateText]. [From.GetPossPronoun] [GetFromReverseRelation] de culture [Root.Culture.GetName], [Root.GetFirstName] lui succède à la tête du [From.PrimaryTitle.GetTier] sous le nom de [Root.GetTitledFirstName].;[From.GetTitledName] [From.GetDeathReason] am [GetDateText]. [From.GetPossPronounCap] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName] trat die Nachfolge auf dem Thron als [Root.GetTitledFirstName] an.;;[From.GetTitledName] [From.GetDeathReason] el [GetDateText]. [From.GetPossPronounCap] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName] subió al trono de [From.PrimaryTitle.GetTier] como [Root.GetTitledFirstName].;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE_AND_RELIGION;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [From.GetSubjectPronounCap] was succeeded to the throne of the [From.PrimaryTitle.GetTier] by [From.GetPossPronoun] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName], a committed [Root.Religion.GetName] [Root.Religion.GetGroupName].;[From.GetTitledName] [From.GetDeathReason] le [GetDateText]. La Couronne du [From.PrimaryTitle.GetTier] passe à [From.GetPossPronoun] [GetFromReverseRelation] de culture [Root.Culture.GetName], [Root.GetFirstName], pratiquant la religion [Root.Religion.GetGroupName] [Root.Religion.GetName].;[From.GetTitledName] [From.GetDeathReason] am [GetDateText]. Nachfolger auf dem Thron wird [From.GetPossPronoun] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName], ein überzeugter [Root.Religion.GetName] [Root.Religion.GetGroupName].;;[From.GetTitledName] [From.GetDeathReason] el [GetDateText]. [From.GetSubjectPronounCap] fue sucedido en el trono de [From.PrimaryTitle.GetTier] por [From.GetPossPronoun] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName], un [Root.Religion.GetGroupName] [Root.Religion.GetName] comprometido.;;;;;;;;;x
jewish_group;Israelite;israélite;Israelit;;Israelita;;;;;;;;;x
zoroastrian_group;Mazdan;mazdane;Mazdan;;Mazdan;;;;;;;;;x
indian_group;Dharman;dharmane;Dharman;;Dharman;;;;;;;;;x
vice_royalty_desc;Emperors can grant kingdoms or duchies to vassals as Viceroyalties. Such grants are not inherited and will revert back to the emperor when the Viceroy dies - a handy way of staying below your Vassal Limit.;Les empereurs peuvent désigner comme vice-roi des vassaux. Ces derniers administrent à titre viager un royaume ou un duché au nom du pouvoir impérial. À la mort du personnage désigné, le titre revient à l'Empereur. Il s'agit d'une manière commode de respecter la limite de vassaux.;Kaiser können Vasallen mit Königreichen oder Herzogtümer belehnen, die dann als Vizekönigreiche gelten. Diese Lehen werden nicht vererbt, sondern fallen an den Kaiser zurück, wenn der Vizekönig stirbt. So ist es leichter, unter dem Vasallenlimit zu bleiben.;;Los emperadores pueden conceder reinos o ducados a los vasallos como Virreinatos. Otorgamientos como éste no se heredan y volverán al emperador cuando muera el virrey -una manera práctica de permanecer por debajo de tu Límite de Vasallos.;;;;;;;;;x
CHRONICLE_JOINED_ALLY_IN_WAR;[Prev.GetTitledName] supported [From.GetTitledName] in war against [From.GetHerHis] enemies.;[Prev.GetTitledName] a soutenu [From.GetTitledName] dans la guerre contre ses ennemis.;[Prev.GetTitledName] unterstützte [From.GetTitledName] im Krieg gegen [From.GetHerHis] Feinde.;;[Prev.GetTitledName] apoyó a [From.GetTitledName] en la guerra contra [From.GetHerHis] enemigos;;;;;;;;;x
CHRONICLE_JOINED_ALLY_IN_WAR_2;[From.GetTitledName] supported [Prev.GetTitledName] in war against [Prev.GetHerHis] enemies.;[From.GetTitledName] a soutenu [Prev.GetTitledName] dans la guerre contre ses ennemis.;[From.GetTitledName] unterstützte [Prev.GetTitledName] im Krieg gegen [Prev.GetHerHis] Feinde.;; [From.GetTitledName] apoyó a [Prev.GetTitledName] en la guerra contra [Prev.GetHerHis] enemigos.;;;;;;;;;x
CHRONICLE_CRUSADE_LOST_NO_HEAD;The [From.Religion.GetCrusadeName] ended as the [From.Religion.GetName] no longer have a Religious Head.;La [From.Religion.GetCrusadeName] s'achève car la religion [From.Religion.GetName] n'a plus de dirigeant;[From.Religion.GetCrusadeName] ist zu Ende, da [From.Religion.GetName] kein religiöses Oberhaupt mehr hat.;;[From.Religion.GetCrusadeName] terminó porque el [From.Religion.GetName] se quedó sin Líder Religioso.;;;;;;;;;x
convert_to_parent_religion;Abandon Heresy;Abandonner l'hérésie;Häresie aufgeben;;Abandonar Herejía;;;;;;;;;x
raise_tribal_units;Raise Tribal Army;Lever une armée tribale;Stammesarmee rekrutieren;;Armar Ejército Tribal;;;;;;;;;x
nick_the_hunchback;the Hunchback;le Bossu;der Bucklige;;el Jorobado;;;;;;;;;x
tribal_barony_of;Tribal lands of;Terres tribales de;Stammesland von;;Tierras Tribales de;;;;;;;;;x
CB_NAME_DECADENCE_USURPTION;Decadence Usurption;Décadence irrémédiable;Dekadenz-Usurpation;;Usurpación de Decadencia;;;;;;;;;x
WAR_NAME_DECADENCE_USURPTION;$ORDER$$FIRST_ADJ$ Decadence Usurption;$ORDER$ Renversement $FIRST_ADJ$ suite à la décadence $SECOND_ADJ$;$ORDER$$FIRST_ADJ$ Dekadenz-Usurpation;;$ORDER$$FIRST_ADJ$ Usurpación de Decadencia;;;;;;;;;x
cb_decadence_usurption_desc;Muslims can use this Casus Belli to usurp titles from their decadent dynasty members.;Les musulmans peuvent utiliser ce casus belli pour usurper des titres aux membres décadents de leur dynastie.;Muslime können diesen Kriegsgrund verwenden, um Titel einer dekadenten Dynastie zu übernehmen.;;Los musulmanes pueden usar este Casus Belli para usurpar títulos de sus miembros dinásticos decadentes.;;;;;;;;;x
form_new_kingdom_requirement_tooltip;Hold 3 duchy titles\n;Détient 3 titres ducaux\n;Besitzt 3 Herzogtitel\n;;Sustentar 3 títulos de ducados\n;;;;;;;;;x
form_new_empire_requirement_tooltip;Hold 3 kingdom titles\n;Détient 3 titres royaux\n;Besitzt 3 Königstitel\n;;Sustentar 3 títulos de reinos\n;;;;;;;;;x
frisian;Frisian;Frison;Friesisch;; Frisón;;;;;;;;;x
tribal_duke_frisian;High Chief;Haut Chef;Großhäuptling;;Grand Chef;;;;;;;;;x
tribal_duke_female_frisian;High Chieftess;Haute Cheftaine;Großhäuptling;;Grand cheftaine;;;;;;;;;x
tribal_duchy_of_frisian;High Chiefdom of;Haute Chefferie de;Großhäuptlingstum von;;Grande chefferie de;;;;;;;;;x
d_pskov;Pskov;Pskov;Pskow;;Pskov;;;;;;;;;x
d_kola;Kola;Kola;Kola;;Kola;;;;;;;;;x
d_kola_adj;Kolan;Kolan;Kolaner;;Kola;;;;;;;;;x
d_haruriyyah;Haruriyyah;Haruriyyah;Haruriyyah;;Haruriyyah;;;;;;;;;x
d_haruriyyah_adj;Haruriyyah;Haruriyyah;Haruriyyah;;Haruriyyah;;;;;;;;;x
CHRONICLE_FILL0010;People in [Root.GetName] claimed to have seen two suns at the same time.;Des gens de [Root.GetName] disent avoir vu deux soleils en même temps.;Leute in [Root.GetName] behaupteten, zwei Sonnen gleichzeitig gesehen zu haben.;;Des gens de [Root.GetName] disent avoir vu deux soleils en mÍme temps.;;;;;;;;;x
CHRONICLE_FILL0011;A goat with three heads was born in [Root.GetName].;Une chèvre à trois têtes est née en [Root.GetName].;Eine dreiköpfige Ziege wurde in [Root.GetName] geboren.;;Une chËvre ‡ trois tÍtes est nÈe en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0012;Tens of thousands of crows birds invaded [Root.GetName] just before the harvest, causing much damage to the farmers's fields.;Des dizaines de milliers de corbeaux ont envahi [Root.GetName] juste avant les récoltes, ce qui ravagea les champs.;Zehntausende von Krähen fielen unmittelbar vor der Ernte in [Root.GetName] ein und richteten großen Schaden auf den Feldern der Bauern an.;;Des dizaines de milliers de corbeaux ont envahi [Root.GetName] juste avant les rÈcoltes, ce qui ravagea les champs.;;;;;;;;;x
CHRONICLE_FILL0013;An uncommonly great number of children were born this year in [Root.GetName].;Un nombre étonnamment élevé d'enfants sont nés cette année en [Root.GetName].;In [Root.GetName] wurden dieses Jahr ungewöhnlich viele Kinder geboren.;;Un nombre Ètonnamment ÈlevÈ d'enfants sont nÈs cette annÈe en [Root.GetName].;;;;;;;;;x
CHRONICLE_FILL0014;In [Root.GetName], the people celebrated the benevolent rule of [From.GetTitledFirstName].;En [Root.GetName], le peuple célèbre le règne du bienveillant [From.GetTitledFirstName].;In [Root.GetName] feierte das Volk die wohltätige und gütige Herrschaft von [From.GetTitledFirstName].;;En [Root.GetName], le peuple cÈlËbre le rËgne du bienveillant [From.GetTitledFirstName].;;;;;;;;;x
CHRONICLE_FILL0015;A star fell from the sky in [Root.GetName], killing three cows.;Une étoile est tombée du ciel en [Root.GetName] et tua trois corbeaux.;In [Root.GetName]  fiel ein Stern vom Himmel und tötete drei Kühe.;;Une Ètoile est tombÈe du ciel en [Root.GetName] et tua trois corbeaux.;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_LANDLESS;On [GetDateText], [From.GetFirstName] lost [From.GetHerHis] titles, and it was decided to pass on the dynasty chronicles to [Root.GetTitledName].;Le [GetDateText], [From.GetFirstName] a perdu ses titres. La tête de la dynastie passa donc à [Root.GetTitledName].;Am [GetDateText] verlor [From.GetFirstName] [From.GetHerHis] Titel und es wurde beschlossen, die Chroniken der Dynastie an [Root.GetTitledName] zu übergeben.;;En [GetDateText], [From.GetFirstName] perdió [From.GetHerHis] títulos, y se decidió pasar las crónicas de la dinastía a [Root.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_FOUGHT;[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.TopLiege.PrimaryTitle.GetName], commanded by [From.GetTitledName].;[Root.GetTitledName] a gagné la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen das Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a gagnÈ la bataille de [Root.Location.GetName] contre l'armÈe de [From.TopLiege.PrimaryTitle.GetName], menÈe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_FOUGHT;[Root.GetTitledName] lost the battle of [Root.Location.GetName] against the army of [From.TopLiege.PrimaryTitle.GetName], commanded by [From.GetTitledName].;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;[Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] dem Heer von [From.TopLiege.PrimaryTitle.GetName] unter dem Befehl von [From.GetTitledName].;;[Root.GetTitledName] a perdu la bataille de [Root.Location.GetName] contre l'armÈe de [From.TopLiege.PrimaryTitle.GetName], menÈe par [From.GetTitledName].;;;;;;;;;x
CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.TopLiege.PrimaryTitle.GetName].;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a gagné la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] siegte in der Schlacht von [Root.Location.GetName] gegen die Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armÈe de [Root.TopLiege.GetTitledName], menÈe par [Root.GetTitledName], a gagnÈ la bataille de [Root.Location.GetName] contre les armÈes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was defeated in the battle of [Root.Location.GetName] against the armies of [From.TopLiege.PrimaryTitle.GetName].;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;Das Heer von [Root.TopLiege.GetTitledName] unter dem Befehl von [Root.GetTitledName] unterlag in der Schlacht von [Root.Location.GetName] den Truppen von [From.TopLiege.PrimaryTitle.GetName].;;L'armÈe de [Root.TopLiege.GetTitledName], menÈe par [Root.GetTitledName], a perdu la bataille de [Root.Location.GetName] contre les armÈes de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;x
CHRONICLE_FOUNDED_NEW_KINGDOM_OR_EMPIRE;[Root.GetDynName] displayed [Root.GetHerHis] great power by founding the new [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] a fait preuve de sa grande puissance en fondant le [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] zeigte [Root.GetHerHis] große Macht durch die Gründung des neuen [Root.PrimaryTitle.GetFullName].;;[Root.GetDynName] muestra [Root.GetHerHis] gran poder al fundar el nuevo [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
CHRONICLE_FILL0016;[Root.PrimaryTitle.GetName] saw an unusually bountiful harvest this year.;[Root.PrimaryTitle.GetName] a bénéficié d'une moisson exceptionnelle cette année.;[Root.PrimaryTitle.GetName] erlebte in diesem Jahr eine ungewöhnlich reiche Ernte.;; Este año [Root.PrimaryTitle.GetName] presenció una abundante cosecha fuera de lo común.;;;;;;;;;x
CHRONICLE_ADOPTED_FEUDALISM;[Root.GetDynName] adopted a feudal system in [Root.GetHerHis] domains, abandoning the old tribal ways.;[Root.GetDynName] a adopté un système féodal dans son domaine, abandonnant les anciennes coutumes tribales.;[Root.GetDynName] führte in [Root.GetHerHis] Gebieten das Feudalsystem ein und gab die Stammestraditionen auf.;;[Root.GetDynName] adoptó un sistema feudal en [Root.GetHerHis] dominios, abandonando las viejas costumbres tribales.;;;;;;;;;x
CHRONICLE_FOUNDED_MERCHANT_REPUBLIC;[Root.GetDynName] founded a merchant republic in [Root.GetHerHis] domains, abandoning the old tribal ways.;[Root.GetDynName] a fondé une république marchande dans son domaine, abandonnant les anciennes coutumes tribales.;[Root.GetDynName] gründete in [Root.GetHerHis] Gebieten eine Handelsrepublik und gab die Stammestraditionen auf.;;;;;;;;;;;x
