BM_KOMNENOS_DYNASTY_DESC;After a series of devastating losses to invading Turkish forces, the Byzantine Empire is reeling. But there is hope - the great general Alexios Komnenos has just seized the throne from the corrupt Nikephoros III. Alexios - whose life was documented by his daughter Anna in 'the Alexiad' - and his successors would halt the decline of the Empire and push back the Turkish invaders from western Anatolia, buying more time for the ailing remnants of the old Roman Empire. For now, Anatolia is ruled by Suleyman I, a member of the Seljuk dynasty, who arrogantly calls his new state the 'Sultanate of Rum' (Rome).;"Après une série d'échecs consécutifs, en tentant d'anéantir les forces turques, l'Empire byzantin est fragilisé. Mais il reste un espoir : le grand général Alexis Ier Comnène vient de s'emparer du trône occupé jusqu'alors par Nicéphore III, homme d'état corrompu. Alexis, dont la vie a été relatée dans l'Alexiade par sa fille Anne, et ses successeurs ont mis un terme au déclin de l'Empire byzantin et repoussé les envahisseurs turcs de l'Anatolie occidentale, laissant quelque répit à l'ancien Empire romain fort affaibli. À présent, l'Anatolie est dirigée par Soliman Ier, membre de la dynastie seldjoukide, qui a donné le nom arrogant de ""Sultanat de Roum"" (Rome) à son nouvel état.";;;;;;;;;;;;
faction_succ_feudal_elective_title;Elective Succession in [This.GetName];Succession élective à [This.GetName];;;;;;;;;;;;x
faction_succ_feudal_elective_desc;Members seek to institute Elective Monarchy in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la monarchie élective à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;x
faction_succ_gavelkind_short;Gavelkind Succession;Succession par Gavelkind;;;;;;;;;;;;x
faction_succ_gavelkind_title;Gavelkind Succession in [This.GetName];Succession par Gavelkind à [This.GetName] ;;;;;;;;;;;;x
faction_succ_gavelkind_desc;Members seek to institute Gavelkind succession in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à établir la succession par Gavelkind à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;x
faction_lower_crown_authority_title;Lower Crown Authority in [This.GetName];Diminuer l'autorité de la couronne à [This.GetName] ;;;;;;;;;;;;x
faction_lower_crown_authority_desc;Members seek to lower the Crown Authority in [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à diminuer l'autorité de la couronne à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;;;;;;;;;;;;x
faction_independence_desc;Members seek complete independence. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!. The leader of the Independence faction is likelier to take greater risks than other faction leaders, and will have fewer qualms about striking when the liege is already under attack.;Les membres d'une faction cherchent à obtenir l'indépendance. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!. Le dirigeant de la Faction pour l'indépendance prendra sans doute de plus grands r;;;;;;;;;;;;x
faction_succ_seniority_ultimatum;Demand Succession by Seniority;Demande de succession par séniorité;;;;;;;;;;;;x
faction_succ_seniority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Seniority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par séniorité. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_succ_primogeniture_ultimatum;Demand Succession by Primogeniture;Demande de succession par primogéniture;;;;;;;;;;;;x
faction_succ_primogeniture_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Primogeniture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par primogéniture. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_succ_feudal_elective_ultimatum;Demand Elective Monarchy;Demande de monarchie élective;;;;;;;;;;;;x
faction_succ_feudal_elective_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the institution of Elective Monarchy. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger l'instauration d'une monarchie élective. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_succ_gavelkind_ultimatum;Demand Succession by Gavelkind;Demande de succession par Gavelkind;;;;;;;;;;;;x
faction_succ_gavelkind_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding succession by Gavelkind. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger la succession par Gavelkind. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_lower_crown_authority_ultimatum;Demand Lower Crown Authority;Demande de diminution de l'autorité de la couronne;;;;;;;;;;;;x
faction_lower_crown_authority_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding lower Crown Authority. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger une diminution de l'autorité de la couronne. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_independence_ultimatum;Demand Independence;Demande d'indépendance;;;;;;;;;;;;x
faction_independence_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding independence for you and the other members of the Independence Faction. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger votre indépendance ainsi que celle des membres de la Faction d'indépendance. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction prendra alors les armes.;;;;;;;;;;;;x
faction_claimant_ultimatum;Demand Installation of Claimant;Demande d'intronisation du prétendant;;;;;;;;;;;;x
faction_claimant_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the installation of §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. If [Root.Liege.GetSubjectPronoun] refuses to comply, the Faction will rise in revolt.;Présentez un ultimatum à §Y[Root.Liege.GetBestName]§! pour exiger l'installation de §Y[Root.SupportedClaimant.GetBestName]§! sur le trône de §Y[Root.SupportedClaimantTitle.GetName]§!. Si [Root.Liege.GetSubjectPronoun] refuse votre requête, votre faction p;;;;;;;;;;;;x
RETINUE_OF;Retinue of $CHARACTER$;Garde de $CHARACTER$;;;;;;;;;;;;x
USED_IN_RETINUES;Used in Retinues: §R-$LOSS$%§!;Troupes utilisées dans la garde : §R-$LOSS$%§!;;;;;;;;;;;;x
RETINUES_NOT_REINFORCING;§YRetinues are set to not reinforce.§!;§YLa Garde ne bénéficie d'aucun renforcement.§!;;;;;;;;;;;;x
RETINUES_HALF_REINFORCING;§YRetinues are set to reinforce at half speed.§!;§YRenforcement mitigé de la Garde.§!;;;;;;;;;;;;x
RETINUES_FULL_REINFORCING;§YRetinues are set to reinforce at maximum speed.§!;§YRenforcement maximal de la Garde.§!;;;;;;;;;;;;x
RETINUES_HALF_REINFORCING_DESC;This halves the reinforce cost.\n( §Y$GROWTH$%§! of the retinue will reinforce per month ).;Ceci diminue de moitié le coût de renforcement.\n(§Y$GROWTH$%§! de la Garde sera renforcé chaque mois).;;;;;;;;;;;;x
RETINUES_FULL_REINFORCING_DESC;This means you will pay full reinforce cost.\n( §Y$GROWTH$%§! of the retinue will reinforce per month );Cela signifie que vous paierez la totalité du coût de renforcement.\n(§Y$GROWTH$%§! de la Garde sera renforcé chaque mois).;;;;;;;;;;;;x
RETINUES_NOT_REINFORCING_BUTTON;§YSet Retinues to not reinforce.§!;§YParamétrer le non-renforcement de la Garde.§!;;;;;;;;;;;;x
RETINUES_HALF_REINFORCNIG_BUTTON;§YSet Retinues to reinforce at half speed.§!;§YParamétrer le renforcement mitigé de la Garde.§!;;;;;;;;;;;;x
RETINUES_FULL_REINFORCING_BUTTON;§YSet Retinues to reinforce at maximum speed.§!;§YParamétrer le renforcement maximal de la Garde.§!;;;;;;;;;;;;x
MIL_RETINUES;Retinues;Garde;;;;;;;;;;;;x
TECH_EFFECT_ON_RETINUES;Retinue percent from Technology: §Y$PERCENT$%§! of Realm Manpower;Pourcentage de la Garde recrutée par le biais de la technologie : §Y$PERCENT$%§! des effectifs du royaume;;;;;;;;;;;;x
MIN_RETINUE;Minimum Retinue for all landed characters: $MIN_RET$;Garde minimum pour tous les seigneurs : $MIN-RET$;;;;;;;;;;;;x
BUY_RETINUE;Create a §Y$NAME$§! retinue, this will start out almost empty but reinforce up to the specified size.;Créez une garde §Y$NAME$§!, au départ, elle ne comportera que quelques hommes mais elle gagnera en puissance jusqu'à la taille requise.;;;;;;;;;;;;x
RETTYPE_INF1;Shock;de Choc;;;;;;;;;;;;x
RETTYPE_INF2;Defence;de Défense;;;;;;;;;;;;x
RETTYPE_CAV1;Cavalry;de Cavalerie;;;;;;;;;;;;x
RETTYPE_SKIR1;Skirmish;d'Escarmouche;;;;;;;;;;;;x
RETINUE_UPKEEP;Retinue Upkeep;Frais d'entretien de la Garde;;;;;;;;;;;;x
LIEGE_EXPENSE;Liege;Suzerain;;;;;;;;;;;;x
CONFIRM_DISBAND_NO_RET;\nNo Retinues will be disbanded.;\nLa Garde ne sera pas dissoute.;;;;;;;;;;;;x
CONFIRM_DISBAND_RET;\n§RAll Retinue troops will be disbanded!§!;\nToutes les troupes de la Garde seront retirées.;;;;;;;;;;;;x
CANNOT_BUY_RET_ROOM;\nYou cannot create this retinue, your maximum retinue cap has been reached.;\nVous ne pouvez pas créer cette unité, l'effectif maximal de la Garde a été atteint.;;;;;;;;;;;;x
CANNOT_BUY_RET_WEALTH;\nYou cannot create this retinue, you cannot afford it.;\nVous ne pouvez pas créer cette unité, vous n'avez pas assez d'argent.;;;;;;;;;;;;x
RETINUE_CAP_USAGE;Current Retinue cap usage: §Y$SIZE$§!\n;Effectifs de la Garde : §Y$SIZE$§!\n;;;;;;;;;;;;x
RETINUE_CAP;Retinue Cap: §Y$SIZE$§!\n;Taille maximum de la Garde : §Y$SIZE$§!\n;;;;;;;;;;;;x
RETINUE_CAP_USAGE_BUY;Retinue Cap Usage: §Y$SIZE$§!\n;Taille maximum de la Garde : §Y$SIZE$§!\n;;;;;;;;;;;;x
RETTYPE_CUL_ENG;Longbow;d'Arc;;;;;;;;;;;;x
RETTYPE_CUL_BALT;Baltic Warrior;de la Baltique;;;;;;;;;;;;x
RETTYPE_CUL_ALTAIC;Horse Archer;d'Archers à cheval;;;;;;;;;;;;x
RETTYPE_CUL_FRANK_NOR_GER;Knight;Chevalieresque;;;;;;;;;;;;x
RETTYPE_CUL_ITA;Pike;de Piquiers;;;;;;;;;;;;x
RETTYPE_CUL_HUNG;Hussar;de Hussards;;;;;;;;;;;;x
RETTYPE_CUL_ARAB;Camel Warrior;de Guerriers à dos de chameau;;;;;;;;;;;;x
RETTYPE_CUL_IRISH;Gallowglass;de Gallow-glass;;;;;;;;;;;;x
RETTYPE_CUL_ETHIO;Ethiopian Skirmisher;d'escarmouche éthiopienne;;;;;;;;;;;;x
RETTYPE_CUL_W_AFR;Free Warrior;de Guerriers libres;;;;;;;;;;;;x
RETTYPE_CUL_SOUTH_SLA;Gusar;de Cavaliers hongrois;;;;;;;;;;;;x
RETTYPE_CUL_DUTCH;Goedendag Militia;de Milice godendac;;;;;;;;;;;;x
CREATE_RETINUE_EFFECT;$WHO$ gets a §Y$RETINUE$§! retinue;$WHO$ acquiert une garde §Y$RETINUE$§!.;;;;;;;;;;;;x
CAN_BUY_RETINUE_TRIGGER_NOT;$WHO$ does not have at least §Y$NEED$§! retinue space;$WHO$ ne possède pas les effectifs §Y$NEED$§! pour la garde.;;;;;;;;;;;;x
CAN_BUY_RETINUE_TRIGGER;$WHO$ has at least §Y$NEED$§! retinue space;$WHO$ possède au moins §Y$NEED$§! l'effectif de la garde.;;;;;;;;;;;;x
TECH_RECRUIT_DESC;§Y$BONUS$ Retinues;Garde §Y$BONUS$;;;;;;;;;;;;x
RETINUE_EXPL;§YRetinues§!\nThese numbers are the current size of your Retinue and the maintenance you pay for it.;§YGarde§!\nCes chiffres indiquent la taille actuelle de votre garde et le coût de maintenance qu'elle engendre.;;;;;;;;;;;;x
