#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [From.GetPossPronounCap] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName] succeeded to the throne of the [From.PrimaryTitle.GetTier] as [Root.GetTitledFirstName].;[From.GetTitledName] [From.GetDeathReason] le [GetDateText]. [From.GetPossPronoun] [GetFromReverseRelation] de culture [Root.Culture.GetName], [Root.GetFirstName] lui succède à la tête du [From.PrimaryTitle.GetTier] sous le nom de [Root.GetTitledFirstName].;;;;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE_AND_RELIGION;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [From.GetSubjectPronounCap] was succeeded to the throne of the [From.PrimaryTitle.GetTier] by [From.GetPossPronoun] [Root.Culture.GetName] [GetFromReverseRelation] [Root.GetFirstName], a committed [Root.Religion.GetName] [Root.Religion.GetGroupName].;[From.GetTitledName] [From.GetDeathReason] le [GetDateText]. La Couronne du [From.PrimaryTitle.GetTier] passe à [From.GetPossPronoun] [GetFromReverseRelation] de culture [Root.Culture.GetName], [Root.GetFirstName], pratiquant la religion [Root.Religion.GetGroupName] [Root.Religion.GetName].;;;;;;;;;;;;x
zoroastrian_group;Mazdan;mazdane;;;;;;;;;;;;x
indian_group;Dharman;dharmane;;;;;;;;;;;;x
vice_royalty_desc;Emperors can grant kingdoms or duchies to vassals as Viceroyalties. Such grants are not inherited and will revert back to the emperor when the Viceroy dies - a handy way of staying below your Vassal Limit.;Les empereurs peuvent désigner comme vice-roi des vassaux. Ces derniers administrent à titre viager un royaume ou un duché au nom du pouvoir impérial. À la mort du personnage désigné, le titre revient à l'Empereur. Il s'agit d'une manière commode de respecter la limite de vassaux.;;;;;;;;;;;;x
CHRONICLE_CRUSADE_LOST_NO_HEAD;The [From.Religion.GetCrusadeName] ended as the [From.Religion.GetName] no longer have a Religious Head.;La [From.Religion.GetCrusadeName] s'achève car la religion [From.Religion.GetName] n'a plus de dirigeant;;;;;;;;;;;;x
nick_the_hunchback;the Hunchback;le Bossu;;;;;;;;;;;;x
CB_NAME_DECADENCE_USURPTION;Decadence Usurption;Décadence irrémédiable;;;;;;;;;;;;x
WAR_NAME_DECADENCE_USURPTION;$ORDER$$FIRST_ADJ$ Decadence Usurption;$ORDER$ Renversement $FIRST_ADJ$ suite à la décadence $SECOND_ADJ$;;;;;;;;;;;;x
form_new_kingdom_requirement_tooltip;Hold 3 duchy titles\n;Détient 3 titres ducaux\n;;;;;;;;;;;;x
form_new_empire_requirement_tooltip;Hold 3 kingdom titles\n;Détient 3 titres royaux\n;;;;;;;;;;;;x
frisian;Frisian;Frison;;;;;;;;;;;;x
tribal_duke_frisian;High Chief;Haut Chef;;;;;;;;;;;;x
tribal_duke_female_frisian;High Chieftess;Haute Cheftaine;;;;;;;;;;;;x
tribal_duchy_of_frisian;High Chiefdom of;Haute Chefferie de;;;;;;;;;;;;x
CHRONICLE_FILL0010;People in [Root.GetName] claimed to have seen two suns at the same time.;Des gens de [Root.GetName] disent avoir vu deux soleils en même temps.;;;;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_LANDLESS;On [GetDateText], [From.GetFirstName] lost [From.GetHerHis] titles, and it was decided to pass on the dynasty chronicles to [Root.GetTitledName].;Le [GetDateText], [From.GetFirstName] a perdu ses titres. La tête de la dynastie passa donc à [Root.GetTitledName].;;;;;;;;;;;;x
CHRONICLE_WON_BATTLE_FOUGHT;[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.TopLiege.PrimaryTitle.GetName], commanded by [From.GetTitledName].;[Root.GetTitledName] a gagné la bataille de [Root.Location.GetName] contre l'armée de [From.TopLiege.PrimaryTitle.GetName], menée par [From.GetTitledName].;;;;;;;;;;;;x
CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.TopLiege.PrimaryTitle.GetName].;L'armée de [Root.TopLiege.GetTitledName], menée par [Root.GetTitledName], a gagné la bataille de [Root.Location.GetName] contre les armées de [From.TopLiege.PrimaryTitle.GetName].;;;;;;;;;;;;x
CHRONICLE_FOUNDED_NEW_KINGDOM_OR_EMPIRE;[Root.GetDynName] displayed [Root.GetHerHis] great power by founding the new [Root.PrimaryTitle.GetFullName].;[Root.GetDynName] a fait preuve de sa grande puissance en fondant le [Root.PrimaryTitle.GetFullName].;;;;;;;;;;;;x
