#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
cb_liberate_nomad_duchy_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the savage, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;Ce casus belli permet à §Y$CLAIMANT$§! de s'emparer de tous les titres rattachés à la férule barbare de §Y$TARGET$§! dans les limites traditionnelles de §Y$TITLE$§!.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, den Wilden in §Y$TARGET$§! sämtliche Titel unter dem de jure-Titel §Y$TITLE$§! abzunehmen.;;§Y$CLAIMANT$§! Puede utilizar este casus belli para aprovechar todos los títulos que tengan los salvajes, §Y$TARGET$§!, dentro del §Y$TITLE$§! de jure.;;;;;;;;;x
nomad_dispute_desc;Feuding clans can declare wars against each other to seize a single county.;Le clans en querelle peuvent se déclarer la guerre en vue de s'emparer d'un comté.;Klans, die eine Fehde führen, können einander den Krieg erklären, um einzelne Grafschaften in Besitz zu nehmen.;;Los clanes enemistados pueden declarar guerras uno contra otro para apoderarse de un solo condado.;;;;;;;;;x
WAR_NAME_LIBERATE_NOMAD;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ libération de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Befreiung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ liberación de $OTHER_TITLE$;;;;;;;;;x
liberate_nomad_cb_succ_tip;§Y[Root.GetTitledFirstName]§! vassalizes non-nomadic lords and takes all other titles in the §Y[This.GetFullBaseName]§!.\n;§Y[Root.GetTitledFirstName]§! vassalise les seigneurs sédentaires et s'empare de tous les autres titres relevant de §Y[This.GetFullBaseName]§!.;§Y[Root.GetTitledFirstName]§! unterwirft die nicht-nomadischen Herrscher und übernimmt alle anderen Titel in §Y[This.GetFullBaseName]§!.\n;;§Y[Root.GetTitledFirstName]§! hace vasallos a los señores no nómadas y toma todos los demás títulos en el §Y[This.GetFullBaseName]§!;;;;;;;;;x
pagan_subjugation_desc;Pagans are allowed to subjugate other pagan rulers once in their lifetime. (With the 'Become $KING$' ambition, there is no such time limit against those who control titles within the kingdom.) Free men are always willing to follow the mightiest ruler...;Une fois dans leur vie, les seigneurs païens peuvent tenter d'assujettir leurs semblables. Toutefois, l'ambition §YDevenir $KING$§! Permet de lever cette limite à l'intérieur d'un royaume donné. Les hommes libres veulent toujours suivre le chef le plus puissant...;Heiden dürfen einmal im Leben andere heidnische Anführer unterwerfen. (Mit der Zielsetzung '$KING$ werden' gibt es kein solches Limit bezüglich Charakteren, die innerhalb des Königreiches Titel innehaben.) Freie Männer sind immer willens, dem stärksten Herrscher zu folgen...;;A los paganos se les permite subyugar a otros gobernantes paganos una vez en su vida. (Con la ambición 'Convertirse en $KING$ ', no hay tal límite de tiempo contra aquellos que controlan títulos dentro del reino). Los hombres libres están siempre dispuestos a seguir gobernante al más poderoso...;;;;;;;;;x
pagan_county_conquest_desc;Pagans and Nomads can conquer single border counties without specific reasons. Norse Pagans can also take any coastal county.;Les païens et les nomades peuvent se livrer à la conquête de tout comté frontalier. De plus, les païens norrois peuvent conquérir tout comté côtier.;Heiden und Nomaden können einzelne angrenzende Grafschaften ohne Grund erobern. Nordische Heiden können zudem jede Küstenregion einnehmen.;;Paganos y nómadas pueden conquistar condados fronterizos sencillos sin razones específicas. Los paganos nórdicos también pueden tomar cualquier condado costero.;;;;;;;;;x
nomad_subjugation_desc;Nomads can subjugate non-Nomadic realms once in their lifetime.;Une fois dans leur vie, les seigneurs nomades peuvent tenter d'assujettir une contrée de sédentaires.;Nomaden können nicht-nomadische Reiche zu Lebzeiten einmal unterwerfen.;;Los nómadas pueden subyugar reinos no nómadas una vez en su vida.;;;;;;;;;x
nomad_invasion_desc;If our population is getting too large, we may invade another realm to seize their pasture lands! If successful, all occupied territory will be seized and all vassals will become our vassals.;Si notre population devient trop importante, nous devrions envahir une autre contrée pour s'emparer de leur pâturages! Si tout se passe bien, tous les territoires occupés nous appartiendront et leurs vassaux seront désormais les nôtres.;Wenn unsere Bevölkerung zu groß wird, können wir in ein anderes Reich einfallen, um das dortige Weideland in Besitz zu nehmen. Im Erfolgsfall wird das besetzte Gebiet mit sämtlichen dort befindlichen Vasallen an uns fallen.;;Si nuestra población se hace demasiado grande, podemos invadir otro reino para apoderarnos de sus tierras de pastoreo. Si tenemos éxito, todo el territorio ocupado será confiscados y todos los vasallos serán nuestros.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2I;Since §Y[Recipient.GetTitledFirstName]§! is a Tribal barbarian, our vassals will not object.;Puisque §Y[Recipient.GetTitledFirstName]§! est un barbare, nos vassaux ne s'y opposeront pas.;Da es sich bei §Y[Recipient.GetTitledFirstName]§! um einen Barbaren eines Stammes handelt, werden unsere Vasallen keinen Einspruch erheben.;;Como §Y[Recipient.GetTitledFirstName]§! es un bárbaro tribal, nuestros vasallos no pondrán objeciones.;;;;;;;;;x
religious_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. This Casus Belli is valid against neighbors, and also against infidels up to two sea zones away if either the attacker or the defender is a Muslim, or if the era of Great Holy Wars has started for the attacker's religion.;Ce casus belli permet à §Y$CLAIMANT$§! de s'emparer de tous les titres de l'infidèle §Y$TARGET$§! dans les limites traditionnelles de §Y$TITLE$§!. Ce casus belli est valide contre les voisins, mais également contre des infidèles dans un rayon de deux zones maritimes si l'un des belligérants est musulman, ou si la religion de l'attaquant se livre à des guerres religieuses.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, dem ungläubigen Ziel §Y$TARGET$§! sämtliche Titel unter dem de jure-Titel §Y$TITLE$§! abzunehmen. Dieser Kriegsgrund ist gültig gegenüber Nachbarn und gegenüber Ungläubigen, wenn das Gebiet maximal zwei Seezonen entfernt ist und es sich bei Angreifer oder Verteidiger um Muslime handelt oder wenn der Angreifer einer Religion folgt, die in das Zeitalter der Großen Heiligen Kriege eingetreten ist.;;§Y$CLAIMANT$§! puede utilizar este casus belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro de los de jure §Y$TITLE$§!. Este Casus Belli es válido contra vecinos, y también contra los infieles hasta a dos marítimas de distancia, si el defensor o el atacante es un musulmán, o si la época de la Gran guerra santa ha comenzado por la religión del atacante.;;;;;;;;;x
DESIGNATE_HEIR_PROGENY;You can only Designate your Children;Vous ne pouvez désigner qu'un de vos enfants;Hierfür kommen nur Eure Kinder in Frage.;;Sólo puedes designar tus hijos;;;;;;;;;x
temple_desc;Temples provide moderate income and good levies. They may also give Piety to their holder, and the holder's liege.;Les temples fournissent des revenus modestes et de bonnes levées. Ils peuvent également fournir de la piété à leur propriétaire, ainsi qu'à son suzerain.;Tempel sorgen für bescheidene Einnahmen und liefern gute Lehnstruppen. Tempel bescheren dem Besitzer und seinem Lehnsherrn darüber hinaus auch Pietät.;;Los templos proporcionan ingresos moderados y buenas levas. También pueden dar Piedad a su titular, y al señor de su titular.;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with the most eligible potential spouse.;Arrangez des fiançailles avec le meilleur parti potentiel;Arrangiert ein Verlöbnis mit der am ehesten in Frage kommenden Person.;;Organizar una boda con el cónyuge potencial más elegible.;;;;;;;;;x
HINT_SPLASH_TEXT;In Crusader Kings II, you play as a succession of medieval rulers from a single dynasty. There is no set goal, but the world is filled with ambitious rivals... Secure more land to increase your power and protect your family.;Dans Crusader Kings II, vous incarnez une succession de dirigeants médiévaux issus de la même dynastie. Vous n'avez aucun objectif précis, mais le monde est rempli de dangereux rivaux... Amassez toujours plus de terres pour asseoir votre domination et protéger votre famille.;In Crusader Kings II schlüpft Ihr in die Rolle einer Abfolge mittelalterlicher Herrscher, die alle der gleichen Dynastie entstammen. Ein vorgegebenes Ziel gibt es nicht, doch die Welt ist reich an machthungriger Konkurrenz... Vergrößert Euren Landbesitz, um Eure Position und die Eurer Familie zu stärken.;;En Crusader Kings II, se juega como una sucesión de gobernantes medievales de una única dinastía. No hay ninguna meta definida, pero el mundo está lleno de ambiciosos rivales... Asegura más tierras para aumentar tu poder y proteger tu familia.;;;;;;;;;x
HINT_SPLASH_START;As a ruler, your first priority is to secure an heir. If you do not have a legitimate heir when your character dies, the game will end. Other pressing matters appear as Alerts along the top of the screen!;Comme dirigeant, votre priorité est d'assurer votre héritage. Si vous n'avez aucun héritier légitime à la mort de votre personnage actuel, la partie prend fin. Tout autre sujet requérant votre attention pressante apparaissent sous forme d'alerte au sommet de l'écran.;Als Herrscher ist es Eure dringlichste Pflicht, für einen Nachfolger zu sorgen. Wenn Euer Charakter ohne legitimen Nachfolger stirbt, endet das Spiel. Weitere dringliche Aufgaben erscheinen in Form von Benachrichtigungen am oberen Bildschirmrand.;;Como gobernante, tu primera prioridad es conseguir un heredero. Si no tienes un heredero legítimo cuando tu personaje muera, el juego terminará. ¡Otros asuntos urgentes aparecerán como alertas a lo largo de la parte superior de la pantalla!;;;;;;;;;x
HINT_SPLASH_2_TITLE;[Culture.GetName] [Religion.GetName] [Government.GetName];[Culture.GetName] [Religion.GetName] de régime [Government.GetName];[Culture.GetName] [Religion.GetName] [Government.GetName];;[Culture.GetName] [Religion.GetName] [Government.GetName];;;;;;;;;x
HINT_SPLASH_2_CUL_DESC;[Culture.GetName] culture effects:;Effets de la culture [Culture.GetName] :;[Culture.GetName] Kultureffekte:;;Efectos de la cultura [Culture.GetName]:;;;;;;;;;x
REL_INVESTITURE_DESC;$NAME$ Bishops may pay tax to the Pope rather than their secular liege;Un évêque $NAME$ va verser l'impôt au Pape s'il le préfère à leur souverain séculier;$NAME$ Bischöfe können beschließen, die Steuern dem Papst statt dem weltlichen Lehnsherrn zu zahlen.;;Los obispos $NAME$ pueden pagar el impuesto al Papa, en lugar de a su señor secular;;;;;;;;;x
REL_ANTIPOPES_DESC;$NAME$ Rulers can set up Antipopes;Un dirigeant $NAME$ peut installer un antipape;$NAME$ Herrscher können Gegenpäpste ausrufen;;Gobernantes $NAME$ pueden crear antipapas;;;;;;;;;x
REL_EXCOMMUNICATION_DESC;The $HEAD_TITLE$ can Excommunicate $NAME$ characters;Le $HEAD_TITLE$ peut excommunier un personnage $NAME$;Der $HEAD_TITLE$ kann $NAME$ Personen exkommunizieren;;El $HEAD_TITLE$ puede excomulgar personajes $NAME$;;;;;;;;;x
REL_GRANT_DIVORCE_DESC;The $HEAD_TITLE$ can grant divorces;Le $HEAD_TITLE$ peut accorder les divorces;Der $HEAD_TITLE$ kann Scheidungen zulassen;;El $HEAD_TITLE$ puede conceder divorcios;;;;;;;;;x
REL_GRANT_INVASION_DESC;The $HEAD_TITLE$ can grant the Invasion Casus Belli;Le $HEAD_TITLE$ peut sanctionner une invasion;Der $HEAD_TITLE$ kann den Kriegsgrund 'Invasion' zuerkennen;;El $HEAD_TITLE$ puede conceder el casus belli de invasión;;;;;;;;;x
REL_GRANT_CLAIM_DESC;The $HEAD_TITLE$ can grant Claims on titles;Le $HEAD_TITLE$ peut accorder des prétentions;Der $HEAD_TITLE$ kann Ansprüche auf Herrschaftstitel zuerkennen;;El $HEAD_TITLE$ puede conceder reclamaciones sobre títulos;;;;;;;;;x
REL_CALL_CRUSADE_DESC;The $HEAD_TITLE$ can call for a $CRUSADE$;Le $HEAD_TITLE$ peut prêcher pour $CRUSADE$;Der $HEAD_TITLE$ kann einen $CRUSADE$ ausrufen;;El $HEAD_TITLE$ puede llamar a la $CRUSADE$;;;;;;;;;x
REL_PRIESTS_INHERIT_DESC;Priests (Temple holders) can inherit titles;Les propriétaires de temple demeurent dans la sucession;Priester (Eigentümer der Tempel) können Titel erben;;Los sacerdotes (titulares de templo) pueden heredar títulos;;;;;;;;;x
REL_PRIESTS_MARRY_DESC;Priests can marry;Les prêtres peuvent se marier;Priester dürfen heiraten;;Los sacerdotes pueden casarse;;;;;;;;;x
REL_FEMALE_TEMPLE_HOLDERS_DESC;Women may own Temple Holdings;Les femmes peuvent posséder des temples;Frauen darf eine Tempel-Liegenschaft zugeteilt werden;;Las mujeres pueden poseer templos;;;;;;;;;x
REL_NO_FEMALE_RULER_OPINION_PENALTY_DESC;No opinion penalty against female rulers and heirs;Aucune opinion négative des femmes au pouvoir ou des héritières;Kein Meinungsabzug für weibliche Herrscher oder Erben;;No hay penalización de opinión contra mujeres gobernantes y herederas.;;;;;;;;;x
REL_AUTOCEPHALY_DESC;Multiple Patriarchs - the five Pentarchs and Autocephalous Patriarchs under Kings;Patriarcat - En plus des Pentarques, divers patriarches autonomes relevant de l'autorité royale;Mehrere Patriarchen: die fünf Pentarchen und die Autokephalen Patriarchen unter Königen;;Patriarcas múltiples - los cinco pentarcas y patriarcas autocéfalos bajo reyes;;;;;;;;;x
REL_PREPARED_INVASIONS_DESC;Fairly weak rulers can Prepare Invasions;Les dirigeants plutôt mineurs peuvent préparer des invasions;Schwächere Herrscher können 'Invasionen vorbereiten';;Los gobernantes bastante débiles pueden preparar invasiones;;;;;;;;;x
REL_RIVER_MOVEMENT_DESC;Fleets can navigate major rivers;Les flottes peuvent naviguer sur les fleuves;Flotten können große Flüsse befahren;;Las flotas pueden navegar por los ríos más importantes;;;;;;;;;x
REL_RAIDING_DESC;Rulers can raid infidel neighbors for loot;Les dirigeants peuvent piller leurs voisins d'autres religions;Herrscher können die Gebiete andersgläubiger Nachbarn plündern;;Los gobernantes pueden asaltar a vecinos infieles por botín;;;;;;;;;x
REL_VASSALS_DONT_MIND_RAISED_DESC;Vassals do not mind if their levies are raised;Les vassaux ne s'objecte pas à l'appel de leurs troupes;Vasallen haben keine Einwände, wenn ihre Lehnstruppen einberufen werden;;Los vasallos no se oponen si se reclutan levas.;;;;;;;;;x
REL_DIVINE_BLOOD_DESC;Rulers can marry close kin to improve vassal opinions;Les dirigeants peuvent s'attacher des vassaux en leur mariant de proches parents;Herrscher können nahe Verwandte verheiraten, um Beziehungen zu Vasallen zu verbessern;;Los jefes se pueden casar con parientes cercanos para mejorar las opiniones del vasallo;;;;;;;;;x
REL_DECADENCE_DESC;$NAME$ dynasties may grow Decadent;Une dynastie $NAME$ peut sombrer dans la décadence;$NAME$ Dynastien können Dekadenz entwickeln;;Las dinastías $NAME$ pueden volverse decantes;;;;;;;;;x
REL_NO_MATRI_MARRIAGES_DESC;Matrilineal marriages are not allowed;Les mariages matrilinéaires ne sont pas autorisés;Matrilineares Heiraten ist nicht gestattet;;No se permiten los matrimonios matrilineales;;;;;;;;;x
REL_POLYGAMY_DESC;$NAME$ men can have up to §Y$NUM$§! wives (unless they are allowed to have concubines);Un homme $NAME$ peut avoir jusqu'à §Y$NUM$§! épouses (à moins qu'il ne se prennent des concubines);$NAME$ Männer können bis zu §Y$NUM$§! Ehefrauen haben (außer sie dürfen sich Konkubinen zulegen);;Los hombres $NAME$ pueden tener hasta §Y$NUM$§! esposas (a menos que se les permita tener concubinas);;;;;;;;;x
REL_CONCUBINAGE_DESC;$NAME$ men can take up to §Y$NUM$§! Concubines;Un homme $NAME$ peut avoir jusqu'à §Y$NUM$§! Concubines;$NAME$ können bis zu §Y$NUM$§! Konkubinen haben;;Los hombres $NAME$ pueden tomar hasta §Y$NUM$§! concubinas;;;;;;;;;x
REL_DEF_ATTRITION_DESC;Non-pagans (with low tech) have a very low Supply Limit in $NAME$ counties;Sans avancées techniques, les troupes d'une religion organisées subissent une importante attrition sur une terre $NAME$;Nichtheiden (mit gering entwickelten technischen Fertigkeiten) haben eine sehr geringe Maximal-Versorgung in $NAME$ Grafschaften;;Los no paganos (con tecnología baja) tienen un límite de suministro muy bajo en condados $NAME$ ;;;;;;;;;x
REL_PEACE_PRESTIGE_LOSS_DESC;Rulers lose Prestige if at peace for too long;Les dirigeants perdent du prestige s'ils sont en paix pour trop longtemps;Herrscher verlieren Prestige, wenn zu lange Frieden herrscht;;Los gobernantes pierden Prestigio llevan demasiado tiempo en paz;;;;;;;;;x
REL_CAN_REFORM_DESC;Can be Reformed;Peut devenir une religion organisée;Kann reformiert werden;;Puede ser reformado;;;;;;;;;x
REL_HEAD_CAN_BE_CREATED_DESC;A religious head (the $HEAD_TITLE$) can be created by a special Decision;Un chef spirituel ($HEAD_TITLE$) peut être créé lors d'une décision spéciale;Ein religiöses Oberhaupt ($HEAD_TITLE$) kann per besonderer Entscheidung geschaffen werden;;Se puede crear un líder religioso (el $HEAD_TITLE$) por una decisión especial;;;;;;;;;x
REL_SECULAR_HEAD_DESC;$TITLE_NAME$ is held by a secular ruler, and can be destroyed or created normally;"Le titre de $TITLE_NAME$ peut être détenu par un dirigeant séculier; il peut être créé et détruit";$TITLE_NAME$ wird von einem weltlichen Herrscher gehalten und kann ganz normal abgeschafft oder geschaffen werden;;$TITLE_NAME$ lo posee un gobernante secular y puede ser destruido o creado normalmente;;;;;;;;;x
REL_ALWAYS_A_HEAD_DESC;There is always a $HEAD_TITLE$, landed or not;Même s'il n'a plus de fiefs, il y a toujours un $HEAD_TITLE$;Es gibt immer einen $HEAD_TITLE$, auch ohne eigenen Landbesitz;;Siempre hay un $HEAD_TITLE$, conseguido o no;;;;;;;;;x
REL_NO_HEAD_DESC;There is (and can exist) no religious head;Cette religion ne dispose d'aucun chef spirituel;Ein Religionsoberhaupt gibt es nicht (und kann es nicht geben);;No hay (ni puede existir) ninguna autoridad religiosa;;;;;;;;;x
REL_CASTE_OPINIONS_DESC;Caste Traits have great effect on opinions;La caste a un impact majeur sur les opinions;Kastenmerkmale haben großen Einfluss auf die Beliebtheit;;Los rasgos de castas tienen gran efecto en las opiniones;;;;;;;;;x
REL_PACIFIST_DESC;Much lower chance of provincial revolts\n§Y*§! Large bonuses to all vassal opinions\n§Y*§! Rulers can hold larger Demesnes\n§Y*§! Rulers cannot declare Holy Wars;Les risques de révoltes populaires sont grandement réduits\n§Y*§! Important bonus d'opinion des vassaux±n§Y*§! Les dirigeants peuvent avoir un plus grand domaine\n§Y*§! Aucune guerre sainte ne peut être déclarée;Wesentlich geringere Wahrscheinlichkeit von Provinzrevolten\n§Y*§! Großer Bonus auf Vasallenbeliebtheit\n§Y*§! Herrscher können über eine größere Domäne verfügen\n§Y*§! Herrscher können keine Heiligen Kriege erklären;;Mucho menor probabilidad de revueltas provinciales\n§Y*§! Grandes bonificaciones para todas opiniones de los vasallos\n§Y*§! Los gobernantes pueden retener dominios más grandes\n§Y*§! Los gobernantes no pueden declarar guerras santas;;;;;;;;;x
REL_HEIR_DESIGNATION_DESC;Can designate any valid offspring as the heir;Peut désigner son héritier parmi sa descendance directe;Kann jedes in Frage kommende Kind zum Thronfolger erklären;;Puede nombrar heredero a cualquier descendiente válido;;;;;;;;;x
buddhist_FEATURES;§Y*§! Can only declare limited Holy Wars against non-Indian religions;§Y*§! Les guerres saintes sont limitées et ne peuvent viser que des religions non-indiennes;§Y*§! Kann nur eingeschränkt Heilige Kriege gegen nichtindische Religionen führen;;§Y*§! Sólo puede declarar guerras santas limitada contra religiones no indias;;;;;;;;;x
hindu_FEATURES;§Y*§! Can only declare Holy Wars against non-Indian religions;§Y*§! Aucune guerre sainte ne peut être déclarée contre une autre religion indienne;§Y*§! Kann nur gegen nichtindische Religionen Heilige Kriege führen;;§Y*§! Sólo puede declarar guerras santas contra religiones no indias;;;;;;;;;x
cathar_FEATURES;§Y*§! Women may hold all councillor positions\n§Y*§! Women may lead armies;§Y*§! Les femmes ont accès à tous les postes du Conseil\n§Y*§! Les femmes peuvent mener des armées au combat;§Y*§! Frauen können alle Ratspositionen bekleiden\n§Y*§! Frauen können Armeen befehligen;;§Y*§! Las mujeres pueden ocupar todos los puestos de consejero\n§Y*§!Las mujeres pueden dirigir ejércitos;;;;;;;;;x
