#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
alert_should_nominate_heir_delayed;You should nominate successors for these titles:\n$LIST$;Vous devriez désigner un héritier pour les titres suivants :\n$LIST$;Vous devriez désigner un héritier pour les titres suivants :\n$LIST$;FAUX;Deberías nombrar sucesores para estos títulos:\n$LIST$;;;;;;;;;x
#alert_demesne_too_big_delayed;Your demesne has §Y$NUM$§!/§Y$MAX$§! holdings, causing inefficient taxation and resentment among your vassals.;Votre domaine compte §Y$NUM$§!/§Y$MAX$§! fiefs, ce qui complique la collecte de l'impôt et vexent vos vassaux.;Votre domaine compte §Y$NUM$§!/§Y$MAX$§! fiefs, ce qui complique la collecte de l'impôt et vexent vos vassaux.;FAUX;Tu heredad tiene §Y$NUM$§!/§Y$MAX$§! posesiones que originan impuestos inútiles y resentimiento entre tus vasallos.;;;;;;;;;x
alert_adult_sons_notitle_instant;§YUnlanded Sons§!;§YFils sans terres§!;§YFils sans terres§!;VRAI;§YHijos sin tierra§!;;;;;;;;;x
#ca_keep_4;Large Keep;Castel;Castel;FAUX;Torreón grande;;;;;;;;;x
WAR_NAME_CLAIM;$ORDER$$FIRST_ADJ$ Claim on $OTHER_TITLE$ War;$ORDER$ Guerre de revendication $FIRST_ADJ$ sur $OTHER_TITLE$;$ORDER$ Guerre de revendication $FIRST_ADJ$ sur $OTHER_TITLE$;FAUX;$ORDER$ Guerra $FIRST_ADJ$ por el $OTHER_TITLE$;;;;;;;;;x
CB_NAME_SENIORITY_SUCCESSION_LAW;Seniority Succession Law;Imposer le Séniorat pour la succession;Imposer le Séniorat pour la succession;FAUX;Ley de sucesión por antigüedad;;;;;;;;;x
WAR_NAME_SENIORITY_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Seniority;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution sénioriale;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution sénioriale;FAUX;$ORDER$ Guerra Civil $SECOND_ADJ$ por la Ley de Primogenitura;;;;;;;;;x
CB_NAME_PRIMOGENITURE_SUCCESSION_LAW;Primogeniture Succession Law;Imposer la Primogéniture pour la succession;Imposer la Primogéniture pour la succession;FAUX;Ley de sucesión por primogenitura;;;;;;;;;x
WAR_NAME_PRIOGENITURE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Primogeniture;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution primogénitale;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution primogénitale;FAUX;$ORDER$Guerra civil $SECOND_ADJ$ por primogenitura;;;;;;;;;x
CB_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;Elective Monarchy Succession Law;Imposer l'Élection pour la succession;Imposer l'Élection pour la succession;FAUX;Ley de sucesión por monarquía electiva;;;;;;;;;x
WAR_NAME_FEUDAL_ELECTIVE_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Elective Monarchy;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution électorale;$ORDER$ Guerre civile $SECOND_ADJ$ de la dévolution électorale;FAUX;$ORDER$ Guerra Civil $SECOND_ADJ$ por la Ley de Sucesión Electiva;;;;;;;;;x
CB_NAME_RELIGIOUS;Holy War for [Title.GetBaseName];Guerre Sainte en [Title.GetName];Guerre Sainte en [Title.GetName];FAUX;Guerra Santa por [Title.GetBaseName];;;;;;;;;x
WAR_NAME_RELIGIOUS;$ORDER$$FIRST_ADJ$ Holy War for $OTHER_TITLE$;$ORDER$ Guerre Sainte $FIRST_ADJ$ en $OTHER_TITLE$;$ORDER$ Guerre Sainte $FIRST_ADJ$ en $OTHER_TITLE$;FAUX;$ORDER$ Guerra Santa $FIRST_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
WAR_NAME_OVERTHROWRULER;$ORDER$War against the Tyranny of $DEFENDER$;$ORDER$ Révolte contre le joug de $DEFENDER$;$ORDER$ Révolte contre le joug de $DEFENDER$;FAUX;$ORDER$ Guerra contra la Tiranía de $DEFENDER$;;;;;;;;;x
WAR_NAME_DEJUREBARONYCLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ County War over $OTHER_TITLE$;$ORDER$ Guerre $FIRST_ADJ$-$SECOND_ADJ$ pour la suzeraineté de $OTHER_TITLE$;$ORDER$ Guerre $FIRST_ADJ$-$SECOND_ADJ$ pour la suzeraineté de $OTHER_TITLE$;FAUX;$ORDER$ Guerra Condal $FIRST_ADJ$-$SECOND_ADJ$ por $OTHER_TITLE$;;;;;;;;;x
ON_CB_SUCCESS_DESC;§YIf we win the war:§W\n;§YSi nous l'emportons :§W\n;§YSi nous l'emportons :§W\n;FAUX;§YSi ganamos la guerra:§W\n;;;;;;;;;x
ON_CB_REVERSEDEMAND_DESC;§YIf we lose the war:§W\n;§YSi nous sommes défaits :§W\n;§YSi nous sommes défaits :§W\n;FAUX;§YSi perdemos la guerra:§W\n;;;;;;;;;x
ON_CB_DEFENDERDEATH_DESC;§YIf leader of defending alliance dies:§W\n;§YSi le chef de l’alliance défenderesse meurt :§W\n;§YSi le chef de l’alliance défenderesse meurt :§W\n;FAUX;§YSi el líder de la facción que defiende muere:§W\n;;;;;;;;;x
invasion_desc;§Y$CLAIMANT$§! has been granted the right to invade the §Y$TITLE$§!. If successful, the titles to all currently occupied holdings will be seized.;§Y$CLAIMANT$§! a désormais le droit d’envahir §Y$TITLE$§!. En cas de réussite, les titres de tous les fiefs seront pris.;§Y$CLAIMANT$§! a désormais le droit d’envahir §Y$TITLE$§!. En cas de réussite, les titres de tous les fiefs seront pris.;FAUX;A §Y$CLAIMANT$§! se le ha concedido el derecho de invadir el §Y$TITLE$§!. Si triunfa se apoderará de los títulos de todas las posesiones actualmente ocupadas.;;;;;;;;;x
overthrow_ruler_desc;§Y$TARGET$§! has tried and failed to imprison §Y$CLAIMANT$§!, which has resulted in an armed conflict;§Y$TARGET$§! a essayé en vain d’emprisonner §Y$CLAIMANT$§!, ce qui a déclenché un conflit armé.;§Y$TARGET$§! a essayé en vain d’emprisonner §Y$CLAIMANT$§!, ce qui a déclenché un conflit armé.;FAUX;§Y$TARGET$§! ha fracasado en su intento de apresar a §Y$CLAIMANT$§!, lo cual ha desembocado en conflicto armado;;;;;;;;;x
CB_NAME_GAVELKIND_SUCCESSION_LAW;Gavelkind Succession Law;Imposer le Partage salique pour la succession;Imposer le Partage salique pour la succession;FAUX;Ley de sucesión por herencia a partes iguales;;;;;;;;;x
WAR_NAME_GAVELKIND_SUCCESSION_LAW;$ORDER$$SECOND_ADJ$ Civil War for Gavelkind;$ORDER$ Guerre civile $SECOND_ADJ$ du Partage salique;$ORDER$ Guerre civile $SECOND_ADJ$ du Partage salique;FAUX;$ORDER$ Guerra Civil $SECOND_ADJ$ por la Sucesión a Partes Iguales;;;;;;;;;x
lower_crown_authority_law_desc;§Y$CLAIMANT$§! can declare war to lower Crown Authority in the §Y$TITLE$§!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour affaiblir l’autorité de la Couronne de §Y$TITLE$§!;Le(la) §Y$CLAIMANT$§! peut déclarer la guerre pour affaiblir l’autorité de la Couronne de §Y$TITLE$§!;FAUX;§Y$CLAIMANT$§! puede declarar la guerra para reducir la autoridad de la Corona en el §Y$TITLE$§!;;;;;;;;;x
SEARCH_REALM;Search Realm;Domaine;Royaume;FAUX;Buscar reino;;;;;;;;;x
FILTER_LANDED_DYNASTY;Great House;Grandes Familles;Grandes Familles;FAUX;Gran Dinastía;;;;;;;;;x
#CHARACTER_DEAD_TOOLTIP;Died: §Y[GetDeathDate] §!at age §Y[GetAgeYears]§!;Mort le §Y[GetDeathDate] §! à l’âge de §Y[GetAgeYears]§! ans;Mort le §Y[GetDeathDate] §! à l’âge de §Y[GetAgeYears]§! ans;FAUX;Fallecido: §Y[GetDeathDate] §!a la edad de §Y[GetAgeYears]§!;;;;;;;;;x
generic_skirmish_tactic;Generic Skirmish Tactic;Escarmouche générale;Escarmouche générale;FAUX;Táctica de escaramuza genérica;;;;;;;;;x
harass_tactic;Harass Tactic;Harcèlement;Harcèlement;FAUX;Táctica de acoso;;;;;;;;;x
#volly_harass_tactic;Volly Harras Tactic;Harcèlement par salves;Harcèlement par salves;FAUX;Táctica de Volly Harras;;;;;;;;;x
volley_tactic;Volley Tactic;Salve;Salve;FAUX;Táctica de salvas;;;;;;;;;x
swarm_volley_tactic;Swarm Volley Tactic;Salve en essaim;Salve en essaim;FAUX;Táctica de salvas en grupo;;;;;;;;;x
swarm_tactic;Swarm Tactic;Englobement;Englobement;FAUX;Táctica de ataque en grupo;;;;;;;;;x
#harras_swarm_tactic;Harras Swarm Tactic;Harcèlement en essaim;Harcèlement en essaim;FAUX;Táctica de ataque en grupo de Harras;;;;;;;;;x
shieldwall_tactic;Shieldwall Tactic;Mur de boucliers;Mur de boucliers;FAUX;Táctica de muro de escudos;;;;;;;;;x
fient_tactic;Feint Tactic;Feinte;Feinte;FAUX;Táctica de fingimiento;;;;;;;;;x
prepare_tactic;Prepare Tactic;Préparatifs;Préparatifs;FAUX;Preparar táctica;;;;;;;;;x
charge_tactic;Charge Tactic;Charge;Charge;FAUX;Táctica de carga;;;;;;;;;x
wait_tactic;Wait Tactic;Attente;Attente;FAUX;Táctica de espera;;;;;;;;;x
advance_tactic;Advance Tactic;Progression;Progression;FAUX;Táctica de avance;;;;;;;;;x
awesome_advance_tactic;Awesome Advance Tactic;Progression débridée;Progression débridée;FAUX;Táctica de avance pavoroso;;;;;;;;;x
stand_fast_tactic;Stand Fast Tactic;Maintien de position;Maintien de position;FAUX;Táctica de mantener la posición;;;;;;;;;x
#awesome_charge_tactic;Awesome Charge Tactic;Charge débridée;Charge débridée;FAUX;Táctica de carga pavorosa;;;;;;;;;x
#awesomer_charge_tactic;Awesomer Charge Tactic;Charge à bâtons rompus;Charge à bâtons rompus;FAUX;Táctica de carga más pavorosa;;;;;;;;;x
barrage_tactic;Barrage Tactic;Barrage;Barrage;FAUX;Táctica de bombardeo;;;;;;;;;x
raid_tactic;Raid Tactic;Raid;Raid;FAUX;Táctica de asalto;;;;;;;;;x
pursue_tactic;Pursue Tactic;Poursuite;Poursuite;FAUX;Táctica de persecución;;;;;;;;;x
BUBONIC_PLAGUE_INFO;The Pale Rider has brought the Black Death to this county.;Le quatrième cavalier répand la peste noire dans ce pays.;Le quatrième cavalier répand la peste noire dans ce pays.;FAUX;El Jinete Pálido ha traído la Muerte Negra a este país.;;;;;;;;;x
CHANGE_SIEGE;The defenders in the siege in $WHERE$ will get $SIZE$ penalties.;Les défenseurs au siège de $WHERE$ vont subir des pénalités $SIZE$.;Les défenseurs au siège de $WHERE$ vont subir des pénalités $SIZE$.;FAUX;Los defensores del asedio de $WHERE$ tendrán penalizaciones de $SIZE$.;$WHERE$: i difensori nell'assedio riceveranno $SIZE$ penalità.;$WHERE$ ostromában a védõk $SIZE$ büntetést kapnak.;Obránce obléhané pevnosti v $WHERE$ obdrží postih $SIZE$.;;;;;;x
MARTIALEFFECT;$DIRECTION$ $VALUE$ Martial\n;$DIRECTION$ $VALUE$ en compétence Martiale \n;$DIRECTION$ $VALUE$ en compétence Martiale \n;FAUX;$DIRECTION$ $VALUE$ Marcial\n;;;;;;;;;x
BACK_PLOT_EFFECT;$BACKER$ joins $PLOTTER$ in the plot to $TITLE$\n;$BACKER$ soutient le complot de $PLOTTER$ pour le(la) $TITLE$\n;$BACKER$ soutient le complot de $PLOTTER$ pour le(la) $TITLE$\n;FAUX;$BACKER$ se une al complot de $PLOTTER$ para el $TITLE$\n;;;;;;;;;x
ACTIVATE_TITLE_EFFECT;§Y$TITLE$§! now exists.\n;§Y$TITLE$§! existe désormais.\n;§Y$TITLE$§! existe désormais.\n;FAUX;§Y$TITLE$§! ya existe.\n;;;;;;;;;x
DEACTIVATE_TITLE_EFFECT;§Y$TITLE$§! no longer exists.\n;§Y$TITLE$§! n’existe plus.\n;§Y$TITLE$§! n’existe plus.\n;FAUX;§Y$TITLE$§! ya no existe.\n;;;;;;;;;x
ALL_CURRENT_ENEMIES;All War Enemies;Tous les ennemis;Tous les ennemis;FAUX;Todos los enemigos en guerra;;;;;;;;;x
ALLOW_REVOKATION_ON;Revocation of titles Allowed.\n;Annulation des titres autorisée;Annulation des titres autorisée;FAUX;Revocación de títulos permitida.\n;;;;;;;;;x
ALLOW_REVOKATION_OFF;Revocation of titles Disallowed.\n;Annulation des titres non autorisée;Annulation des titres non autorisée;FAUX;Revocación de títulos no permitida.\n;;;;;;;;;x
ALLOW_FREE_INFIDEL_REVOKATION_ON;Revocation of infidel titles free.\n;L’annulation des titres des infidèles est libre;L’annulation des titres des infidèles est libre;FAUX;Revocación de títulos de infieles gratuita.\n;;;;;;;;;x
ALLOW_FREE_INFIDEL_REVOKATION_OFF;Revocation of infidel titles no longer free.\n;L’annulation des titres des infidèles n’est plus libre.\n;L’annulation des titres des infidèles n’est plus libre;FAUX;Revocación de títulos de infieles ya no gratuita.\n;;;;;;;;;x
ALLOW_FREE_REVOKATION_OFF;Revocation of titles no longer free.\n;L’annulation des titres n’est plus libre.\n;L’annulation des titres n’est plus libre;FAUX;Revocación de títulos ya no gratuita.\n;;;;;;;;;x
COMBATEND_PIETY;§Y[Player.Religion.GetPietyName] Gained in Battle§!;§Y[Player.Religion.GetPietyName] acquise au combat§!;§YPiété acquise au combat§!;FAUX;§Y[Player.Religion.GetPietyName] lograda en batalla§!;;;;;;;;;x
ENDGAME_TEXT_DEATH;After a lineage of $NUMCHARS$ characters your line has ended with the death of the heirless $ENDCHAR$. ;Après $NUMCHARS$ personnages successifs, la mort de $ENDCHAR$ a vu s'éteindre votre lignée;Après $NUMCHARS$ personnages successifs, la mort de $ENDCHAR$ a vu s'éteindre votre lignée;FAUX;Tras una estirpe de $NUMCHARS$ personajes tu linaje ha terminado con la muerte de los descendientes sin hijos $ENDCHAR$.;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Komnenos. If we exclude Isaac, who had launched a successful coup to become Emperor in 1057, the Komnenos family were loyal servants of the Byzantine Empire. In the chaos following the Seljuk victory at Manzikert, the Komnenos family followed that proud family tradition and launched another coup. For the next 100 years the dynasty would halt the decline of the Byzantine Empire under what we know as the Komnenian restoration. Ironically, the family would be toppled in a palace coup, but they would continue to rule as Emperors in Trebizond;Avec un score de $SCORE$, vous surpassez la Maison Comnène. Hormis Isaac, qui s'empare du trône impérial en 1057, les Comnène sont de loyaux serviteurs de l’Empire byzantin. Dans le chaos qui règne après la victoire seldjouk à Manzikert, les Comnènes reviennent à leurs sources et trament un nouveau coup d'État. Au cours du siècle qui suit, la dynastie interrompt le déclin de l’Empire byzantin par ce qui fut connut comme la 'restauration Comnène'. Ironiquement, une révolution de palais évincera la famille, mais elle continue à régner sur l’Empire de Trébizonde.;Avec un score de $SCORE$, vous surpassez la Maison Comnène. Hormis Isaac, qui s'empare du trône impérial en 1057, les Comnène sont de loyaux serviteurs de l’Empire byzantin. Dans le chaos qui règne après la victoire seldjouk à Manzikert, les Comnènes reviennent à leurs sources et trament un nouveau coup d'État. Au cours du siècle qui suit, la dynastie interrompt le déclin de l’Empire byzantin par ce qui fut connut comme la 'restauration Comnène'. Ironiquement, une révolution de palais évincera la famille, mais elle continue à régner sur l’Empire de Trébizonde.;FAUX;Con una puntuación de $SCORE$ tú, $FAILED$, no has logrado vencer a la Casa Komnenos. Salvo Isaac, que organizó un exitoso golpe de estado para ser emperador en 1057, los miembros de la familia Komnenos fueron leales servidores del Imperio Bizantino. En el caos posterior a la victoria de Seljuk en Manzikert, la familia Komnenos siguió su orgullosa tradición familiar y organizó otro golpe. Los 100 años siguientes la dinastía detuvo el declive del Imperio Bizantino en el contexto de lo que se conoce como restauración Komenian. Irónicamente, la familia fue derrocada en un golpe de estado, siguieron gobernando como emperadores en Trebisonda.;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House von Zähringen, who were powerful landholders in Southern Germany and holders of the Duchies of Verona and Carinthia, which made the Zähringen family a key power holder in Germany. A failed rebellion against the Emperor saw these titles stripped from the family and other parts of the family lands would be inherited by other dynasties, leaving the family lands shrunk to a few holdings in Swabia.;Avec un score de $SCORE$, vous surpassez la Maison von Zähringen composée de puissants propriétaires fonciers du sud de l’Allemagne ainsi que des Titulaires des duchés de Vérone et de Carinthie. Les Zähringen sont des acteurs influents du pouvoir allemand. Suite à une rébellion manquée contre l’Empereur, la famille perd ces titres et ses terres sont distribuées à d’autres dynasties. Ses avoirs se cantonnent alors à quelques possessions en Souabe.;Avec un score de $SCORE$, vous surpassez la Maison von Zähringen composée de puissants propriétaires fonciers du sud de l’Allemagne ainsi que des Titulaires des duchés de Vérone et de Carinthie. Les Zähringen sont des acteurs influents du pouvoir allemand. Suite à une rébellion manquée contre l’Empereur, la famille perd ces titres et ses terres sont distribuées à d’autres dynasties. Ses avoirs se cantonnent alors à quelques possessions en Souabe.;FAUX;Con una puntuación de $SCORE$ tú, $FAILED$, no has vencido a la Casa de Zähringen, poderosos terratenientes de Alemania del Sur, dueños de los ducados de Verona y Cartinthia, lo cual hacía de ellos importante centro de poder en Alemania. Una rebelión fallida contra el emperador causó que la familia perdiese estos títulos y que otros de sus territorios fuesen heredados por otras dinastías. El patrimonio familiar se redujo a unas pocas posesiones en Swabia.;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Babenberger, which is not to be confused with the slightly more famous von Babenbergs of Austria. This cadet branch of house Capet held minor titles in Franconia. History probably wouldn’t remember them if it wasn’t for the more famous family with a similar name.;Avec un score de $SCORE$, vous surpassez la Maison Babenberger, à ne pas confondre avec les illustres von Babenberg d’Autriche. Cette branche cadette de la maison capétienne possède des titres mineurs en Franconie. L’histoire ne se souviendrait probablement pas de cette famille si on ne la confondait pas avec les von Babenberg.;Avec un score de $SCORE$, vous surpassez la Maison Babenberger, à ne pas confondre avec les illustres von Babenberg d’Autriche. Cette branche cadette de la maison capétienne possède des titres mineurs en Franconie. L’histoire ne se souviendrait probablement pas de cette famille si on ne la confondait pas avec les von Babenberg.;FAUX;Con una puntuación de $SCORE$ tú, $FAILED$, no has vencido a la Casa de Babenberger, que no debe confundirse con la conocida de los Babenergs de Austria. Esta línea de sangre secundaria de la Casa Capet tuvo títulos menores en Franconia. La historia no les recordaría de no ser por el parecido de su nombre al de los famosos.;;;;;;;;;x
#DYNFAIL_DESC;With a score of $SCORE$ you should clearly not be playing this game.;Avec un score de $SCORE$, vous ne devriez probablement vous trouver un autre passe-temps.;Avec un score de $SCORE$, vous ne devriez probablement vous trouver un autre passe-temps.;FAUX;Con una puntuación de $SCORE$ está claro que no deberías jugar a este juego.;;;;;;;;;x
#EVTDESC1000;I feel a sudden urge to ravish all the young ladies in the court.;J’ai tout à coup envie d'honorer toutes les jeunes femmes de la Cour.;J’ai tout à coup envie d'honorer toutes les jeunes femmes de la Cour.;FAUX;Siento un súbito deseo de violar a todas las damas jóvenes de la corte.;;;;;;;;;x
#EVTDESC1001;A man should be able to resist a seductive woman.;Un homme doit savoir résister aux charmes d'une femme.;Un homme doit savoir résister aux charmes d'une femme.;FAUX;Un hombre debería poder resistirse a una mujer seductora.;;;;;;;;;x
#EVTDESC1003;My intense study of the Bible has led me to believe certain things, and self-control is one of those.;L’intensité avec laquelle j’étudie la Bible me porte à croire à certaines choses, comme à la maîtrise de soi.;J'ai tiré maintes leçons de ma grande étude de la Bible, la maîtrise de soi en est une.;FAUX;Mi intenso estudio de la biblia me ha llevado a creer en ciertas cosas, y el autocontrol es una de ellas.;;;;;;;;;x
#EVTOPTA1003;Temperance is the way!;La modération a bien meilleur goût !;La modération a bien meilleur goût !;FAUX;¡El camino es la moderación!;;;;;;;;;x
#EVTDESC1004;The respect I get and the money that fills my treasure chamber makes my heart burn with a desire for more.;Tout ce respect et cet or qui s'amoncellent, je n'ai envie que d'en avoir plus.;Tout ce respect et cet or qui s'amoncellent, je n'ai envie que d'en avoir plus.;FAUX;El respeto que obtengo y el dinero que llena mi cámara del tesoro hacen que mi corazón desee más.;;;;;;;;;x
#EVTDESC1012;Pride goeth before destruction, and a haughty spirit before a fall'... Pah!;L'arrogance précède la ruine et l'esprit altier la chute'... Ridicule !;L'arrogance précède la ruine et l'esprit altier la chute'... Ridicule !;FAUX;El orgullo precede a la destrucción, y un espíritu arrogante antes de una caída... ¡Bah!;;;;;;;;;x
#EVTOPTA1015;Honesty, thy name is [From.GetFirstName];L'honnête [From.GetFirstName].;L'honnête [From.GetFirstName].;FAUX;Honestidad, tu nombre es [From.GetFirstName];;;;;;;;;x
#EVTDESC1016;My legs begin to shake, then I lose control over myself and might even cry.;Mes jambes faiblissent, puis je perds le contrôle de moi-même, j'en pleure parfois.;Mes jambes faiblissent, puis je perds le contrôle de moi-même, j'en pleure parfois.;FAUX;Mis piernas tiemblan, luego pierdo el control de mí mismo e incluso podría llorar.;;;;;;;;;x
#EVTOPTA1016;I fear I have turned into a coward;Je crains fort d’être lâche.;Je crains fort d’être lâche.;FAUX;Me temo que me he vuelto un cobarde;;;;;;;;;x
#EVTDESC1017;The adrenaline makes my blood rush through my body and fills me with courage.;Avec l'adrénaline, mon sang ne fait qu'un tour et je m’emplis de courage.;Avec l'adrénaline, mon sang ne fait qu'un tour et je m’emplis de courage.;FAUX;La adrenalina hace que mi sangre se precipite por mis venas y me llena de valor.;;;;;;;;;x
#EVTDESC1020;I am going to be the greatest [Root.GetManWoman] ever!;Il n'y aura pas à préciser, pour tous, [Root.GetManWoman], ce sera moi !;Il n'y aura pas à préciser, pour tous, [Root.GetManWoman], ce sera moi !;FAUX;¡Seré el [Root.GetManWoman] más grande de todos los tiempos!;;;;;;;;;x
#EVTDESC1021;I have come as far as I want to, I feel no need to keep pushing myself.;J'ai tout ce que je désire, je ne vois pas pourquoi insister.;J'ai tout ce que je désire, je ne vois pas pourquoi insister.;FAUX;He llegado adonde quería llegar, no necesito seguir presionándome.;;;;;;;;;x
#EVTOPTA1021;I'm content;Quelle satisfaction !;Quelle satisfaction !;FAUX;Estoy contento;;;;;;;;;x
#EVTOPTA1022;I can't be just;Cela s'avère impossible.;Cela s'avère impossible.;FAUX;No puedo ser justo;;;;;;;;;x
