#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
CHANGE_SIEGE;The defenders in the siege in $WHERE$ will get $SIZE$ penalties.;Les défenseurs au siège de $WHERE$ vont subir des pénalités $SIZE$.;;;;;;;;;;;;x
GAIN_CB;Gain casus-belli on $WHO$.\n;Obtention d’un casus belli sur $WHO$\n;;;;;;;;;;;;x
MARTIALEFFECT;$DIRECTION$ $VALUE$ Martial\n;$DIRECTION$ $VALUE$ en compétence Martiale \n;;;;;;;;;;;;x
BACK_PLOT_EFFECT;$BACKER$ joins $PLOTTER$ in the plot to $TITLE$\n;$BACKER$ soutient le complot de $PLOTTER$ pour le(la) $TITLE$\n;;;;;;;;;;;;x
DEACTIVATE_TITLE_EFFECT;§Y$TITLE$§! no longer exists.\n;§Y$TITLE$§! n’existe plus.\n;;;;;;;;;;;;x
ALL_CURRENT_ENEMIES;All War Enemies;Tous les ennemis;;;;;;;;;;;;x
ALLOW_REVOKATION_ON;Revocation of titles Allowed\n;Annulation des titres autorisée;;;;;;;;;;;;x
ALLOW_REVOKATION_OFF;Revocation of titles Disallowed\n;Annulation des titres non autorisée;;;;;;;;;;;;x
ALLOW_FREE_INFIDEL_REVOKATION_ON;Revocation of infidel titles free\n;L’annulation des titres des infidèles est libre;;;;;;;;;;;;x
ALLOW_FREE_INFIDEL_REVOKATION_OFF;Revocation of infidel titles no longer free\n;L’annulation des titres des infidèles n’est plus libre.\n;;;;;;;;;;;;x
ALLOW_FREE_REVOKATION_OFF;Revocation of titles no longer free\n;L’annulation des titres n’est plus libre.\n;;;;;;;;;;;;x
COMBATEND_PIETY;§Y[Player.Religion.GetPietyName] Gained in Battle§!;§Y[Player.Religion.GetPietyName] acquise au combat§!;;;;;;;;;;;;x
ENDGAME_TEXT_DEATH;After a lineage of $NUMCHARS$ characters your line has ended with the death of the heirless $ENDCHAR$. ;Après $NUMCHARS$ personnages successifs, la mort de $ENDCHAR$ a vu s'éteindre votre lignée;;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Komnenos. If we exclude Isaac, who had launched a successful coup to become Emperor in 1057, the Komnenos family were loyal servants of the Byzantine Empire. In the chaos following the Seljuk victory at Manzikert, the Komnenos family followed that proud family tradition and launched another coup. For the next 100 years the dynasty would halt the decline of the Byzantine Empire under what we know as the Komnenian restoration. Ironically, the family would be toppled in a palace coup, but they would continue to rule as Emperors in Trebizond;Avec un score de $SCORE$, vous surpassez la Maison Comnène. Hormis Isaac, qui s'empare du trône impérial en 1057, les Comnène sont de loyaux serviteurs de l’Empire byzantin. Dans le chaos qui règne après la victoire seldjouk à Manzikert, les Comnènes reviennent à leurs sources et trament un nouveau coup d'État. Au cours du siècle qui suit, la dynastie interrompt le déclin de l’Empire byzantin par ce qui fut connut comme la 'restauration Comnène'. Ironiquement, une révolution de palais évincera la famille, mais elle continue à régner sur l’Empire de Trébizonde.;;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House von Zähringen, who were powerful landholders in Southern Germany and holders of the Duchies of Verona and Carinthia, which made the Zähringen family a key power holder in Germany. A failed rebellion against the Emperor saw these titles stripped from the family and other parts of the family lands would be inherited by other dynasties, leaving the family lands shrunk to a few holdings in Swabia.;Avec un score de $SCORE$, vous surpassez la Maison von Zähringen composée de puissants propriétaires fonciers du sud de l’Allemagne ainsi que des Titulaires des duchés de Vérone et de Carinthie. Les Zähringen sont des acteurs influents du pouvoir allemand. Suite à une rébellion manquée contre l’Empereur, la famille perd ces titres et ses terres sont distribuées à d’autres dynasties. Ses avoirs se cantonnent alors à quelques possessions en Souabe.;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Babenberger, which is not to be confused with the slightly more famous von Babenbergs of Austria. This cadet branch of house Capet held minor titles in Franconia. History probably wouldn't remember them if it wasn't for the more famous family with a similar name.;Avec un score de $SCORE$, vous surpassez la Maison Babenberger, à ne pas confondre avec les illustres von Babenberg d’Autriche. Cette branche cadette de la maison capétienne possède des titres mineurs en Franconie. L’histoire ne se souviendrait probablement pas de cette famille si on ne la confondait pas avec les von Babenberg.;;;;;;;;;;;;x
EVTDESC1028;It seems the young women no longer have the power to seduce me.;Les jeunes femmes semblent me laisser de marbre désormais.;;;;;;;;;;;;x
EVTDESC1030;A diet of bread and water does not satisfy me any more. I need something else, something delicious and filling.;Je ne peux plus me contenter de pain et d’eau fraîche. Il me faut des mets à la fois savoureux et nourrissants.;;;;;;;;;;;;x
EVTDESC1036;I am sick of always being kind to everyone!;J’en ai assez de traiter tout le monde avec gentillesse !;;;;;;;;;;;;x
EVTDESC1037;I should be happy with what I've got, not everyone is as privileged as I am.;Je devrai me contenter de ce qui est mien. Tout le monde n’est pas aussi privilégié que moi.;;;;;;;;;;;;x
EVTDESC1038;I have started to feel that 'turn the other cheek' is just stupid.;Plus ça va, plus je trouve que 'tendre l’autre joue' est un peu stupide.;;;;;;;;;;;;x
EVTDESC1039;The constant surges of adrenaline and increased heart rate makes me weary. It's not as fun being angry as it used to be.;Ces incessants coups de sang commencent à avoir raison de moi. La colère ne m’amuse plus autant qu’avant.;;;;;;;;;;;;x
EVTDESC1040;I am pretty great, after all.;Je suis quand même extraordinaire.;;;;;;;;;;;;x
EVTOPTA1040;I think I should be proud of myself;Je pense que je suis quelque chose comme une bonne personne.;;;;;;;;;;;;x
EVTDESC1045;I did not understand fear before, but once you have felt your leg shake and teeth chatter with fear, then it is hard to remain brave.;Avant, j’ignorais ce qu’était la peur, mais après avoir été parcouru par un frisson et senti la terreur, comment rester brave ?;;;;;;;;;;;;x
EVTDESC1046;Fear has loosened its grip on me, and I stand tall against the things I used to fear.;La peur a relâché son emprise, j'affronte maintenant ce qui me tétanisait autrefois.;;;;;;;;;;;;x
EVTOPTA1051;I am... NOT the law!;La loi... connait pas.;;;;;;;;;;;;x
EVTDESC1057;The feeling of being watched and followed seem to have disappeared overnight!;Avec le lever du jour, je n'ai plus l'impression que chaque ombre cache une menace à mon endroit.;;;;;;;;;;;;x
EVTDESC1058;Several assassinations and 'loans' later, I don't know if I'm still able to trust anyone.;Après toutes ces 'disparitions mystérieuses', j'ignore si je pourrais à nouveau faire confiance.;;;;;;;;;;;;x
EVTDESC1570;Most people have good hearts. A stranger is just a friend I have yet to meet.;La nature humaine est bonne. Tout étranger est un ami en puissance.;;;;;;;;;;;;x
EVTOPTA1571;I take it back, some people are evil.;Apparence que la méchanceté existe.;;;;;;;;;;;;x
EVTDESC1580;That kid mocked me! I cannot be blamed for punching him in the face and giving him a nosebleed...;Il a osé se moquer de moi ! Il fait moins le malin maintenant qu'il a le nez en sang...;;;;;;;;;;;;x
EVTOPTA1590;Patience pays off;La patiente est douce à mon cœur;;;;;;;;;;;;x
EVTDESC1591;[From.GetFirstName], my [GetFromRelation], chastised me for my cold patient nature. 'Show some spirit, damn you!' [From.GetSubjectPronoun] shouted.;Mon manque de caractère m’a valu une correction de la part de [From.GetFirstName], mon(ma) [GetFromRelation]. 'Fais montre d'un peu de cran !' a-t-[From.GetSheHe] hurlé.;;;;;;;;;;;;x
EVTOPTA1591;My temper is rising;La moutarde me monte au nez.;;;;;;;;;;;;x
EVTDESC6021;I was later told that my strange behavior and fear of the moon was caused by the voices in my head. The [Root.Religion.GetPriestTitle] managed to clear my head of voices and now I have total silence.;Par la suite, on m’a dit que mon comportement étrange et ma peur de la lune étaient dues aux voix que j’entendais. Le prêtre a réussi à faire disparaître ces voix et je vis maintenant dans le silence total.;;;;;;;;;;;;x
EVTDESC6030;I am speaking in tongues, screaming obscenities at random times, most often when the [Root.Religion.GetPriestTitle] preaches and am sometimes lying on the ground writhing in apparent pain. I seldom remember these things and people believe me to be possessed.;Je souffre de crises de démence. Tout à coup, je me mets à hurler des obscénités, généralement lorsque le prêtre est en train de prêcher. Et parfois, je m’allonge par terre en me tordant de douleur. Je me souviens rarement de ces crises et les gens me croient possédé(e).;;;;;;;;;;;;x
EVTTOOLTIP452;I will go to [This.GetFirstName]'s chamber;Je vais me rendre dans la chambre de madame [This.GetFirstName].;;;;;;;;;;;;x
EVTOPTA38100;Ask my guardian about [Root.Guardian.Religion.GetRandomGodName].;J’interroge mon(ma) tuteur(trice) sur [Root.Guardian.Religion.GetRandomGodName].;;;;;;;;;;;;x
EVTOPTC65049;[Root.Religion.GetRandomGodName] will cure me!;[Root.Religion.GetRandomGodName] me guérira !;;;;;;;;;;;;x
FE_CREDITS;Credits;Générique;;;;;;;;;;;;x
FE_MILITARY;Military;Force;;;;;;;;;;;;x
HINT_LAW_VIEW_TEXT_5;The characters who are currently second and third in the line of succession are called Pretenders. They will usually dislike the current heir and even the current ruler.;Les personnages situés aux deuxième et troisième places de la ligne de succession sont des prétendants. Généralement, ils n’apprécient guère l’héritier désigné, ni même le souverain en place. Lorsqu’un souverain meurt, les prétendants se voient accorder un casus belli spécifique pour cinq ans leur permettant de revendiquer le trône.;;;;;;;;;;;;x
INTERACTION_MESSAGE_ACTOR_PORTRAIT;A message from [Actor.GetBestName];Missive de [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_INDEPENDENT;§Y[Recipient.GetTitledFirstName]§! is independent;[Recipient.GetBestName] est souverain(e);;;;;;;;;;;;x
INTERACTION_REQUIRES_CHARACTER_UNLANDED;§Y[Recipient.GetTitledFirstName]§! must be unlanded;[Recipient.GetBestName] doit ne pas avoir de fief;;;;;;;;;;;;x
INTERACTION_REQUIRES_HAS_LANDED_TITLE;§Y[Recipient.GetTitledFirstName]§! must have a landed title to claim;[Recipient.GetBestName] doit avoir un titre à revendiquer;;;;;;;;;;;;x
INTERACTION_REQUIRES_LANDED_TITLE;§Y[Actor.GetTitledFirstName]§! must have a landed title which §Y[Recipient.GetTitledFirstName]§! can hold;[Actor.GetTitledFirstName] doit avoir un titre que [Recipient.GetTitledFirstName] peut détenir;;;;;;;;;;;;x
INTERACTION_REQUIRES_JOB_TITLE;§Y[Actor.GetTitledFirstName]§! must have a job title which §Y[Recipient.GetTitledFirstName]§! can hold;[Actor.GetTitledFirstName] doit avoir une charge que [Recipient.GetTitledFirstName] peut détenir;;;;;;;;;;;;x
INTERACTION_REQUIRES_DIFFERENT_RELIGION;§Y[Recipient.GetTitledFirstName]§! believes in a different religion than §Y[Actor.GetTitledFirstName]§!;[Recipient.GetBestName] ne partage pas la foi de [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_THIRDPARTY_SAME_RELIGION;§Y[ThirdPartyCharacter.GetTitledFirstName]§! believes in the same religion as §Y[Actor.GetTitledFirstName]§!;[ThirdPartyCharacter.GetBestName] est de la même religion que [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_RELIGIOUS_HEAD;§Y[Recipient.GetTitledFirstName]§! is the religious head of §Y[Actor.GetTitledFirstName]§!;[Recipient.GetBestName] est le chef religieux de [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_TITLEHOLDER_SAME_RELIGIOUS_HEAD;§Y[ThirdPartyTitle.Holder.GetTitledFirstName]§! has the same religious head as §Y[Actor.GetTitledFirstName]§!;[ThirdPartyTitle.Holder.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_THIRDPARTY_SAME_RELIGIOUS_HEAD;§Y[ThirdPartyCharacter.GetTitledFirstName]§! has the same religious head as §Y[Actor.GetTitledFirstName]§!;[ThirdPartyCharacter.GetBestName] reconnait le même chef religieux que [Actor.GetBestName];;;;;;;;;;;;x
INTERACTION_REQUIRES_NO_OTHER_PROPOSALS;§Y[Recipient.GetTitledFirstName]§! is currently considering another offer from us;[Recipient.GetBestName] étudie déjà une de nos offres.;;;;;;;;;;;;x
INTERACTION_REQUIRES_BOTH_INDEPENDENT;§Y[Recipient.GetTitledFirstName]§! is independent;[Recipient.GetBestName] est souverain(e);;;;;;;;;;;;x
INTERACTION_NO_INVASION_OF_LANDLESS;Cannot invade mercenary, holy order or religious head titles;Impossible de revendiquer la direction des mercenaires, d'un ordre religieux ou d'un clergé.;;;;;;;;;;;;x
INTERACTION_WRONG_GOV_TYPE;§Y[Recipient.GetTitledFirstName]§! must be able to govern this type of holding;[Recipient.GetBestName] doit pouvoir administer ce type de propriété;;;;;;;;;;;;x
EXECUTE_IMPRISONED_INTERACTION_LONG_DESC;Sending characters to the headsman is a convenient way of getting rid of them permanently. However, it is bound to upset more than a few people, and, unlike banishment, titles and wealth will not be confiscated.;Envoyer des personnages au bourreau est un moyen pratique de s’en débarrasser. Pour autant, cela risque d’en contrarier certains et, contrairement au bannissement, leurs titres et leurs richesses ne seront pas confisqués.;;;;;;;;;;;;x
TRANSFER_VASSAL_INTERACTION_LONG_DESC;Characters with landed titles will dislike you for having vassals and owning titles that are de jure part of their domain.;Les personnages dotés de titres n’apprécieront pas que vous disposiez de vassaux et de titres ne faisant pas partie de leur domaine de Jure.;;;;;;;;;;;;x
CLAIM_TITLE_INTERACTION_LONG_DESC;Invent a reason for why a certain title should belong to you. It will cost Prestige to make people accept this (though less if you have a de jure claim to it, or if your [Player.Religion.GetPietyName] is high.) The current title holder will not be pleased...;Inventez une raison pour laquelle un titre donné devrait vous revenir. Le faire accepter vous coûtera du prestige (dans une moindre mesure s’agissant d’une revendication de Jure ou si votre [Player.Religion.GetPietyName] est élevée). Le Titulaire du titre n’appréciera pas...;;;;;;;;;;;;x
DECLARE_WAR_INTERACTION_DESC;Declare War on a character.;Déclarez la guerre à un personnage.;;;;;;;;;;;;x
DECLARE_WAR_INTERACTION_LONG_DESC;War is where men prove their mettle! Just make sure you are ready...;La guerre permet aux hommes de montrer qu’ils sont courageux ! Encore faut-il y être préparé...;;;;;;;;;;;;x
DECLARE_WAR_INTERACTION_1;You have subjects in §Y[Recipient.GetFirstName]'s§! court. [Recipient.GetSubjectPronounCap] might execute them!;Vous disposez de sujets à la Cour de §Y[Recipient.GetFirstName]§!. [Recipient.GetSubjectPronounCap] pourrait bien les exécuter !;;;;;;;;;;;;x
DECLARE_WAR_INTERACTION_2;Attacking an ally would cost us §R$PRESTIGE$§! prestige;Attaquer un allié nous coûterait §R$PRESTIGE$§! de prestige.;;;;;;;;;;;;x
DECLARE_WAR_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! has declared $WAR$ on §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W a déclaré la $WAR$ à §Y[Recipient.GetBestName]§W;;;;;;;;;;;;x
OFFER_PEACE_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§! accepted §Y[Actor.GetBestName]'s§! Peace Offer.;§Y[Recipient.GetBestName]§! a accepté l’offre de paix de §Y[Actor.GetBestName]§!.;;;;;;;;;;;;x
OFFER_PEACE_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused §Y[Actor.GetBestName]'s§! Peace Offer.;§Y[Recipient.GetBestName]§! a refusé l’offre de paix de §Y[Actor.GetBestName]§!.;;;;;;;;;;;;x
OFFER_PEACE_INTERACTION_OFFER;[Actor.GetBestName] has presented us the following peace offer:;[Actor.GetBestName] nous a proposé l’offre de paix suivante :;;;;;;;;;;;;x
GRANT_LANDED_TITLE_INTERACTION_4;[Player.Religion.GetPietyName] from temple grant: §G$PIETY$§!.;[Player.Religion.GetPietyName] de concession de temple : §G$PIETY$§!.;;;;;;;;;;;;x
ATTACKING_SOMEONE_DEFENDING_AGAINST_OTHER_RELIGIOUS_GROUP;§RDeclaring war on someone defending against heathens costs us an additional §Y$PIETY$ [Player.Religion.GetPietyName]§W;§RDéclarer la guerre a quelqu’un qui défend les païens nous coûte §Y$PIETY$ de [Player.Religion.GetPietyName] en plus§W;;;;;;;;;;;;x
