#CODE;ENGLISH;FRENCH;;;;;;;;;;;;x
d_norse_pagan_reformed;The Fylkirate;Les Fylkirate;;;;;;;;;;;;x
finnish_pagan_reformed_DESC;The reformed Finnish faith has a Holy Book with a creation myth, chapters on the gods and a book of spells and mysteries. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Ukko, who can be vassalized by secular rulers.;La foi réformée finnoise possède un livre saint qui comprend un mythe sur la création, des chapitres sur les dieux et un livre sur les sortilèges et les mystères. Son église comporte une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête le Grand Prêtre de Ukko, qui peut être vassalisé par des dirigeants laïcs. Dans le jeu :\n§Y*§! Il y a toujours un Grand Prêtre, même sans contrée\n§Y*§! Peuvent piller les voisins pour un butin\n§Y*§! Le Grand Prêtre peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
finnish_pagan_DESC;Finnic paganism is diverse, varying a lot between tribes and regions. It is shamanistic and animist, revering a multitude of gods, including Ukko/Perkele, Kuu and, in the east, Mastor-Ava, goddess of the Earth.;Le paganisme finnois varie beaucoup selon la tribu ou la région. Il est empreint de chamanisme et d'animisme et on y vénère de multiples dieux, dont Ukko/Perkele, Kuu et, dans l'est, Mastor-Ava, déesse de la terre. Dans le jeu :\n§Y*§! Peuvent piller les voisins pour un butin\n§Y*§! Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Peuvent déclarer des guerres d'assujettissement à tous les autres païens \n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Les dirigeants ne peuvent déclarer de guerres saintes\n§Y*§! Inférieurs en conversion et vulnérables aux missionnaires non-païens\n§Y*§!Bonus défensifs pour les comtés finnois païens\n§Y*§! La foi païenne finnoise peut être réformée;;;;;;;;;;;;x
aztec_reformed_DESC;The reformed Aztec religion has a proper Holy Book, a standardized liturgy and a formal church hierarchy led by a dedicated High Priest who can be vassalized by secular rulers.;La foi réformée aztèque possède son propre livre saint, une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête un grand prêtre dédié, qui peut être vassalisé par des dirigeants laïcs. Dans le jeu :\n§Y*§! Il y a toujours un Grand Prêtre, même s'il ne possède aucune terre\n§Y*§! Le Grand Prêtre peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
aztec_DESC;The Aztec religion features a creation myth centered on sacrifice - even gods were sacrificed to keep the sun moving. This is reflected in the many festivals and rituals of the religion, which feature human sacrifice on a massive scale. The chief gods are Huitzilopochtli, god of war and human sacrifice, Tlaloc, god of thunder and rain, Xiuhtecuhtli, god of fire, Xipe Totec, 'our Lord the Flayed One' and Quetzalcoatl, god of wisdom.;La religion aztèque se caractérise par un mythe de la création fondé sur le sacrifice. Des dieux eux-mêmes furent sacrifiés pour perpétuer le mouvement solaire. D'où les nombreux festivals et rituels religieux, pendant lesquels des sacrifices humains se font en grand nombre. Les dieux dominants sont Huitzilopochtli, dieu de la guerre et du sacrifice humain, Tlaloc, dieu du tonnerre et de la pluie, Xiuhtecuhtli, dieu du feu, Xipe Totec, 'notre seigneur l'écorché', et Quetzalcoatl, dieu de la sagesse. Dans le jeu :\n§Y*§!  Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Inférieurs en une conversion et vulnérables aux missionnaires non-païens\n§Y*§!Les dirigeants perdent du prestige lors d'une période de paix prolongée\n§Y*§! La foi aztèque peut être réformée;;;;;;;;;;;;x
slavic_pagan_reformed_DESC;The reformed Slavic faith has a Holy Book with a creation myth, chapters on the gods and a book of prophesies. The church also has a standardized liturgy and a formal church hierarchy led by the High Priest of Perun, who can be vassalized by secular rulers.;La foi slave réformée possède un livre saint qui comporte un mythe sur la création, des chapitres sur les dieux et un livre des prophéties. L'église possède aussi une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête le Grand Prêtre de Perun, qui peut être vassalisé par des dirigeants laïcs. Dans le jeu :\n§Y*§! Il y a toujours un Grand Prêtre, même s'il ne possède aucune terre\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Le Grand Prêtre peut déclarer de grandes guerres saintes;;;;;;;;;;;;x
slavic_pagan_DESC;Slavic heathenry is polytheistic, the chief god being Perun, god of thunder and lightning, quite similar to the Germanic god Thor. Other important deities include Veles, god of the underworld, Svarog, Jarilo and Svantevit. In addition, many tribes revere local gods.;Le paganisme slave est polythéiste, le dieu dominant étant Perun, dieu du tonnerre et de la foudre, semblable au dieu germanique Thor. Les autres déités importantes sont Veles, dieu des Enfers, Svarog, Yarilo et Svantevit. De plus, plusieurs tribus vénèrent des dieux locaux. Dans le jeu :\n§Y*§! Peuvent piller les voisins pour obtenir un butin\n§Y*§! Les non-païens qui ont peu de moyens techniques ont une très basse limite de stock dans les comtés païens\n§Y*§! Peuvent déclarer des guerres d'assujettissement à tous les autres païens \n§Y*§! Les dirigeants n'ont accès qu'à la succession Gavelkind\n§Y*§! Les dirigeants ne peuvent déclarer de guerres saintes\n§Y*§! Inférieurs en conversion et vulnérables aux missionnaires non-païens\n§Y*§!Bonus défensifs pour les comtés slaves païens\n§Y*§! La foi païenne slave peut être réformée;;;;;;;;;;;;x
west_african_pagan_reformed_DESC;The reformed West African religion is a fusion of many popular beliefs, with a single Holy Book including a creation myth, chapters on the spirits, totem animal fables and gods. The church also has a standardized liturgy and a formal church hierarchy led by a High Priest (or Priestess), who can be vassalized by secular rulers.;Le Vodinani est un syncrétisme de plusieurs croyances populaires soumises à une forte influence des cultes traditionnels des Igbos et des Yorubas. Les Écritures comprennent également une cosmogonie, des chapitres sur les esprits, les animaux totem et les orishas. Le clergé dispose d'une hiérarchie formelle et d'une liturgie précise, sous la houlette d'un Grand Vodun (Vodine), qui peut prêter hommage à un seigneur séculier. Dans le jeu :\n§Y*§! Il y a toujours un Grand Vodun, même s'il n'a plus de terres. \n§Y*§! Le Grand Vodun peut appeler une guerre sainte.;;;;;;;;;;;;x
west_african_pagan_DESC;West African religion is a blanket term for the diverse pagan beliefs of the tribes of Sub-Saharan West Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various pantheons of gods.;La religion ouest-africaine est un terme générique pour désigner les diverses croyances païennes des tribus de l'Afrique occidentale subsaharienne. On y retrouve essentiellement des formes de cultes des ancêtres, de l'animisme et du totemisme, mais divers panthéons de divinités sont également vénérés. Dans le jeu :\n§Y*§! Permet les guerres d'assujettissement contre les autres païens. \n§Y*§! Le partage salique est la seule succession autorisée. \n§Y*§! Il n'est pas possible de déclarer des guerres saintes. \n§Y*§! Taux de conversion inférieur et vulnérabilité aux missionnaires non-païens. \n§Y*§! Bonus défensif dans les comtés de confession ouest-africaine. \n§Y*§! La religion ouest-africaine peut être réformée.;;;;;;;;;;;;x
zoroastrian_DESC;Zoroastrians worship Ahura Mazda, the uncreated God, as proclaimed by the ancient Iranian prophet Zoroaster. It was the official religion of all Persian empires (except the Hellenic Seleucid Empire) until the Muslim conquest of the Sassanid Empire in 651. The ancient form of the religion involved great sacred hill top fires, the exposure of dead bodies to scavenger birds for cleansing, and religious close-kin marriages in imitation of Ahura Mazda and Zoroaster.;Les zoroastriens vénèrent Ahuru Mazda, le Dieu non-créé, tel que proclamé par le prophète iranien Zoroastre. C'était la religion officielle de tous les empires perses (excepté l'empire hellénique séleucide) jusqu'à la conquête musulmane de l'Empire des Sassanides en 651. L'ancienne forme de cette religion impliquait de grands feux sacrés aux sommets de collines, l'exposition des corps des défunts aux oiseaux charognards pour les purifier et des mariages entre proches parents à l'image de Ahuru Mazda et Zoroastre. Dans le jeu :\n§Y*§! Les dirigeants peuvent épouser de proches parents pour améliorer l'opinion des vassaux envers eux\n§Y*§! Peuvent avoir un chef religieux (le Moabadan-Moabad) si l'Empire perse est repris;;;;;;;;;;;;x
mazdaki_DESC;Mazdak was a Zoroastrian priest who claimed to be a prophet of Ahura Mazda. He attempted to reform the religion with Gnostic elements, and advocated communal possessions and welfare programs. His teachings fell out of favor with the Shahanshah Kavadh I in 524, but pockets of there heresy survived in remote areas. This heresy has no formal head and no special game mechanics.;Mazdak est un prêtre zoroastrien qui se dit être prophète d'Ahura Mazda. Il a tenté de réformer la religion au moyens d'éléments gnostiques et a prôné la communauté des biens ainsi que des mesures sociales. Ses enseignements sont tombés en disgrâce à l'arrivée de Shahanshah Kavadh Ier en 524, mais cette hérésie a survécu dans des poches isolées. Cette hérésie n'a pas de chef officiel ni de règle spéciale en jeu.;;;;;;;;;;;;x
manichean_DESC;Manichaeism is a Gnostic religion founded by the alleged prophet Mani who was put to death by the Sassanid Shahanshah Bahram I in 277. His 'Religion of Light' incorporated elements of Christianity, Zoroastrianism, Buddhism and Gnosticism. In the game, Manichaeism is regarded as a Zoroastrian heresy. It has no formal head and no special game mechanics.;Le manichéisme est une religion gnostique fondée par le présumé prophète Mani, mis à mort en 277 par le sassanide Shahanshah Bahram Ier. Sa 'religion de la Lumière' emprunte des éléments au christianisme, au zoroastrisme, au bouddhisme et au gnosticisme. Dans le jeu, le manichéisme est une hérésie du zoroastrisme. Il n'a pas de chef officiel ni de règle spéciale en jeu.;;;;;;;;;;;;x
title_darkhan_desc;Darkhan is a prestigious Mongolian title bestowed by the Khan upon those who have served him exceptionally well. Genghis Khan awarded this title to those allies who aided him during his rise to power.;En Mongolie, le prestigieux titre de darkhan est accordé par les Khan à ceux qui les ont servis de manière exceptionnelle. Gengis Khan a décerné ce titre aux alliés qui l'ont aidé durant son ascension vers le pouvoir.;;;;;;;;;;;;x
title_court_skald_desc;Skaldic poetry is a greatly respected art, and the Court Skald is regarded as the realm's foremost expert on verse and prose. The Skald is ultimately responsible for chronicling the ruler's deeds for posterity.;La poésie scaldique est un art très respecté et le scalde de la cour est considéré comme le principal expert du royaume en ce qui a trait aux vers et à la prose. Le scalde détient aussi le mandat de faire la chronique des actes du dirigeant pour la postérité.;;;;;;;;;;;;x
title_hirdman;Hirdman;Housecarl;;;;;;;;;;;;x
title_hirdman_desc;The Hirdmen are seen as the ruler's trusted companions in arms, and the holders of this title command a great deal of respect.;Les housecarls sont vus comme de loyaux compagnons d'armes du dirigeant et ceux qui portent ce titre suscitent un grand respect.;;;;;;;;;;;;x
title_shahin_desc;This honorific means falcon and was granted to several gifted Sassanid generals for their achievements on the field of battle. It can only be bestowed upon those with exceptional martial ability.;Ce titre honorifique signifie 'faucon' et a été décerné à plusieur généraux sassanides très talentueux en reconnaissance de leurs exploits sur le champ de bataille. Cet honneur ne peut être accordé qu'à ceux qui font preuve d'une maîtrise exceptionnelle des armes.;;;;;;;;;;;;x
title_eran_ambaragbed_desc;As the minister of the magazines, it is the responsibility of the Eran Ambaragbed to see to the arms and armaments of the realm's warriors.;En tant que 'ministre du dépot d'armes', l'Eran Ambaragbed a la responsabilité de la gestion des armes et armements des guerriers du royaume.;;;;;;;;;;;;x
title_venerable_elder_desc;This honorific can only be granted to those who have reached the age of fifty. Their wisdom and the sorely needed guidance they offer the younger generations is deserving of great respect.;Ce titre honorifique ne peut être accordé qu'à ceux qui ont atteint l'âge de cinquante ans. Leur sagesse et leurs conseils, dont ont grandement besoin les jeunes générations, appellent à un grand respect.;;;;;;;;;;;;x
count_female_pagan_group;Chieftess;Meneuse;;;;;;;;;;;;x
